baseline,model,n_bootstrap,delta_mae_mean,delta_mae_median,delta_mae_q025,delta_mae_q975,p_delta_gt_0,central_95_interval_excludes_zero
count_additive,additive_head,2000,0.006127324266459247,0.006143658138259928,0.004937144466531637,0.007216799907944491,1.0,True
count_additive,count_plus_PB_count,2000,0.008284979003593132,0.00829984094703004,0.006421723721154104,0.010088817172065553,1.0,True
count_additive,count_plus_PE_count,2000,0.12654367360160396,0.12659141633337412,0.11953232027011433,0.13375471992477256,1.0,True
count_additive,count_plus_BE_count,2000,-0.0002314029393962784,-0.00024295350675601624,-0.001486180507368036,0.0010713382213224144,0.3595,False
count_additive,count_plus_all_pairs,2000,0.14992987766258473,0.14999218305815232,0.14251898610518934,0.15775967855649659,1.0,True
