model,n,mae_mean,mae_median,mae_q025,mae_q975,rmse_mean,rmse_median,rmse_q025,rmse_q975,r2_mean,r2_median,r2_q025,r2_q975
additive_head,200,0.382150473867902,0.38150989110830735,0.3744449574928232,0.39002592367356015,0.45424048357063207,0.4538510347857078,0.44483996534583364,0.46630969832862756,0.7598836536418438,0.7603282725841061,0.7469892117962486,0.7697510066459388
count_additive,200,0.38805723215480226,0.38763637304073306,0.3774170865238651,0.40048119014808065,0.46492809058910245,0.46430531326202934,0.45196377954381955,0.4828005269799597,0.7484227397772045,0.749159612192208,0.7287775619814966,0.7623173877997309
count_plus_PB_count,200,0.3788049189188568,0.3782790670242686,0.3678816941754777,0.3908928241517681,0.4427116906383415,0.4415819566549933,0.4310470558413062,0.45964599648226223,0.7718850912972063,0.7731113440414464,0.7541687345983301,0.7838080546986628
count_plus_PE_count,200,0.2591130819723669,0.2590141761838566,0.2515120220032119,0.2683322478451264,0.3151644089319503,0.31531027973180115,0.30549961065490633,0.3289439895818955,0.8843864223777433,0.8843178355340957,0.874097586934189,0.8914045894808489
count_plus_BE_count,200,0.3861804596236374,0.3854153656450192,0.3759898786178559,0.4001008102690341,0.4595007487919321,0.45885387307907444,0.4472314255707632,0.4796663374123998,0.7542425261922987,0.7550153084698376,0.7322875146487259,0.7672687103877951
count_plus_all_pairs,200,0.22975494544153682,0.229276739352206,0.22212412979626933,0.238162579068485,0.28008789842929444,0.2800518580132322,0.2706393737438223,0.2899805657475586,0.9086891148731777,0.9087428123744737,0.9021574122133018,0.9147739915644504
