bootstrap,model,n_rows,mae,rmse,r2
17,count_plus_all_pairs,239,0.2348239082397903,0.28202506479203315,0.9072458868260935
18,additive_head,239,0.36713734539339005,0.4412403380212073,0.7761031025132188
18,count_additive,239,0.3727549332767462,0.44720584675992053,0.7700080665654837
18,count_plus_PB_count,239,0.3642293760987175,0.4265321175772535,0.7907809932223127
18,count_plus_PE_count,239,0.2494806651429493,0.3008272184323455,0.8959284759454209
18,count_plus_BE_count,239,0.3720628213162208,0.4452004901990345,0.7720660975415501
18,count_plus_all_pairs,239,0.22549744796724377,0.2706153419593279,0.915782472481063
19,additive_head,239,0.3898120262982086,0.4665378843790349,0.7573428011720873
19,count_additive,239,0.39651438664141125,0.47322950588144425,0.7503319445147438
19,count_plus_PB_count,239,0.3890913160725556,0.4537509592077584,0.7704620699477385
19,count_plus_PE_count,239,0.2642181962010095,0.31745946477374026,0.887644093485926
19,count_plus_BE_count,239,0.396892991327093,0.4714833690875553,0.7521710110700812
19,count_plus_all_pairs,239,0.24164099434282205,0.2889879960091061,0.906893724201253
20,additive_head,239,0.38744247416571537,0.4645813762874982,0.754482520065637
20,count_additive,239,0.39307730211515396,0.47158868235987916,0.7470203582944867
20,count_plus_PB_count,239,0.38434701126481247,0.4506309702653298,0.7690058948043285
20,count_plus_PE_count,239,0.26367651341522425,0.3184165408750233,0.8846679356988199
20,count_plus_BE_count,239,0.3923379700631517,0.46929122703140674,0.7494792539305382
20,count_plus_all_pairs,239,0.23921112989089605,0.28772142830068664,0.9058320230503925
21,additive_head,239,0.3639121073317988,0.4369475085281999,0.7683245772625881
21,count_additive,239,0.36910265865419334,0.4430140507863766,0.7618467948325356
21,count_plus_PB_count,239,0.36053651468198494,0.4222708693181873,0.783626697330345
21,count_plus_PE_count,239,0.24956780811121768,0.3008048851789441,0.8902028165497898
21,count_plus_BE_count,239,0.3692154014601652,0.4415307991348266,0.7634388427254213
21,count_plus_all_pairs,239,0.22596326136688452,0.2713813866243295,0.9106321018633818
22,additive_head,239,0.3974156877633717,0.47836401892979274,0.7568184469178161
22,count_additive,239,0.40349265300882975,0.4851999230061701,0.7498185746444238
22,count_plus_PB_count,239,0.39329979003445825,0.46173915107259295,0.7734275941545583
22,count_plus_PE_count,239,0.2754784096827158,0.3320617688684866,0.882820573003713
22,count_plus_BE_count,239,0.40241485146461764,0.4820173212466957,0.7530898714180095
22,count_plus_all_pairs,239,0.24790394798785184,0.2975576147890981,0.9059073384304652
23,additive_head,239,0.3759955366839041,0.4513576843881431,0.7590679418486544
23,count_additive,239,0.38240510889810275,0.45772249795650044,0.7522250324996665
23,count_plus_PB_count,239,0.37440564066102877,0.43721705349528356,0.7739278339987017
23,count_plus_PE_count,239,0.2562112555474993,0.3077999208308064,0.8879556615618827
23,count_plus_BE_count,239,0.3835556980675248,0.4571956231558592,0.7527951213748237
23,count_plus_all_pairs,239,0.23355079171684248,0.2793721428480057,0.9076963006604329
24,additive_head,239,0.3618878207511286,0.43699686895888107,0.7692877390143051
24,count_additive,239,0.3672710598701203,0.4427636848668595,0.7631583865208906
