bootstrap,model,n_rows,mae,rmse,r2
595,count_plus_PB_count,239,0.3877508542104246,0.45249917240025295,0.7571410074174763
595,count_plus_PE_count,239,0.2651864088461223,0.3184110224325112,0.8797473107902729
595,count_plus_BE_count,239,0.39547135069385003,0.47012058774494087,0.737857672228584
595,count_plus_all_pairs,239,0.24158019132104613,0.2898692170576296,0.9003395587603574
596,additive_head,239,0.36997300907843683,0.4470544268823422,0.771638011153882
596,count_additive,239,0.3755419183986429,0.45272438403004667,0.7658086823098688
596,count_plus_PB_count,239,0.36639590117772797,0.4312765309593388,0.7874727277300296
596,count_plus_PE_count,239,0.2522707810944342,0.30506134632097903,0.8936647191759378
596,count_plus_BE_count,239,0.37496144550743743,0.45101878009777197,0.7675699534995916
596,count_plus_all_pairs,239,0.2275159335705084,0.2741985735411322,0.9140920413474957
597,additive_head,239,0.39290732959992897,0.4677240471593624,0.750304481542323
597,count_additive,239,0.39853394248982366,0.4747755668243679,0.7427187887202011
597,count_plus_PB_count,239,0.39136139661842206,0.45576134373007865,0.7629137739332463
597,count_plus_PE_count,239,0.2668901595015033,0.32128594407631333,0.882181143885281
597,count_plus_BE_count,239,0.3997827430076342,0.473394945583425,0.7442129323427676
597,count_plus_all_pairs,239,0.24535117030841333,0.2941925719461144,0.9012141466177486
598,additive_head,239,0.36708776412976174,0.4406485514356137,0.7594002233585145
598,count_additive,239,0.37312648662874753,0.4464235788535745,0.7530524193144121
598,count_plus_PB_count,239,0.3653500157154228,0.4269056989894084,0.7741737456478723
598,count_plus_PE_count,239,0.25052861789886094,0.30191085211419116,0.8870547492080061
598,count_plus_BE_count,239,0.3741958253431333,0.44561644946138285,0.7539445696266511
598,count_plus_all_pairs,239,0.22874783139674346,0.2745809988211412,0.9065774994954321
599,additive_head,239,0.3927279914860632,0.47165358060659834,0.7648155036079355
599,count_additive,239,0.39884257142951407,0.4779388095077228,0.7585056288082471
599,count_plus_PB_count,239,0.3897854020224377,0.45629816880311735,0.7798798148633904
599,count_plus_PE_count,239,0.26623584119779087,0.32084355972727086,0.8911698895473271
599,count_plus_BE_count,239,0.3981257144937751,0.47567309075631603,0.7607898601105338
599,count_plus_all_pairs,239,0.24067383102794185,0.2890593249368231,0.9116642733603496
600,additive_head,239,0.382425965122088,0.46138881887056005,0.7604659489709695
600,count_additive,239,0.38841557291906753,0.4676629598264866,0.7539071047156511
600,count_plus_PB_count,239,0.378125672368473,0.4446032023936697,0.7775777135579446
600,count_plus_PE_count,239,0.2627766754684825,0.31732006649980987,0.8867004457884091
600,count_plus_BE_count,239,0.3873689043408399,0.46513602012655414,0.7565593645527416
600,count_plus_all_pairs,239,0.23593899894974446,0.2836536924738658,0.9094663540343846
601,additive_head,239,0.38977194482395117,0.4687242668391929,0.7644618360004785
601,count_additive,239,0.3958581450053377,0.47489152015270986,0.7582228588697015
601,count_plus_PB_count,239,0.38595944064101256,0.45209916821326823,0.7808740436293031
601,count_plus_PE_count,239,0.26669969242178154,0.3213797082099341,0.8892705066494927
601,count_plus_BE_count,239,0.39620949606379474,0.4735670856022962,0.7595695726113499
601,count_plus_all_pairs,239,0.24116699383888646,0.2891829183633314,0.9103455850275117
602,additive_head,239,0.37343016806023616,0.44554831124632793,0.7626095059811417
602,count_additive,239,0.37885191596077417,0.4520697356465796,0.7556093493098253
602,count_plus_PB_count,239,0.3719732392244998,0.4335829061821805,0.7751887582765788
602,count_plus_PE_count,239,0.25301076900499814,0.30478599106593485,0.8889128759116298
602,count_plus_BE_count,239,0.37903496926382135,0.4501880228305865,0.7576396375002111
602,count_plus_all_pairs,239,0.23202640599234672,0.2776419826104781,0.9078184525391526
603,additive_head,239,0.3949722722632504,0.47358362090406736,0.7698767446408168
603,count_additive,239,0.4018687441013693,0.480541993369829,0.7630646544644115
603,count_plus_PB_count,239,0.3927443836747889,0.45862119536590107,0.7841880914471083
603,count_plus_PE_count,239,0.2714110056378839,0.32587951686573147,0.8910364386755124
603,count_plus_BE_count,239,0.4020433841576722,0.47877414042508826,0.7648047578273898
603,count_plus_all_pairs,239,0.24640227275597945,0.2946293888435922,0.910932494069667
604,additive_head,239,0.3760496906684221,0.4542970655279933,0.7644251393790029
604,count_additive,239,0.38116494227195896,0.4601933302617078,0.7582704632709603
604,count_plus_PB_count,239,0.37174257817405615,0.43807025374992326,0.7809533536847292
604,count_plus_PE_count,239,0.2550225164174887,0.30824934167831414,0.8915440469006808
604,count_plus_BE_count,239,0.3801566598234226,0.458185164860119,0.7603755513205623
604,count_plus_all_pairs,239,0.22900973386663875,0.2759918994082479,0.913055572843881
605,additive_head,239,0.37059693894743445,0.4430461918615925,0.7685138925634201
605,count_additive,239,0.37554034791617175,0.4487797019516488,0.7624837500661036
605,count_plus_PB_count,239,0.3681492890237113,0.4299200349577471,0.7820272090907012
605,count_plus_PE_count,239,0.2524187195020907,0.30343939608552684,0.8914147471934016
605,count_plus_BE_count,239,0.37536404701017895,0.44624260563471185,0.7651616708800503
605,count_plus_all_pairs,239,0.23011498852308188,0.27532944395683995,0.9106010883941075
606,additive_head,239,0.40086271303287474,0.4811491598082335,0.7621100797387632
606,count_additive,239,0.4069675169742025,0.4876757789349078,0.7556125218697876
606,count_plus_PB_count,239,0.3979627031774822,0.4651335825422224,0.7776833598092224
606,count_plus_PE_count,239,0.2734115541858751,0.32887471338165336,0.8888581702381367
606,count_plus_BE_count,239,0.40682247658117016,0.48569835218863083,0.7575903874890721
606,count_plus_all_pairs,239,0.24754718558272804,0.29632991353939486,0.9097665493201599
607,additive_head,239,0.3966301359540136,0.4723998983776172,0.7534291786089553
607,count_additive,239,0.403624761794615,0.4798024646305855,0.745641040420606
607,count_plus_PB_count,239,0.39644822940629,0.46150026803332206,0.7646761169177564
607,count_plus_PE_count,239,0.26867455727517187,0.323456156005932,0.8844013045714081
607,count_plus_BE_count,239,0.4038762324766283,0.4774373561607387,0.7481425024275028
607,count_plus_all_pairs,239,0.24740419173793446,0.29608188908231453,0.9031397073423577
608,additive_head,239,0.38748684752175644,0.4642703695863464,0.7610039625842974
608,count_additive,239,0.39353899505197315,0.4709601121508232,0.7540668806402525
608,count_plus_PB_count,239,0.3849570086864633,0.45010918264750294,0.7753613337318376
608,count_plus_PE_count,239,0.26492505566507396,0.319061024039077,0.88712538672705
608,count_plus_BE_count,239,0.39380853852255243,0.46912627422399833,0.7559783946258745
608,count_plus_all_pairs,239,0.24109226254767332,0.28904845339919844,0.9073618089934824
609,additive_head,239,0.3932758756487391,0.47249721387212207,0.7443943894547453
609,count_additive,239,0.4005812183437921,0.4792398077634001,0.7370472912578003
609,count_plus_PB_count,239,0.3916221917284565,0.4584026206988067,0.7594163762678598
609,count_plus_PE_count,239,0.2707148119528731,0.3251986762812366,0.8789208351731803
609,count_plus_BE_count,239,0.40009642571161486,0.4764324181892189,0.7401190246983065
609,count_plus_all_pairs,239,0.24576936075058373,0.29427041492485356,0.9008563093480413
610,additive_head,239,0.38995226523906384,0.46818624450079044,0.7568408355792557
610,count_additive,239,0.39655020398840474,0.4753315038470778,0.749362216495378
610,count_plus_PB_count,239,0.3872996968999356,0.4533002839379951,0.7720574906885653
610,count_plus_PE_count,239,0.26814121817809106,0.3234837286609261,0.8839197797340212
610,count_plus_BE_count,239,0.39648688581390923,0.4733567997681072,0.7514403761643262
610,count_plus_all_pairs,239,0.24333040639638026,0.29198262674260356,0.9054269565542967
611,additive_head,239,0.3646936455600067,0.44027665149695927,0.7712852607569182
611,count_additive,239,0.37047762748281515,0.44583485515327254,0.7654740627280996
611,count_plus_PB_count,239,0.3619538805720276,0.42470366554847416,0.7871788125036768
611,count_plus_PE_count,239,0.2481132007651558,0.300028201947193,0.8937896103627615
611,count_plus_BE_count,239,0.3703496157603947,0.44422624077678247,0.7671633931690144
611,count_plus_all_pairs,239,0.22413900529733263,0.2695840978983043,0.914250541778593
612,additive_head,239,0.39750337994181417,0.4744035510969833,0.7389879075699679
612,count_additive,239,0.4041672617694221,0.4816552193936125,0.7309473292573371
612,count_plus_PB_count,239,0.39592068589205864,0.46085059670168277,0.7536882816265028
612,count_plus_PE_count,239,0.2730952384594365,0.3281551072622987,0.8751113125220078
612,count_plus_BE_count,239,0.4053948261072545,0.4805089926291952,0.7322263703864019
612,count_plus_all_pairs,239,0.25005024000034126,0.29915585604743294,0.8962089792466401
613,additive_head,239,0.37567479827431716,0.4497834922397904,0.7470548342530414
613,count_additive,239,0.3816983851837084,0.4562866292553597,0.7396876068876985
613,count_plus_PB_count,239,0.3751552552386241,0.4382466322831037,0.7598644080146597
613,count_plus_PE_count,239,0.25327045838443685,0.30502259388916964,0.883672236265709
613,count_plus_BE_count,239,0.3823876194738698,0.4548776330398914,0.7412927947367229
613,count_plus_all_pairs,239,0.232174267628568,0.27865278809683003,0.9029163390116833
614,additive_head,239,0.38262061716165174,0.45857848586529004,0.7693275484506764
614,count_additive,239,0.38902883715479186,0.4650979940664843,0.7627220879441077
614,count_plus_PB_count,239,0.38047183884102365,0.4444732304203332,0.7832996571983721
614,count_plus_PE_count,239,0.2619560138108107,0.3149885721129584,0.8911676580789185
614,count_plus_BE_count,239,0.3891416097676877,0.46319219471437895,0.7646626579502831
614,count_plus_all_pairs,239,0.23838938317101693,0.2852974496779774,0.9107179490559973
615,additive_head,239,0.3855071266103049,0.4621200342965566,0.7533400989540063
615,count_additive,239,0.39125452959808826,0.468644578826495,0.7463258847886411
615,count_plus_PB_count,239,0.38358358013645594,0.4485903479976757,0.7675718052954968
615,count_plus_PE_count,239,0.26284545328914766,0.31635372256852884,0.8844061157020369
615,count_plus_BE_count,239,0.3917882710803852,0.4667143912765714,0.7484111763446164
615,count_plus_all_pairs,239,0.24011669611997005,0.2871728949575852,0.9047476165334758
616,additive_head,239,0.36408299202257727,0.4392556054298337,0.7734113528364162
616,count_additive,239,0.3694646080563579,0.44487358836022617,0.7675782495262696
616,count_plus_PB_count,239,0.3609565835494779,0.42412793218547273,0.7887497302824912
616,count_plus_PE_count,239,0.24949767340840848,0.30121007674759953,0.8934526836709081
616,count_plus_BE_count,239,0.36964110469117306,0.4429884399670944,0.7695438468255296
616,count_plus_all_pairs,239,0.22574475754287157,0.27135267403318947,0.9135287507662669
617,additive_head,239,0.3827568351379343,0.45939594200217554,0.7575614373024362
617,count_additive,239,0.38898554712098565,0.4661171544710043,0.7504155266065826
617,count_plus_PB_count,239,0.3805469693035223,0.44574263031104194,0.7717579105676382
617,count_plus_PE_count,239,0.25922814722490195,0.3123012174347915,0.8879595754346116
617,count_plus_BE_count,239,0.3882371273024248,0.4639577771496798,0.7527226661680977
617,count_plus_all_pairs,239,0.23523889397240186,0.2823158217746049,0.9084416774670583
618,additive_head,239,0.401298824428093,0.47714650582259915,0.7466690740060102
618,count_additive,239,0.4078744114664502,0.4841872718705611,0.739137619955837
618,count_plus_PB_count,239,0.3995728560099675,0.46358507543434313,0.7608647454120532
618,count_plus_PE_count,239,0.27688332031691903,0.3319197294736049,0.8774111839508459
618,count_plus_BE_count,239,0.4095327799496834,0.4832264302955745,0.740171925221611
618,count_plus_all_pairs,239,0.25482708673444127,0.303753538589744,0.8973338190998339
619,additive_head,239,0.38237155960096103,0.46275941654027497,0.7666963542786547
619,count_additive,239,0.3890657584887522,0.4687643250986163,0.760602229779967
619,count_plus_PB_count,239,0.37882008564937875,0.44531633080901567,0.7839530001858767
619,count_plus_PE_count,239,0.26249828576847406,0.31696110695854557,0.8905481905843693
619,count_plus_BE_count,239,0.38809166111810983,0.46662021641728996,0.762787212362025
619,count_plus_all_pairs,239,0.23551778796509149,0.28303383301960516,0.9127254332664545
620,additive_head,239,0.3806509758051931,0.457584938699069,0.760734843318818
620,count_additive,239,0.3873464479036714,0.4639415324704803,0.7540411118038504
620,count_plus_PB_count,239,0.37913831515988117,0.44350030885800834,0.7752374922200258
620,count_plus_PE_count,239,0.25881388731056365,0.3116338870472921,0.889024944910645
620,count_plus_BE_count,239,0.38833354651714797,0.4632923807329282,0.754728926652376
620,count_plus_all_pairs,239,0.2359744267899257,0.2830459713088222,0.9084517659084723
621,additive_head,239,0.36839674934442607,0.4411058064252164,0.7611477798365125
621,count_additive,239,0.3743071967093907,0.44745093672199915,0.7542267703414404
621,count_plus_PB_count,239,0.36707782037428865,0.4282781678470548,0.7748377366709218
621,count_plus_PE_count,239,0.24910883467071404,0.299835702778523,0.8896403223549078
621,count_plus_BE_count,239,0.37473668438532376,0.44642923631887704,0.7553478761493126
621,count_plus_all_pairs,239,0.22711207838725858,0.2725073995644247,0.9088408363196802
622,additive_head,239,0.39049704525739926,0.4692531536387178,0.752650147943613
622,count_additive,239,0.39691676920046665,0.4761945833450918,0.7452781753557602
622,count_plus_PB_count,239,0.38703983594008584,0.45353589167805136,0.7689422295519412
622,count_plus_PE_count,239,0.2674720181620151,0.32282121893249394,0.8829365279402408
622,count_plus_BE_count,239,0.3956590669057251,0.4737142536520327,0.747924777105564
622,count_plus_all_pairs,239,0.24102451882699555,0.2897750739861416,0.9056766306927567
623,additive_head,239,0.3759951399874182,0.45229497464648977,0.7648149883244251
623,count_additive,239,0.38208881402508926,0.4587757373482288,0.7580269494426463
623,count_plus_PB_count,239,0.3729826829668943,0.4375156785360528,0.7799337933872388
623,count_plus_PE_count,239,0.2576378278684699,0.3108421171565929,0.8889174521321946
623,count_plus_BE_count,239,0.3811715578480715,0.45650095094044313,0.7604205911401337
623,count_plus_all_pairs,239,0.23281741072829074,0.27985633604230015,0.9099598097960561
624,additive_head,239,0.3791846539901388,0.4566076766669881,0.7675576130473833
624,count_additive,239,0.3853767523627824,0.4625612946007053,0.7614565540417501
624,count_plus_PB_count,239,0.37643515840146874,0.4411486699172256,0.7830304154685745
624,count_plus_PE_count,239,0.2587291084850572,0.3115212247523748,0.8918057471171533
624,count_plus_BE_count,239,0.3850956120277146,0.46088728299691706,0.7631800096033563
624,count_plus_all_pairs,239,0.23402656088278004,0.28078414097112453,0.9121029987991799
625,additive_head,239,0.3895801202687911,0.4681689972239256,0.7597216425216932
625,count_additive,239,0.3965901298496133,0.47466445813232466,0.7530080603180911
625,count_plus_PB_count,239,0.3874353309390358,0.4529051888505676,0.775133921766036
625,count_plus_PE_count,239,0.26596673841366264,0.3199537335903845,0.8877765236439797
625,count_plus_BE_count,239,0.3970444335575145,0.47382486843207594,0.7538810495830461
625,count_plus_all_pairs,239,0.24183551433803055,0.28964862148705794,0.908028708553767
626,additive_head,239,0.3781704471193346,0.4548228145313096,0.7616290673409347
626,count_additive,239,0.3847575011825743,0.4610874642918107,0.7550172850991279
626,count_plus_PB_count,239,0.3761377990376647,0.440664183733935,0.7762390383716246
626,count_plus_PE_count,239,0.2568065520605795,0.309402290650152,0.8896897516599303
626,count_plus_BE_count,239,0.3847488715914397,0.45957736638469615,0.756619332907256
626,count_plus_all_pairs,239,0.23308432608635163,0.2799444436536546,0.909694850270138
627,additive_head,239,0.3717317638481179,0.44954448356162985,0.7754516536553872
627,count_additive,239,0.37785262787214263,0.45521290923484814,0.7697531725523555
627,count_plus_PB_count,239,0.3680896386718505,0.43253659214572415,0.7921211890257458
627,count_plus_PE_count,239,0.25531478337066005,0.3080604348750156,0.8945524814926424
627,count_plus_BE_count,239,0.37745407734430036,0.4532743043049243,0.771710090641307
627,count_plus_all_pairs,239,0.22949939839170766,0.27554630263877633,0.915636674364215
628,additive_head,239,0.36731517420826004,0.44162614431782526,0.7641986364171098
628,count_additive,239,0.3732646556976776,0.4477681909006702,0.757594071313042
628,count_plus_PB_count,239,0.36448336760827355,0.42724874967111703,0.779302018285872
628,count_plus_PE_count,239,0.2505622791067506,0.3026670283601446,0.8892440704847199
628,count_plus_BE_count,239,0.37288745527669614,0.4459284513631201,0.759581919567186
628,count_plus_all_pairs,239,0.22653891438206522,0.27281886067899036,0.910011804631546
629,additive_head,239,0.3825273469193758,0.46031449330024726,0.7645127783761785
629,count_additive,239,0.38874423154067306,0.46638796689219,0.7582576603184589
629,count_plus_PB_count,239,0.38046375535397836,0.4452561292185311,0.7796678560276178
629,count_plus_PE_count,239,0.26068850542422045,0.31337005339941293,0.8908627439054662
629,count_plus_BE_count,239,0.389464274360634,0.465493661018342,0.7591838605395878
629,count_plus_all_pairs,239,0.23683144449939875,0.2836955184385992,0.910553572813052
630,additive_head,239,0.3890504180956302,0.4685513662262014,0.7604929849794143
630,count_additive,239,0.3950925194637617,0.4747769398654247,0.7540861127664233
630,count_plus_PB_count,239,0.38549778272562185,0.4521986194255937,0.776919152747858
630,count_plus_PE_count,239,0.26716014641734354,0.32181937884018247,0.8870130707566073
630,count_plus_BE_count,239,0.3946790212116477,0.4726339905142419,0.7563010127430079
630,count_plus_all_pairs,239,0.24124703198264455,0.2892043821612437,0.9087540578771587
631,additive_head,239,0.37989425710154406,0.45242290925253104,0.758486968493881
631,count_additive,239,0.3862427548042271,0.45912623196859687,0.7512771952250721
631,count_plus_PB_count,239,0.3795302012240826,0.44095446823998224,0.7705759782790818
631,count_plus_PE_count,239,0.2570381765480835,0.30831919381394013,0.8878362510840064
631,count_plus_BE_count,239,0.38751084683821657,0.4586214663938976,0.7518237886777209
631,count_plus_all_pairs,239,0.23689941764295613,0.2830772075231936,0.9054500728384258
632,additive_head,239,0.39800473408889286,0.47717068303449706,0.757691238411133
632,count_additive,239,0.4049757663304562,0.484391373655971,0.750302374513012
632,count_plus_PB_count,239,0.3948883337906038,0.4620221791423123,0.7728319448081946
632,count_plus_PE_count,239,0.27449285057932765,0.33008651237236897,0.8840482867955416
632,count_plus_BE_count,239,0.4048761715661695,0.4824811440391036,0.752267889691713
632,count_plus_all_pairs,239,0.24860138630529158,0.29828788703831444,0.9053124570352429
633,additive_head,239,0.3765324748585324,0.4517908881681526,0.7557852954584535
633,count_additive,239,0.3818980483883376,0.4583711571708442,0.7486195852026816
633,count_plus_PB_count,239,0.37323596224001415,0.43716492202577223,0.7713414271509454
633,count_plus_PE_count,239,0.25713403874529145,0.3097082544573589,0.8852368565275507
633,count_plus_BE_count,239,0.3814744558897304,0.45606893751482547,0.7511384154043006
633,count_plus_all_pairs,239,0.23247756814511175,0.2787463703984429,0.9070358898371026
634,additive_head,239,0.36184556524536243,0.4355183053182901,0.7770444249387964
634,count_additive,239,0.3670550616114402,0.4410294254989363,0.7713660905905813
634,count_plus_PB_count,239,0.35856260821993663,0.42052211847293447,0.7921341256292874
634,count_plus_PE_count,239,0.24669303298830214,0.297728940930377,0.8958048235659012
634,count_plus_BE_count,239,0.3669091497305828,0.4392320056886017,0.7732258925751682
634,count_plus_all_pairs,239,0.22331211346564764,0.26809546684807384,0.9155140580225225
635,additive_head,239,0.4013585670292745,0.47565696400621743,0.749146543644825
635,count_additive,239,0.4079138951014583,0.4827564377963084,0.7416023746502776
635,count_plus_PB_count,239,0.4011825871611858,0.4639471027133235,0.7613456778389589
635,count_plus_PE_count,239,0.2719507539520631,0.3267569116902543,0.881619018716366
635,count_plus_BE_count,239,0.409924015204898,0.4822749756694739,0.7421175273151595
635,count_plus_all_pairs,239,0.25200067530443876,0.3009108407573452,0.8996059352193068
636,additive_head,239,0.37912494039621886,0.4545541627906356,0.7643691534989805
636,count_additive,239,0.3852386207023193,0.4605378263441353,0.7581247237448308
636,count_plus_PB_count,239,0.3763920820848661,0.43900875057820704,0.7802103595394084
636,count_plus_PE_count,239,0.2587252984759051,0.3111281987802623,0.8896074884452294
636,count_plus_BE_count,239,0.3854160176501799,0.4591673209398719,0.759562165427239
636,count_plus_all_pairs,239,0.23457400368865905,0.28073472010819345,0.9101220578760498
637,additive_head,239,0.3714020326399278,0.44717227918179964,0.7546444771787526
637,count_additive,239,0.37693637294070914,0.45303241145132195,0.7481716385207068
637,count_plus_PB_count,239,0.36917645490619716,0.4327585469604015,0.7702066800873419
637,count_plus_PE_count,239,0.25518612410272673,0.30758951257565653,0.8839115160690518
637,count_plus_BE_count,239,0.3770398730353446,0.45059683861782357,0.7508720969328635
637,count_plus_all_pairs,239,0.2315024010542873,0.2777775729445477,0.9053238803760132
638,additive_head,239,0.3826462980076295,0.4612343703124902,0.7681517991023857
638,count_additive,239,0.389302112592478,0.4674741835291912,0.7618362452861748
638,count_plus_PB_count,239,0.3792885663541115,0.44440772026617636,0.7847596969934517
638,count_plus_PE_count,239,0.26291899783454703,0.31687635134803216,0.8905690769605303
638,count_plus_BE_count,239,0.38893044588757114,0.4658572291829186,0.7634809731344683
638,count_plus_all_pairs,239,0.23719729548521853,0.2842409146585851,0.9119491426730486
639,additive_head,239,0.3883699273657033,0.46363935778759285,0.7423156056375629
639,count_additive,239,0.39578629376187746,0.47088851278838234,0.734194649390392
639,count_plus_PB_count,239,0.38907703613695305,0.45248670660007184,0.7545634845880339
639,count_plus_PE_count,239,0.26357008040226665,0.3174384798464701,0.8792056369040694
639,count_plus_BE_count,239,0.39683740234500775,0.4696626574760156,0.7355767802646241
639,count_plus_all_pairs,239,0.24276272344441957,0.29109308550920854,0.8984239533835165
640,additive_head,239,0.3698677277957079,0.4439046045468477,0.7558490887033604
640,count_additive,239,0.37597014147393965,0.4506023187807836,0.748425919328422
640,count_plus_PB_count,239,0.3679192223356576,0.4297080486170954,0.7712158011027883
640,count_plus_PE_count,239,0.25343149092674405,0.30569451863786906,0.8842144526911763
640,count_plus_BE_count,239,0.3764565661286132,0.4491946478666946,0.749995287034833
640,count_plus_all_pairs,239,0.2307080576101209,0.2761871324435779,0.9054882223720488
641,additive_head,239,0.3934129447376583,0.47054489716638886,0.7427637139762652
641,count_additive,239,0.3998577853368536,0.47790557018757895,0.7346529404469427
641,count_plus_PB_count,239,0.39326527134880257,0.46007598682687273,0.7540826177826859
641,count_plus_PE_count,239,0.2634607293924671,0.31843539916824415,0.8821925445983124
641,count_plus_BE_count,239,0.4003451612377084,0.4757888757390663,0.7369982356683801
641,count_plus_all_pairs,239,0.24255842824461218,0.2913894202543616,0.9013544148628214
642,additive_head,239,0.3798819489598652,0.45645219992270486,0.7576268011297812
642,count_additive,239,0.3868688426160722,0.463090347998304,0.7505259116910107
642,count_plus_PB_count,239,0.3784766117359573,0.4425582306819216,0.7721574513732926
642,count_plus_PE_count,239,0.2598874703965478,0.3125941438145609,0.8863274347320717
642,count_plus_BE_count,239,0.3870530525693753,0.4614310248210431,0.7523105159314086
642,count_plus_all_pairs,239,0.23621241464939036,0.2831247441348299,0.906749828456315
643,additive_head,239,0.38975437825119463,0.4674964622150878,0.7579147325743645
643,count_additive,239,0.39673157959221617,0.4743808073613693,0.7507323480103113
643,count_plus_PB_count,239,0.3885959116396972,0.45406806664669414,0.7716223375160313
643,count_plus_PE_count,239,0.26624940941809316,0.31962617580652086,0.8868391032567551
643,count_plus_BE_count,239,0.3968717271629788,0.4724752514256093,0.7527309088206898
643,count_plus_all_pairs,239,0.24227652670824107,0.29011393086811177,0.9067714627844543
644,additive_head,239,0.37139183067808534,0.44492049956826246,0.7598559002421346
644,count_additive,239,0.3771718553916845,0.4511810618668873,0.7530501240391332
644,count_plus_PB_count,239,0.3697623962571172,0.43192716883858645,0.7736772905966773
644,count_plus_PE_count,239,0.25196724574376594,0.3032856250877207,0.8884137350100265
644,count_plus_BE_count,239,0.3774404132466403,0.449489549599771,0.7548983209163861
644,count_plus_all_pairs,239,0.22966389390138464,0.275313634512172,0.9080477145959578
645,additive_head,239,0.3687611407501052,0.44363776501396135,0.7568767377317547
645,count_additive,239,0.37478849698492617,0.44998556154200464,0.7498694977493302
645,count_plus_PB_count,239,0.3659850360444302,0.42883018348730934,0.7728356435221426
645,count_plus_PE_count,239,0.2549108742989244,0.30727946158515007,0.8833629401645432
645,count_plus_BE_count,239,0.3748394825994772,0.44805151207556027,0.7520150116902329
645,count_plus_all_pairs,239,0.23124266844846722,0.27710883992940955,0.9051428094713108
646,additive_head,239,0.37385634336747076,0.44745213723014093,0.761808570103741
646,count_additive,239,0.3804137565373632,0.4539708016627792,0.7548178777756935
646,count_plus_PB_count,239,0.37266339045240904,0.43491139885716235,0.7749730473446409
646,count_plus_PE_count,239,0.2543966580363574,0.3063464914841561,0.8883499865853937
646,count_plus_BE_count,239,0.380593274095136,0.45212889598323464,0.7568034072139566
646,count_plus_all_pairs,239,0.23180643822105682,0.2785259821217843,0.9077079300591077
647,additive_head,239,0.3748928950645589,0.44930171157701454,0.7734126091722996
647,count_additive,239,0.3807223141467264,0.45555187225458055,0.7670647236578667
647,count_plus_PB_count,239,0.37223264136563866,0.43441022092290255,0.7881835611077457
647,count_plus_PE_count,239,0.25762919483778685,0.309569341415215,0.8924338860803244
647,count_plus_BE_count,239,0.38127240456057265,0.4541662009936093,0.7684796265199875
647,count_plus_all_pairs,239,0.23419777643898126,0.2797517844132092,0.9121573713696574
648,additive_head,239,0.37340497634500797,0.4483797550397162,0.7815089779533744
648,count_additive,239,0.37902000807952807,0.454161490670963,0.7758378833345232
648,count_plus_PB_count,239,0.37031892206331335,0.43284595731821096,0.7963856713169166
648,count_plus_PE_count,239,0.2549872707715248,0.3072397731247365,0.8974120203602467
648,count_plus_BE_count,239,0.3790584177802867,0.45219625592417306,0.777773661962113
648,count_plus_all_pairs,239,0.23096580650111373,0.27642294961193536,0.9169595298835439
649,additive_head,239,0.3629590904816301,0.4380168477871313,0.7584499307648432
649,count_additive,239,0.3692328377540887,0.4442447673915713,0.7515321639643414
649,count_plus_PB_count,239,0.36062311771249755,0.4232689725497396,0.7744419125962653
649,count_plus_PE_count,239,0.2487313289940399,0.3002515475353842,0.8864999522045366
649,count_plus_BE_count,239,0.36925628764622936,0.4428608905832099,0.7530777682593266
649,count_plus_all_pairs,239,0.2247159252332133,0.270364401661418,0.9079710319585005
650,additive_head,239,0.3656919782039955,0.43899599867981265,0.7483238385906591
650,count_additive,239,0.37154225746471764,0.44534970279224817,0.7409859685938633
650,count_plus_PB_count,239,0.36412096780596015,0.4261242320116744,0.7628662217920748
650,count_plus_PE_count,239,0.24909634648115397,0.30054412802938635,0.8820392697883648
650,count_plus_BE_count,239,0.3717684444425274,0.44350715813490493,0.7431247717160523
650,count_plus_all_pairs,239,0.22721059840263857,0.2725306284782803,0.9030044983922151
651,additive_head,239,0.3716067454890299,0.44533847372624774,0.7652454353633575
651,count_additive,239,0.3773002268945629,0.45107534735384414,0.7591582371994177
651,count_plus_PB_count,239,0.3687671990746517,0.4296032617552137,0.7815415977567213
651,count_plus_PE_count,239,0.255374948157882,0.30669236027031277,0.8886629965415194
651,count_plus_BE_count,239,0.3782746644619225,0.45031066900787997,0.7599741114396771
651,count_plus_all_pairs,239,0.23210903994433993,0.2772878388815857,0.9089887123754321
652,additive_head,239,0.38300643854846295,0.45934368098747835,0.767416503331896
652,count_additive,239,0.38924545910029723,0.4657758600710639,0.7608571747825433
652,count_plus_PB_count,239,0.38049683026207065,0.445268051969998,0.78145218245309
652,count_plus_PE_count,239,0.26160293279838903,0.3153360475382124,0.8903898827275352
652,count_plus_BE_count,239,0.388733857755438,0.4634662661672994,0.7632229197078845
652,count_plus_all_pairs,239,0.2372530120515124,0.28518799823934116,0.9103467799787444
653,additive_head,239,0.3829305412601102,0.4589391275980585,0.761997936134641
653,count_additive,239,0.38815893545154495,0.46527432471441144,0.7553818222921292
653,count_plus_PB_count,239,0.37989860500406336,0.44460155131516693,0.7766363493789215
653,count_plus_PE_count,239,0.2619603421413326,0.31536807675138173,0.8876156053031946
653,count_plus_BE_count,239,0.3880518948107237,0.46306998484499945,0.7576941968746784
653,count_plus_all_pairs,239,0.23763263349667663,0.2851648713196011,0.9081111954588683
654,additive_head,239,0.38481668240703226,0.46245923558025687,0.7594747479199047
654,count_additive,239,0.39191247793469297,0.46918165028735215,0.7524312627447005
654,count_plus_PB_count,239,0.38347221462807357,0.4481217077340051,0.7741574705967885
