fold_seed,model,n_rows,mae,rmse,r2
46,count_plus_all_pairs,239,0.21949578143204498,0.27008932022552173,0.9151200790007543
47,additive_head,239,0.37660824502245877,0.44780174993427313,0.7666747628841452
47,count_additive,239,0.38329484368248185,0.4596649760674133,0.7541484382806731
47,count_plus_PB_count,239,0.3732769632335803,0.4361376695740038,0.7786715001565323
47,count_plus_PE_count,239,0.25890738567806554,0.31677758335393985,0.8832386720405785
47,count_plus_BE_count,239,0.38093108104207724,0.45448648012893716,0.7596566666596904
47,count_plus_all_pairs,239,0.22897542253093353,0.278918182611265,0.909480156058739
48,additive_head,239,0.3803374218649093,0.45405819237638484,0.7601094308644891
48,count_additive,239,0.3845527964215987,0.4633332499142771,0.7502088325649787
48,count_plus_PB_count,239,0.37956947366165317,0.4474059708015881,0.7670870187602807
48,count_plus_PE_count,239,0.25947723917316234,0.3177049418128764,0.8825540396437352
48,count_plus_BE_count,239,0.37967794331175014,0.4550065589038011,0.7591062917179495
48,count_plus_all_pairs,239,0.23145099294302487,0.28330854676795714,0.906608038737568
49,additive_head,239,0.38218049321047076,0.45445015125076205,0.759695088285377
49,count_additive,239,0.38184262657864054,0.45767840329866816,0.7562688810335925
49,count_plus_PB_count,239,0.37155290406145425,0.4321361421460291,0.7827142106657035
49,count_plus_PE_count,239,0.25916141541579285,0.31846587483151106,0.8819907778222835
49,count_plus_BE_count,239,0.3801527925244761,0.4526118441887588,0.7616352823410211
49,count_plus_all_pairs,239,0.22899156420794872,0.28056755903325503,0.908406416513673
50,additive_head,239,0.3805256767149925,0.4532117709686307,0.7610029694579802
50,count_additive,239,0.38199198954748925,0.45812359533234753,0.7557944871134387
50,count_plus_PB_count,239,0.3790663923886155,0.4429568175766066,0.7716963137851783
50,count_plus_PE_count,239,0.26539029685786775,0.3174532481445463,0.8827400530886899
50,count_plus_BE_count,239,0.3821642784710698,0.45270347640638087,0.7615387576966468
50,count_plus_all_pairs,239,0.23404729203240024,0.2823099362647554,0.9072652573669161
51,additive_head,239,0.3836942774444281,0.4573248145835096,0.756645334378585
51,count_additive,239,0.3960712583813718,0.4764019895637592,0.7359189268872872
51,count_plus_PB_count,239,0.3857071254880013,0.4514894144259166,0.7628160552789115
51,count_plus_PE_count,239,0.2599210093368117,0.3180035865122262,0.8823331359429495
51,count_plus_BE_count,239,0.39107546085899025,0.4669576423755185,0.7462855993024626
51,count_plus_all_pairs,239,0.22892894727133042,0.2780421364421374,0.9100478854688893
52,additive_head,239,0.3893245729018686,0.46630721453693313,0.7469919073854445
52,count_additive,239,0.3997618386749412,0.4824437411618475,0.7291782773520636
52,count_plus_PB_count,239,0.39036303332709915,0.4580960708972641,0.7558238303602602
52,count_plus_PE_count,239,0.2622525755883057,0.3174174694479686,0.8827664832585697
52,count_plus_BE_count,239,0.39702468061093793,0.4797822770371757,0.7321580824264171
52,count_plus_all_pairs,239,0.2352826269455509,0.2845275857513458,0.9058026032492007
53,additive_head,239,0.38077802612390266,0.45610943599528,0.7579370860022583
53,count_additive,239,0.3845694708026651,0.46483821924296553,0.7485834858914422
53,count_plus_PB_count,239,0.37777952235138906,0.44169422752139903,0.7729959580727712
53,count_plus_PE_count,239,0.2608282747572004,0.31813506881566467,0.8822358143444726
53,count_plus_BE_count,239,0.3834116541925971,0.45912926215928923,0.7547211569333471
53,count_plus_all_pairs,239,0.2312481215825529,0.2805685664536318,0.9084057587511836
54,additive_head,239,0.3769364700134051,0.4486835679263652,0.7657549229079808
54,count_additive,239,0.3806344939909384,0.4567560828082159,0.7572502325467126
54,count_plus_PB_count,239,0.3736947504694617,0.434651023633395,0.7801777966797497
54,count_plus_PE_count,239,0.25982718408747607,0.3188965335587034,0.8816713962601186
54,count_plus_BE_count,239,0.38640948019916355,0.4588211376174441,0.7550502628190371
54,count_plus_all_pairs,239,0.2250940371706053,0.27627665245790073,0.9111865964917408
55,additive_head,239,0.38222043363430286,0.45450100054656645,0.7596413089252962
55,count_additive,239,0.39085182282908004,0.4649387292246251,0.7484747486999909
55,count_plus_PB_count,239,0.379168535691146,0.44147747461614595,0.7732186990986821
55,count_plus_PE_count,239,0.2589589354644257,0.313380894651796,0.8857292243820429
55,count_plus_BE_count,239,0.3850355045133708,0.4588378701232039,0.7550323966080565
55,count_plus_all_pairs,239,0.22905095858965827,0.27918917285410605,0.9093041767759247
56,additive_head,239,0.3793070992847079,0.45468115691562744,0.7594507230690837
56,count_additive,239,0.3888823326930179,0.4706821515842562,0.7422221464393167
56,count_plus_PB_count,239,0.3773375432742827,0.44370551895372023,0.7709238875144867
56,count_plus_PE_count,239,0.25345480916605173,0.30893819469307254,0.8889462183741236
56,count_plus_BE_count,239,0.3856462679399627,0.46692323079192155,0.7463229919557577
56,count_plus_all_pairs,239,0.22353315682815086,0.2737308527320589,0.9128158287267489
57,additive_head,239,0.38871632759817343,0.46069988512701815,0.7530401509691863
57,count_additive,239,0.4004775365718358,0.4808980620266177,0.7309108437769345
57,count_plus_PB_count,239,0.3905594758055233,0.45538334320796503,0.7587071653886703
57,count_plus_PE_count,239,0.26101827950285156,0.3177510036986284,0.8825199817877829
57,count_plus_BE_count,239,0.3964609113661794,0.47824935224492005,0.733866880865899
57,count_plus_all_pairs,239,0.23106886096778556,0.28166073231436856,0.9076912752346378
58,additive_head,239,0.3744633503297785,0.4448426035067463,0.7697482759315488
58,count_additive,239,0.38045372655192067,0.45767448329400884,0.7562730561182085
58,count_plus_PB_count,239,0.3749593734088772,0.439877041304305,0.7748599627806179
58,count_plus_PE_count,239,0.2516776742739826,0.3060157534190877,0.8910373363241605
