fold_seed,pair,model,delta_mae
173,BE,count_plus_BE_count,-0.006911772589017873
174,BE,count_plus_BE_count,0.0014330993954142501
175,BE,count_plus_BE_count,0.004604135214958338
176,BE,count_plus_BE_count,0.0008466399176031425
177,BE,count_plus_BE_count,0.007211945822651777
178,BE,count_plus_BE_count,0.00014378170886919506
179,BE,count_plus_BE_count,0.0023176069732516735
180,BE,count_plus_BE_count,9.474462084374524e-05
181,BE,count_plus_BE_count,0.006960337433345731
182,BE,count_plus_BE_count,0.0032462273799471753
183,BE,count_plus_BE_count,-0.0007943714874148466
184,BE,count_plus_BE_count,-0.0005013991052771893
185,BE,count_plus_BE_count,0.003549973792927874
186,BE,count_plus_BE_count,0.002822552418696056
187,BE,count_plus_BE_count,-0.0004921944882311791
188,BE,count_plus_BE_count,0.0029937573350024005
189,BE,count_plus_BE_count,0.001915787067583774
190,BE,count_plus_BE_count,-0.0030950802360542595
191,BE,count_plus_BE_count,0.003249867670074902
192,BE,count_plus_BE_count,0.004849093916217406
193,BE,count_plus_BE_count,-0.00016753025685051215
194,BE,count_plus_BE_count,0.0035816637161151244
195,BE,count_plus_BE_count,0.0018569145002791942
196,BE,count_plus_BE_count,0.004206100816316227
197,BE,count_plus_BE_count,0.005591973629175573
198,BE,count_plus_BE_count,0.0024588640604167322
199,BE,count_plus_BE_count,0.003120593471074795
