epsilon,context_seed,design_seed,mask_index,split,finite_response,atp_prediction
5.0,17,7,33,train,-0.17874038219451904,-0.14304060916007022
5.0,17,7,34,train,2.512066602706909,1.9956527672179891
5.0,17,7,35,train,-2.8350067138671875,-3.7059349693372923
5.0,17,7,36,train,3.207185745239258,2.947767059989157
5.0,17,7,37,train,1.9952683448791504,1.526543741645788
5.0,17,7,38,train,1.5782561302185059,1.2521010313159817
5.0,17,7,39,train,-2.575514554977417,-3.0594255385603777
5.0,17,7,40,train,-3.3874666690826416,-4.776542507698641
5.0,17,7,41,train,2.139808177947998,1.6116309710975019
5.0,17,7,42,train,-3.4564383029937744,-4.718603134251103
5.0,17,7,43,holdout,3.7743797302246094,4.354771900301177
5.0,17,7,44,train,4.124295711517334,4.8478154834679685
5.0,17,7,45,holdout,0.0015486329793930054,0.06947475718334317
5.0,17,7,46,train,2.619950532913208,2.6137740670481087
5.0,17,7,47,holdout,2.9641196727752686,3.0165158240584966
5.0,17,7,48,validation,0.7676488161087036,0.6117485566725408
5.0,17,7,49,holdout,0.09927034378051758,0.10684276170520987
5.0,17,7,50,train,-2.0798938274383545,-2.913281925682142
5.0,17,7,51,holdout,0.0013110674917697906,0.05765056858460112
5.0,17,7,52,train,2.9533114433288574,2.5032413602039094
5.0,17,7,53,train,-2.5141327381134033,-2.821877458289333
5.0,17,7,54,train,-2.3852109909057617,-3.333736441623847
5.0,17,7,55,train,0.6919201612472534,0.5311015287552806
5.0,17,7,56,train,-2.1859309673309326,-2.407546795780133
5.0,17,7,57,validation,3.344290018081665,3.018082228058472
5.0,17,7,58,train,-0.3943648040294647,-0.45423135373389517
5.0,17,7,59,train,0.3695460259914398,0.19779305905103695
5.0,17,7,60,train,-1.1574130058288574,-1.1898215229396425
5.0,17,7,61,train,-1.8992960453033447,-2.139447906447186
5.0,17,7,62,train,-2.712736129760742,-3.313314151098677
5.0,17,7,63,validation,1.4653171300888062,1.1622561537371614
5.0,17,7,64,train,-0.20306220650672913,-0.21574047069302635
5.0,17,7,65,train,-2.2847561836242676,-2.914290947861336
5.0,17,7,66,holdout,0.0053145624697208405,-0.0806558271870017
5.0,17,7,67,holdout,3.731276035308838,4.368889050439235
5.0,17,7,68,validation,0.9967032670974731,0.5823501369333869
5.0,17,7,69,validation,-2.2022180557250977,-2.3963387799963285
5.0,17,7,70,train,-0.22434769570827484,-0.3010863411806374
5.0,17,7,71,train,0.5189183950424194,0.2689481542135278
5.0,17,7,72,train,0.30960655212402344,0.1890516257844865
5.0,17,7,73,train,3.752135753631592,4.476268988425303
5.0,17,7,74,holdout,0.20927754044532776,0.13121957060890926
5.0,17,7,75,train,-0.11591924726963043,-0.07451283643457612
5.0,17,7,76,validation,2.0800535678863525,1.5191321593841212
5.0,17,7,77,validation,1.529891848564148,0.8923562367757161
5.0,17,7,78,train,-2.9417781829833984,-4.169498045986704
5.0,17,7,79,train,2.536341667175293,1.9287736333656378
5.0,17,7,80,train,-3.4798216819763184,-4.804056928082514
5.0,17,7,81,train,1.001280426979065,0.5583716012572572
5.0,17,7,82,holdout,-0.35295578837394714,-0.36000217978516047
5.0,17,7,83,holdout,2.8144848346710205,2.774644821450129
