method,heldout_r2,mae,rmse,seed,epsilon,budget_forward,budget_backward,gain,omp_k,omp_val_r2,main_topk_overlap,confound_abs_coef,pair_topk_recall,true_pair_abs_coef_mean
raw_atp,0.7363639529796793,0.06565875291559517,0.1346325476290105,0,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.735203743091693,0.06402608180787349,0.13492846796761232,0,5.0,16,1,0.958834575895832,,,1.0,0.0,0.0,0.0
multigain_atp,0.7255263365342524,0.07454032885412584,0.13737193252096452,0,5.0,16,1,,,,1.0,0.0,0.0,0.0
finite_single,0.6196425768239597,0.09886150674366376,0.16171250948023072,0,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.10330945489019983,0.22052364182590595,0.2754205481638248,0,5.0,16,0,,,,1.0,0.028803195291564592,0.0,0.0
first_order_omp,0.7258904249374447,0.07434756165067896,0.13728079057989254,0,5.0,16,0,,2.0,0.6934239580386309,1.0,0.0,0.0,0.0
lifted_omp,-0.35436364979452883,0.23222655018015287,0.3051513621405897,0,5.0,16,0,,1.0,-0.14317540925421635,0.5,0.0,0.5,0.0
raw_atp,0.5061458711744331,0.10539329521866897,0.2159813553174874,0,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.5040429960157538,0.10243466851513361,0.21644070084104577,0,8.0,16,1,0.9025388823518968,,,1.0,0.0,0.0,0.0
multigain_atp,0.4922525479506392,0.11654406615607182,0.21899832540736652,0,8.0,16,1,,,,1.0,0.0,0.0,0.0
finite_single,0.38686280935118467,0.13539647988344988,0.24065547552347716,0,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.07443965606841929,0.24256828843276065,0.31857224218170477,0,8.0,16,0,,,,0.5,0.029402919357495012,0.0,0.0
first_order_omp,-0.011383271370364989,0.23161299844373795,0.3090827734597863,0,8.0,16,0,,4.0,-3.2242066556815994,0.5,0.0,0.0,0.0
lifted_omp,0.4926251552224731,0.11638414579266085,0.21891795538855938,0,8.0,16,0,,2.0,0.28383026311095416,1.0,0.0,1.0,0.0
raw_atp,0.6919991682950419,0.0699448017367342,0.14160346052487113,1,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.6845712381919611,0.07556987405501214,0.14330078444874195,1,5.0,16,1,1.0569333497521207,,,1.0,0.0,0.0,0.0
multigain_atp,0.6903390474732977,0.0718969614093833,0.14198456815811297,1,5.0,16,1,,,,1.0,0.0,0.0,0.0
finite_single,0.5892072773903364,0.09988781334097144,0.16353446437464542,1,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.03276708812477325,0.1991949284375151,0.25929797012554606,1,5.0,16,0,,,,0.5,0.04439709948740309,0.0,0.0
first_order_omp,0.6901384328665214,0.07204676448998336,0.14203055323660702,1,5.0,16,0,,2.0,0.6469041675634285,1.0,0.0,0.0,0.0
lifted_omp,-0.46667536408831056,0.2453626313459228,0.3090045830550282,1,5.0,16,0,,1.0,-0.9595697088963409,0.5,0.0,1.0,0.0
raw_atp,0.42816590276693134,0.11294002887078797,0.22773134059149402,1,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.41750686027981554,0.11970819907521191,0.22984400799543703,1,8.0,16,1,1.0641315572863899,,,1.0,0.0,0.0,0.0
