epsilon,method,heldout_r2,heldout_r2,heldout_r2,mae,mae,mae,rmse,rmse,rmse,main_topk_overlap,main_topk_overlap,main_topk_overlap,pair_topk_recall,pair_topk_recall,pair_topk_recall,confound_abs_coef,confound_abs_coef,confound_abs_coef
,,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
5.0,finite_single,0.5816188714056097,0.015126190059925429,3,0.10310215931406864,0.004839194815879894,3,0.16279131323545462,0.004980152431158034,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,first_order_omp,0.6776269900301864,0.013397278486206556,3,0.07695505721335207,0.008989078458142384,3,0.14289236574547381,0.004605646429957355,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,lifted_omp,0.9534208949104914,0.07736291819363555,3,0.01856664136513197,0.01674193176559539,3,0.037950321326683044,0.04656587036993642,3,1.0,0.0,3,1.0,0.0,3,0.0,0.0,3
5.0,multigain_atp,0.6776711007227404,0.013360362452025576,3,0.07694367085758942,0.008944074804572733,3,0.14288258111921753,0.004595159201418027,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,raw_atp,0.6815063247647816,0.01628326222338717,3,0.07136285277669967,0.003546164901478163,3,0.14201598758091474,0.0049199885798261985,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,scalar_cal_atp,0.6813681277496189,0.024973448064715187,3,0.07264363232519966,0.009366525118425863,3,0.14202574363189446,0.007081855537139072,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,subset_ridge,-6.551035606594074,2.4220713423395805,3,0.5544184341067431,0.09353148206982823,3,0.6860385378473426,0.11805586264666229,3,0.3333333333333333,0.5773502691896258,3,0.0,0.0,3,0.6502980001476638,0.5484615205852196,3
8.0,finite_single,0.3357099576673745,0.008521486378805412,3,0.13996927054497096,0.004735982999802026,3,0.2410320933125959,0.0075819137312395715,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,first_order_omp,0.34209723544079657,0.06766119399810107,3,0.14183831819884468,0.018837015995855588,3,0.23974095412787944,0.01651504706462579,3,0.6666666666666666,0.28867513459481287,3,0.0,0.0,3,0.0,0.0,3
8.0,lifted_omp,0.8060050427202707,0.17003318370479453,3,0.056638727234145876,0.04552277068053543,3,0.11049929049505286,0.08629755458679439,3,0.8333333333333334,0.2886751345948129,3,1.0,0.0,3,0.0,0.0,3
8.0,multigain_atp,0.4042613487224396,0.011285874569050424,3,0.12228483988660477,0.014761161632375269,3,0.22825285818687605,0.007352965275982622,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,raw_atp,0.40375019061522055,0.021838445236347575,3,0.11527017160994975,0.00603604212628378,3,0.22832526048740429,0.007921052800149195,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,scalar_cal_atp,0.40843576923271546,0.03366901158393202,3,0.11587254226608856,0.014626830148390864,3,0.22745817671972893,0.011564357605436884,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,subset_ridge,-12.73446763431987,4.117089620828174,3,0.8813228778314128,0.14844574988129733,3,1.089271358776071,0.18691638073898378,3,0.0,0.0,3,0.0,0.0,3,1.0442980266107433,0.859729635025023,3
