method,heldout_r2,mae,rmse,seed,epsilon,budget_forward,budget_backward,gain,omp_k,omp_val_r2,main_topk_overlap,confound_abs_coef,pair_topk_recall,true_pair_abs_coef_mean
raw_atp,0.6943297486767726,0.06969527790066896,0.14021345967321802,0,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.7001839561126415,0.06777620473264259,0.13886428200608658,0,5.0,128,1,0.8987872428350792,,,1.0,0.0,0.0,0.0
multigain_atp,0.6971833808113748,0.06231289408412688,0.1395574327010383,0,5.0,128,1,,,,1.0,0.0,0.0,0.0
finite_single,0.5837964145941523,0.10404588196506781,0.1636123290402678,0,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,0.5815622766331474,0.11403160995139161,0.1640508683812886,0,5.0,128,0,,,,1.0,0.0768770066337141,0.0,0.0
first_order_omp,0.697198448086388,0.06229185115652491,0.13955396067169323,0,5.0,128,0,,2.0,0.8024308603438303,1.0,0.0,0.0,0.0
lifted_omp,0.9983300762831764,0.008269128462805527,0.010363618908808185,0,5.0,128,0,,4.0,0.9987875849211832,1.0,0.0,1.0,6.4229687997853215
raw_atp,0.41477443099450273,0.11268492206569847,0.22522103804447885,0,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.4312355158786634,0.10834166636069571,0.2220309638768142,0,8.0,128,1,0.8129736014664768,,,1.0,0.0,0.0,0.0
multigain_atp,0.4258635770569129,0.09700068417266741,0.22307703275235627,0,8.0,128,1,,,,1.0,0.0,0.0,0.0
finite_single,0.3331225428550024,0.14137290609026257,0.2404198534006985,0,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,0.20641582509473655,0.18197434107142227,0.262267096888281,0,8.0,128,0,,,,1.0,0.10640009895038306,0.0,0.0
first_order_omp,0.42587367800891585,0.0969816252499779,0.22307507041359712,0,8.0,128,0,,2.0,0.5955867295642029,1.0,0.0,0.0,0.0
lifted_omp,0.9986224230115338,0.008675711293823548,0.010927108346710705,0,8.0,128,0,,4.0,0.9990482169690255,1.0,0.0,1.0,10.3197035259188
raw_atp,0.7180820288308505,0.06698125598460318,0.13336602916477822,1,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.7157085048501548,0.06541399073643442,0.13392627012425048,1,5.0,128,1,0.8943024302021668,,,1.0,0.0,0.0,0.0
multigain_atp,0.7203210567990259,0.06061668396881042,0.13283536853620234,1,5.0,128,1,,,,1.0,0.0,0.0,0.0
finite_single,0.5984000515873481,0.09963818680714873,0.1591771278736669,1,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,0.5016887012483262,0.13818277874341606,0.17731039907860613,1,5.0,128,0,,,,1.0,0.13997169652778077,0.0,0.0
first_order_omp,0.7203525787827779,0.06059609869616577,0.1328278825376662,1,5.0,128,0,,2.0,0.6247367167480115,1.0,0.0,0.0,0.0
lifted_omp,0.9981323097745529,0.008484401944766682,0.010855160846114787,1,5.0,128,0,,4.0,0.998817037488357,1.0,0.0,1.0,6.471454086563636
raw_atp,0.4671929296505579,0.10838563878017282,0.2140767379529988,1,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.46570977331876173,0.10501999058376923,0.21437448983561866,1,8.0,128,1,0.8054606776664207,,,1.0,0.0,0.0,0.0
