method,heldout_r2,mae,rmse,seed,epsilon,budget_forward,budget_backward,gain,omp_k,omp_val_r2,main_topk_overlap,confound_abs_coef,pair_topk_recall,true_pair_abs_coef_mean
raw_atp,0.6541004221848439,0.07070792655572698,0.14471900839149637,0,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.664708157141016,0.06861116222808841,0.14248267367857378,0,5.0,80,1,0.901764673619793,,,1.0,0.0,0.0,0.0
multigain_atp,0.6680954568510443,0.06729688552886386,0.14176112813971145,0,5.0,80,1,,,,1.0,0.0,0.0,0.0
finite_single,0.5848787476716291,0.09946042395989864,0.15853970511008858,0,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.5337905441889088,0.24369465851050326,0.3047428958324271,0,5.0,80,0,,,,0.5,0.14562996305480666,0.0,0.0
first_order_omp,0.6680964331636562,0.06727236780242096,0.1417609196410905,0,5.0,80,0,,2.0,0.8260025964688346,1.0,0.0,0.0,0.0
lifted_omp,0.8633732377478549,0.03608532819740205,0.09095329780898412,0,5.0,80,0,,3.0,0.7679103631002517,1.0,0.0,1.0,3.463538532429167
raw_atp,0.3557361910411744,0.11434852637498238,0.23277260514807666,0,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.3817066486434878,0.11000628290344788,0.22803278293517423,0,8.0,80,1,0.8140776768729049,,,1.0,0.0,0.0,0.0
multigain_atp,0.3913094034653315,0.1062029723734901,0.2262550573345751,0,8.0,80,1,,,,1.0,0.0,0.0,0.0
finite_single,0.32950850457848324,0.13690679901993424,0.23746337500385697,0,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-1.8025042734315457,0.3879426522775425,0.4854820095934243,0,8.0,80,0,,,,0.5,0.24490624852239914,0.0,0.0
first_order_omp,0.39131173258770935,0.10618192930899878,0.22625462445765515,0,8.0,80,0,,2.0,0.6007121273430165,1.0,0.0,0.0,0.0
lifted_omp,0.7512399599212256,0.05538796257936432,0.1446406311743136,0,8.0,80,0,,3.0,0.5232003761886612,1.0,0.0,1.0,5.554108919180835
raw_atp,0.6820584825023656,0.06769408695839706,0.13395674173175687,1,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.6907466774203508,0.06709158488702757,0.13211378689955935,1,5.0,80,1,0.8324859997147049,,,1.0,0.0,0.0,0.0
multigain_atp,0.688518425924443,0.06990499964446377,0.13258888990961315,1,5.0,80,1,,,,1.0,0.0,0.0,0.0
finite_single,0.5799675836887784,0.09705065955829811,0.1539686700707656,1,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-2.313528415590874,0.35099364062930993,0.43245040065045715,1,5.0,80,0,,,,0.5,0.6083820177976743,0.0,0.0
first_order_omp,0.6885317244740403,0.06990391849017949,0.13258605947132107,1,5.0,80,0,,2.0,0.6637405217580603,1.0,0.0,0.0,0.0
lifted_omp,0.9980299343415228,0.008306073534693072,0.010544629005758055,1,5.0,80,0,,4.0,0.9981496389437953,1.0,0.0,1.0,6.541506834711729
raw_atp,0.38320356344917195,0.10960165575246765,0.21547025371580866,1,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.4074743177449044,0.10637459862155622,0.21118836335881516,1,8.0,80,1,0.7041997867422954,,,1.0,0.0,0.0,0.0
multigain_atp,0.4051686398539319,0.11003183978157624,0.21159885996495414,1,8.0,80,1,,,,1.0,0.0,0.0,0.0
finite_single,0.328921667131843,0.13076903400974765,0.22475170939410455,1,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-5.258072242174579,0.5573254767655313,0.6863358449503794,1,8.0,80,0,,,,0.0,0.9760006246929543,0.0,0.0
first_order_omp,0.4051829797636174,0.11003125879031465,0.21159630938757004,1,8.0,80,0,,2.0,0.2540738077963579,1.0,0.0,0.0,0.0
lifted_omp,0.9982585523717664,0.008876688359769732,0.011449106735009639,1,8.0,80,0,,5.0,0.9985130480554174,1.0,0.0,1.0,10.456962486267866
raw_atp,0.6504541251536016,0.07659651422488581,0.14884327351526103,2,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.6500812619873699,0.0753299802084635,0.14892263846566975,2,5.0,80,1,0.8250120771353457,,,1.0,0.0,0.0,0.0
multigain_atp,0.6491622182459977,0.07607035534230727,0.14911807908319955,2,5.0,80,1,,,,1.0,0.0,0.0,0.0
finite_single,0.528946466683543,0.11125343023412393,0.17278747380285905,2,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-1.6387978537152175,0.3301650631598868,0.4089593891044756,2,5.0,80,0,,,,0.5,0.6135315000009444,0.0,0.0
first_order_omp,0.3912676798971342,0.13554115257971341,0.19642207867585784,2,5.0,80,0,,1.0,-0.05415833095967404,0.5,0.0,0.0,0.0
lifted_omp,0.9979729760600511,0.009001894335757325,0.011334609470416956,2,5.0,80,0,,4.0,0.9983442748162782,1.0,0.0,1.0,6.449550879123589
raw_atp,0.36586814253227895,0.12470526052349301,0.23959677250800374,2,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.37006771939634386,0.120077904915462,0.23880208248928755,2,8.0,80,1,0.6916603859296706,,,1.0,0.0,0.0,0.0
multigain_atp,0.37031098086170255,0.12111942057278682,0.23875596883891229,2,8.0,80,1,,,,1.0,0.0,0.0,0.0
finite_single,0.28819949050102567,0.1482339869667807,0.2538460003481282,2,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-3.791161249104709,0.5300380973870591,0.6585846004141481,2,8.0,80,0,,,,0.0,0.9739961294567191,0.0,0.0
first_order_omp,0.2519639254160422,0.16104555426652262,0.2602270562805553,2,8.0,80,0,,1.0,-0.04153656973589426,0.5,0.0,0.0,0.0
lifted_omp,0.9983519550939747,0.00960961736804539,0.012214500125036594,2,8.0,80,0,,4.0,0.9990243687145889,1.0,0.0,1.0,10.353933205347808
