epsilon,method,heldout_r2,heldout_r2,heldout_r2,mae,mae,mae,rmse,rmse,rmse,main_topk_overlap,main_topk_overlap,main_topk_overlap,pair_topk_recall,pair_topk_recall,pair_topk_recall,confound_abs_coef,confound_abs_coef,confound_abs_coef
,,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
5.0,finite_single,0.23509028290611012,0.044587944438937564,3,0.26128071483030585,0.004488327198585965,3,0.32915232409546863,0.006411571353424673,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,first_order_omp,0.03919415253245784,0.15419958791043206,3,0.2918399935411524,0.02059129874927095,3,0.3680875064869055,0.027898919531928742,3,0.5,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,lifted_omp,0.10274991295827374,0.15402215800703625,3,0.2811838279017731,0.02182451987619636,3,0.355740736588449,0.029667145157270373,3,0.5,0.0,3,0.6666666666666666,0.5773502691896258,3,0.0,0.0,3
5.0,multigain_atp,0.23434071053410233,0.06864352416325192,3,0.26042307886678495,0.008152048592720246,3,0.32915143785703194,0.01177002374227424,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,raw_atp,0.2616372448541103,0.06590011173473548,3,0.2574104998831389,0.010412650928589558,3,0.32323426857055937,0.011353155438517747,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,scalar_cal_atp,0.25521278304836076,0.05368283621636159,3,0.25799132882400494,0.00800259136006511,3,0.32473038684429717,0.008811029187293377,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,subset_ridge,-1.8235101116935344,0.6464663664009458,3,0.5026132327903738,0.05500037734041108,3,0.6299854300177065,0.07051442881315423,3,0.16666666666666666,0.2886751345948129,3,0.0,0.0,3,0.537798477663182,0.3304446312321031,3
8.0,finite_single,0.15843461909620163,0.03306238800398868,3,0.28899796655944643,0.004509960139997469,3,0.37304570263473513,0.005527903695319678,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,first_order_omp,-0.0337931499156147,0.05997942605550534,3,0.3257460142004461,0.0018992913325223465,3,0.41337080241756574,0.009324751497791791,3,0.5,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,lifted_omp,0.12920442690534784,0.06314262740726481,3,0.294745532424258,0.010125709463453444,3,0.3793138498261197,0.011434468240624863,3,0.5,0.0,3,0.8333333333333334,0.28867513459481287,3,0.0,0.0,3
8.0,multigain_atp,0.16082754057064116,0.05919735678328251,3,0.28787793298776315,0.007905924743519054,3,0.3723764855282134,0.010929819994296163,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,raw_atp,0.17138816987672426,0.058268594271756624,3,0.2873377529334948,0.010108224216402823,3,0.37003043211680037,0.010903804685688577,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,scalar_cal_atp,0.17371519988847192,0.04607018621747223,3,0.28631670482138566,0.008023452479500827,3,0.36957352097568075,0.007957205400003386,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,subset_ridge,-1.9985632475411075,1.0812492752141785,3,0.5535894764070827,0.09575804876181716,3,0.6967102796515209,0.11931689738131758,3,0.16666666666666666,0.2886751345948129,3,0.0,0.0,3,0.6359465250770358,0.5014862649283411,3
