subset_idx,subset_name,mask_bits,heads,n_heads,n_P,n_B,n_E,has_P,has_B,has_E,P_B,P_E,B_E,ablation,position_mode,logit_diff_mean,logit_diff_std,drop_from_clean_mean,drop_from_clean_std,n_prompts
128,P:9.9|P:10.0|B:9.7|E:11.10,1010100000001,"9.9,10.0,9.7,11.10",4,2,1,1,1,1,1,1,1,1,mean,end,3.5053834915161133,1.5217996835708618,0.24340659379959106,0.8709965944290161,256
129,P:9.9|P:10.0|B:9.7|B:10.6|B:11.2|E:10.7|E:11.10,1010100101011,"9.9,10.0,9.7,10.6,11.2,10.7,11.10",7,2,3,2,1,1,1,1,1,1,mean,end,3.3121542930603027,1.6108465194702148,0.4366360008716583,1.1664245128631592,256
130,P:9.9|P:10.0|B:9.7|B:10.2|B:10.10|E:11.10,1010101010001,"9.9,10.0,9.7,10.2,10.10,11.10",6,2,3,1,1,1,1,1,1,1,mean,end,2.7094202041625977,1.2549039125442505,1.039369821548462,0.8302733898162842,256
131,P:9.9|P:10.0|B:9.7|B:10.1|B:10.6|B:10.10|B:11.2|B:11.9|E:11.10,1010110111101,"9.9,10.0,9.7,10.1,10.6,10.10,11.2,11.9,11.10",9,2,6,1,1,1,1,1,1,1,mean,end,2.2771718502044678,1.3731521368026733,1.471618413925171,1.1942082643508911,256
132,P:9.9|P:10.0|B:9.0|B:10.2|B:10.6|E:10.7,1011001100010,"9.9,10.0,9.0,10.2,10.6,10.7",6,2,3,1,1,1,1,1,1,1,mean,end,2.6700191497802734,1.2724372148513794,1.0787712335586548,0.9236681461334229,256
133,P:9.9|P:9.6|B:11.2|B:11.9,1100000001100,"9.9,9.6,11.2,11.9",4,2,2,0,1,1,0,1,0,0,mean,end,3.9809985160827637,1.5465210676193237,-0.23220819234848022,0.7236491441726685,256
134,P:9.9|P:9.6|B:10.6|E:10.7,1100000100010,"9.9,9.6,10.6,10.7",4,2,1,1,1,1,1,1,1,1,mean,end,3.1876144409179688,1.3822866678237915,0.5611759424209595,0.6942391395568848,256
135,P:9.9|P:9.6|B:10.2|B:10.6|B:11.2|E:10.7,1100001101010,"9.9,9.6,10.2,10.6,11.2,10.7",6,2,3,1,1,1,1,1,1,1,mean,end,3.181614398956299,1.3704986572265625,0.5671757459640503,0.8826726675033569,256
136,P:9.9|P:9.6|B:9.7|B:10.10|B:11.2|B:11.9|E:10.7,1100100011110,"9.9,9.6,9.7,10.10,11.2,11.9,10.7",7,2,4,1,1,1,1,1,1,1,mean,end,3.2305498123168945,1.301711082458496,0.5182403326034546,0.6736894845962524,256
137,P:9.9|P:9.6|B:9.0,1101000000000,"9.9,9.6,9.0",3,2,1,0,1,1,0,1,0,0,mean,end,3.7744967937469482,1.4670400619506836,-0.025706518441438675,0.5137357115745544,256
138,P:9.9|P:9.6|B:9.0|B:10.2|E:11.10,1101001000001,"9.9,9.6,9.0,10.2,11.10",5,2,2,1,1,1,1,1,1,1,mean,end,4.2202019691467285,1.7527400255203247,-0.47141140699386597,0.9038589000701904,256
139,P:9.9|P:9.6|B:9.0|B:10.2|B:11.2|B:11.9|E:10.7,1101001001110,"9.9,9.6,9.0,10.2,11.2,11.9,10.7",7,2,4,1,1,1,1,1,1,1,mean,end,3.383248805999756,1.3716362714767456,0.3655415177345276,0.7914227843284607,256
140,P:9.9|P:9.6|B:9.0|B:10.2|B:10.6|E:11.10,1101001100001,"9.9,9.6,9.0,10.2,10.6,11.10",6,2,3,1,1,1,1,1,1,1,mean,end,3.805098295211792,1.7428332567214966,-0.05630805343389511,1.0763399600982666,256
141,P:9.9|P:9.6|B:9.0|B:10.1|B:10.6|B:10.10|E:11.10,1101010110001,"9.9,9.6,9.0,10.1,10.6,10.10,11.10",7,2,4,1,1,1,1,1,1,1,mean,end,3.496393918991089,1.6805874109268188,0.25239652395248413,0.8685168027877808,256
142,P:9.9|P:9.6|B:9.0|B:9.7|B:10.10|E:10.7|E:11.10,1101100010011,"9.9,9.6,9.0,9.7,10.10,10.7,11.10",7,2,3,2,1,1,1,1,1,1,mean,end,3.480093002319336,1.5835975408554077,0.26869750022888184,0.7144626975059509,256
143,P:9.9|P:9.6|B:9.0|B:9.7|B:10.1|B:10.6|B:10.10|B:11.2|E:10.7,1101110111010,"9.9,9.6,9.0,9.7,10.1,10.6,10.10,11.2,10.7",9,2,6,1,1,1,1,1,1,1,mean,end,2.9038519859313965,1.3061103820800781,0.8449383974075317,0.7573327422142029,256
144,P:9.9|P:9.6|P:10.0|B:10.6|B:11.9,1110000100100,"9.9,9.6,10.0,10.6,11.9",5,3,2,0,1,1,0,1,0,0,mean,end,2.9244818687438965,1.2862437963485718,0.8243081569671631,0.7086768746376038,256
145,P:9.9|P:9.6|P:10.0|B:10.6|B:10.10|E:11.10,1110000110001,"9.9,9.6,10.0,10.6,10.10,11.10",6,3,2,1,1,1,1,1,1,1,mean,end,3.1110262870788574,1.5514602661132812,0.6377637386322021,0.8110153675079346,256
146,P:9.9|P:9.6|P:10.0|B:10.1|B:10.2,1110011000000,"9.9,9.6,10.0,10.1,10.2",5,3,2,0,1,1,0,1,0,0,mean,end,2.9466569423675537,1.3299556970596313,0.802133321762085,0.7467944622039795,256
147,P:9.9|P:9.6|P:10.0|B:9.7|B:10.2|B:10.10|B:11.2|B:11.9|E:11.10,1110101011101,"9.9,9.6,10.0,9.7,10.2,10.10,11.2,11.9,11.10",9,3,5,1,1,1,1,1,1,1,mean,end,2.5238068103790283,1.6661653518676758,1.2249834537506104,1.4485976696014404,256
148,P:9.9|P:9.6|P:10.0|B:9.7|B:10.2|B:10.10|B:11.2|B:11.9|E:10.7|E:11.10,1110101011111,"9.9,9.6,10.0,9.7,10.2,10.10,11.2,11.9,10.7,11.10",10,3,5,2,1,1,1,1,1,1,mean,end,2.1999285221099854,1.5237929821014404,1.5488617420196533,1.3136589527130127,256
149,P:9.9|P:9.6|P:10.0|B:9.7|B:10.1|B:10.6|E:11.10,1110110100001,"9.9,9.6,10.0,9.7,10.1,10.6,11.10",7,3,3,1,1,1,1,1,1,1,mean,end,3.170971632003784,1.565730333328247,0.5778186917304993,0.853784441947937,256
150,P:9.9|P:9.6|P:10.0|B:9.7|B:10.1|B:10.2|B:10.10|B:11.9|E:10.7|E:11.10,1110111010111,"9.9,9.6,10.0,9.7,10.1,10.2,10.10,11.9,10.7,11.10",10,3,5,2,1,1,1,1,1,1,mean,end,2.14566707611084,1.2926509380340576,1.6031233072280884,0.8187817335128784,256
151,P:9.9|P:9.6|P:10.0|B:9.7|B:10.1|B:10.2|B:10.6|B:11.9|E:10.7,1110111100110,"9.9,9.6,10.0,9.7,10.1,10.2,10.6,11.9,10.7",9,3,5,1,1,1,1,1,1,1,mean,end,2.071033477783203,1.0857089757919312,1.6777567863464355,0.8288132548332214,256
152,P:9.9|P:9.6|P:10.0|B:9.0|B:10.1|B:11.9,1111010000100,"9.9,9.6,10.0,9.0,10.1,11.9",6,3,3,0,1,1,0,1,0,0,mean,end,3.0951995849609375,1.4394478797912598,0.6535904407501221,0.794724702835083,256
153,P:9.9|P:9.6|P:10.0|B:9.0|B:10.1|B:10.2,1111011000000,"9.9,9.6,10.0,9.0,10.1,10.2",6,3,3,0,1,1,0,1,0,0,mean,end,2.9362258911132812,1.3397835493087769,0.812564492225647,0.760664165019989,256
154,P:9.9|P:9.6|P:10.0|B:9.0|B:10.1|B:10.2|B:10.6|B:10.10|E:10.7,1111011110010,"9.9,9.6,10.0,9.0,10.1,10.2,10.6,10.10,10.7",9,3,5,1,1,1,1,1,1,1,mean,end,2.242115020751953,1.2126071453094482,1.506675124168396,0.7354210615158081,256
155,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.2|B:10.10|B:11.2|B:11.9|E:11.10,1111101011101,"9.9,9.6,10.0,9.0,9.7,10.2,10.10,11.2,11.9,11.10",10,3,6,1,1,1,1,1,1,1,mean,end,2.492276191711426,1.692215919494629,1.2565139532089233,1.4910320043563843,256
156,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.2|B:10.6|B:11.2|B:11.9|E:10.7,1111101101110,"9.9,9.6,10.0,9.0,9.7,10.2,10.6,11.2,11.9,10.7",10,3,6,1,1,1,1,1,1,1,mean,end,2.001081943511963,1.3258854150772095,1.7477083206176758,1.3243005275726318,256
157,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|E:11.10,1111110000001,"9.9,9.6,10.0,9.0,9.7,10.1,11.10",7,3,3,1,1,1,1,1,1,1,mean,end,3.542858123779297,1.7953208684921265,0.20593219995498657,1.078246831893921,256
158,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:11.2|B:11.9|E:10.7|E:11.10,1111111001111,"9.9,9.6,10.0,9.0,9.7,10.1,10.2,11.2,11.9,10.7,11.10",11,3,6,2,1,1,1,1,1,1,mean,end,2.500089168548584,1.734131932258606,1.2487009763717651,1.4342552423477173,256
159,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:11.9|E:10.7|E:11.10,1111111100111,"9.9,9.6,10.0,9.0,9.7,10.1,10.2,10.6,11.9,10.7,11.10",11,3,6,2,1,1,1,1,1,1,mean,end,2.2130324840545654,1.3549178838729858,1.5357576608657837,0.9509019255638123,256
