model,n_rows,mae,rmse,r2,columns,n_params,bootstrap
group_interaction,159,0.348390437792009,0.4329450413247467,0.7328993567682229,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,35
additive_head,159,0.3260178465193063,0.40205351444584225,0.7457052240272617,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,36
pb_group_interaction,159,0.3261985141767003,0.4048451620381907,0.7421615863572514,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,36
group_interaction,159,0.3154368719759183,0.39288773731085685,0.7571675839283638,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,36
additive_head,159,0.3206966115894613,0.3960662287179471,0.7475480418028754,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,37
pb_group_interaction,159,0.3204994245182031,0.3985505779703949,0.7443710688801934,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,37
group_interaction,159,0.3097506333821593,0.38637159301890384,0.7597554775441696,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,37
additive_head,159,0.34557866108362484,0.4237539065163569,0.720355436931119,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,38
pb_group_interaction,159,0.3465022511883837,0.42691607717865343,0.7161662922095435,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,38
group_interaction,159,0.33565782368878405,0.4153793415838456,0.7312993373714498,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,38
additive_head,159,0.34658081645972827,0.4282315463731408,0.7388946541710024,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,39
pb_group_interaction,159,0.34687926855294043,0.43152881240877805,0.7348582945265567,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,39
group_interaction,159,0.3360664013706525,0.418401663940495,0.7507442100460708,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,39
additive_head,159,0.3239304239677499,0.4009035360576544,0.7272844628071822,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,40
pb_group_interaction,159,0.32434718908254045,0.4038539506156033,0.7232556399203665,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,40
group_interaction,159,0.3150241435390372,0.39214348833844853,0.7390723377432271,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,40
additive_head,159,0.34309069755119886,0.42190985308587026,0.7400095209894776,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,41
pb_group_interaction,159,0.34378537185043784,0.4253966355697431,0.7356944941995077,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,41
group_interaction,159,0.3325335063794594,0.4129934102078884,0.7508824336320735,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,41
additive_head,159,0.3272112336125637,0.4038284727742047,0.7443458609395437,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,42
pb_group_interaction,159,0.327422333110485,0.40621289986887305,0.7413179004470027,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,42
group_interaction,159,0.3175790967040856,0.3952478538639831,0.7550948057724279,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,42
additive_head,159,0.31751254842670734,0.3919554618288767,0.7403975196155164,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,43
pb_group_interaction,159,0.3177034122746805,0.39470284409532097,0.7367454367797677,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,43
group_interaction,159,0.30750491649780964,0.383166807183258,0.7519089160225157,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,43
additive_head,159,0.3495685425110698,0.43297831443733287,0.7317270091381833,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,44
pb_group_interaction,159,0.3500232988795997,0.4360147321232312,0.7279510918372845,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,44
group_interaction,159,0.33972956847138286,0.42311435796448027,0.7438111724845661,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,44
additive_head,159,0.3435987144904736,0.42288278891995096,0.7317239005927223,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,45
pb_group_interaction,159,0.344153417785601,0.42609621226558986,0.7276312293838267,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,45
group_interaction,159,0.333906323247882,0.414484747970273,0.7422735024939358,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,45
additive_head,159,0.32483906393594214,0.3995956359765001,0.7395223605091708,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,46
pb_group_interaction,159,0.3252410720055917,0.4024829658946602,0.7357445313397867,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,46
group_interaction,159,0.31541462962653466,0.39133379770159155,0.7501820217065349,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,46
additive_head,159,0.3518775910484068,0.43217484966961955,0.7318907368463938,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,47
pb_group_interaction,159,0.3530336212175271,0.4355483591231977,0.7276887374568413,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,47
group_interaction,159,0.3427747855390173,0.42413097579668946,0.7417782480979547,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,47
additive_head,159,0.35940610093334374,0.441941166912924,0.7412007798691984,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,48
pb_group_interaction,159,0.3604417439617057,0.44539729002369666,0.7371371648636151,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,48
group_interaction,159,0.348894858958689,0.4324541151974638,0.7521926887813633,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,48
additive_head,159,0.34750605562532216,0.42851105096467645,0.7374661753575056,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,49
pb_group_interaction,159,0.3480557448758271,0.43180629938885984,0.733412881831415,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,49
group_interaction,159,0.3374566420455344,0.41949737359885275,0.7483947466111249,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,49
additive_head,159,0.3353101272886083,0.41551330220612664,0.7425039537513136,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,50
pb_group_interaction,159,0.33549633021106307,0.4182146713218023,0.7391449614762158,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,50
group_interaction,159,0.32658401987019586,0.4067531588676559,0.7532469268998547,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,50
additive_head,159,0.3361825988707473,0.41547132402086456,0.7420250399439907,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,51
pb_group_interaction,159,0.3363368239146652,0.4185453704994266,0.7381934359305198,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,51
group_interaction,159,0.32638466135269684,0.4063261059789437,0.7532569673822403,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,51
additive_head,159,0.351106519496775,0.4324380644910587,0.7487963841288624,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,52
pb_group_interaction,159,0.3514993729683271,0.435566115278102,0.7451490658023754,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,52
group_interaction,159,0.340554032831777,0.4232851730844305,0.7593176911063038,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,52
additive_head,159,0.33903163706428296,0.4182348119449161,0.7192129110389709,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,53
pb_group_interaction,159,0.3398740815092431,0.42151624366207424,0.7147895671248559,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,53
group_interaction,159,0.3302788499550398,0.4099953844439153,0.7301672171823521,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,53
additive_head,159,0.33874787956683117,0.4168805555215112,0.725833475793159,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,54
pb_group_interaction,159,0.33944415393522415,0.41980723012511795,0.7219704374712378,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,54
group_interaction,159,0.32850259763632506,0.40786407882992115,0.7375648128164447,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,54
additive_head,159,0.33539994217849295,0.41395270271841594,0.7381702873429645,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,55
pb_group_interaction,159,0.33576198969431353,0.41687386153363176,0.7344619176161044,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,55
group_interaction,159,0.3246083978844983,0.40437191275167406,0.7501499453146013,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,55
additive_head,159,0.33748401308088055,0.4164639846522371,0.7374732350049052,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,56
pb_group_interaction,159,0.33844445694547115,0.41937651376466106,0.7337884481456733,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,56
group_interaction,159,0.3280188590315278,0.40766384379978476,0.748450720944795,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,56
additive_head,159,0.3502777605500744,0.4322821308956114,0.7334841161324094,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,57
pb_group_interaction,159,0.35060693719597924,0.4354374314292984,0.7295792275251106,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,57
group_interaction,159,0.3398277202349272,0.4229924272821007,0.744815838915009,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,57
additive_head,159,0.3436759705530145,0.4243626646673518,0.7419044887397993,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,58
pb_group_interaction,159,0.3443661835071391,0.4274661706977699,0.7381156070284262,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,58
group_interaction,159,0.3344045703909348,0.41515601952763465,0.7529818899629126,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,58
additive_head,159,0.3344334574417394,0.4159666370282673,0.7387785464291156,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,59
pb_group_interaction,159,0.33510712913530105,0.41843826098269354,0.7356650305565793,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,59
group_interaction,159,0.3241759326720353,0.4051345524232484,0.7522062136134248,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,59
additive_head,159,0.34052863791424276,0.42048684019471333,0.7351470674892138,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,60
pb_group_interaction,159,0.3409642125185356,0.42357240166355814,0.7312457876703538,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,60
group_interaction,159,0.3303944269613578,0.4115304537875673,0.7463096618904073,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,60
additive_head,159,0.3374077433051798,0.41640616717027307,0.7394009049263923,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,61
pb_group_interaction,159,0.3380029110399084,0.41942684957081144,0.7356063295425465,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,61
group_interaction,159,0.3277185596028951,0.4072228156918978,0.7507685740606684,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,61
additive_head,159,0.33877224032077086,0.4190469364743684,0.7416032723687768,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,62
pb_group_interaction,159,0.33894597357137385,0.42195398927849,0.7380056873697524,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,62
group_interaction,159,0.328173818491115,0.40948539738034334,0.7532605982152618,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,62
additive_head,159,0.34304438835618717,0.42512307203243027,0.7343478828431602,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,63
pb_group_interaction,159,0.34315702304945794,0.4280393209700231,0.7306907542790899,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,63
group_interaction,159,0.3328095092084679,0.41541944016852594,0.7463367438790596,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,63
additive_head,159,0.33343334340420583,0.41098839807099613,0.7388049423348163,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,64
pb_group_interaction,159,0.33381982322064807,0.4141347902241437,0.7347903867722971,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,64
group_interaction,159,0.32355583230652907,0.40201659667640655,0.7500841526698566,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,64
additive_head,159,0.34668793547827687,0.4281435741593629,0.7322047304729236,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,65
pb_group_interaction,159,0.34696791734706106,0.43151888305567093,0.7279657098876787,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,65
group_interaction,159,0.3356050064544801,0.41813076365382396,0.7445838914198123,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,65
additive_head,159,0.3228848257032179,0.4010021543552335,0.7458392961131628,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,66
pb_group_interaction,159,0.32292085551747457,0.4035751533595097,0.7425672275855681,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,66
group_interaction,159,0.31355025548267074,0.39212038354477396,0.756973389160817,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,66
additive_head,159,0.3636942697019235,0.4523159012421054,0.7357331549941807,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,67
pb_group_interaction,159,0.3641529215195346,0.4557584159994484,0.7316952492980833,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,67
group_interaction,159,0.3545417349240959,0.4421448093141061,0.7474845064926876,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,67
additive_head,159,0.3234423778916447,0.39826120373221013,0.726733127108665,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,68
pb_group_interaction,159,0.3240173797232917,0.4010484141238004,0.7228948548762881,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,68
group_interaction,159,0.31375911326550876,0.39025149284241517,0.7376143201253892,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,68
additive_head,159,0.3324157590794668,0.41094858204979423,0.7432689102210396,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,69
pb_group_interaction,159,0.33277533076810295,0.41410471834193463,0.7393103136254122,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,69
group_interaction,159,0.32125997380905214,0.4010215033163884,0.7555225465620161,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,69
additive_head,159,0.3142156059281933,0.3883234971665594,0.7497402556244239,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,70
pb_group_interaction,159,0.3145258208646965,0.39119751850807727,0.7460221521399353,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,70
group_interaction,159,0.3034295865331203,0.3787894710371936,0.7618780372234755,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,70
additive_head,159,0.3362525812562745,0.4146147719411789,0.7340221686556848,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,71
pb_group_interaction,159,0.3368166263121905,0.4175744884390194,0.7302112636914102,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B",15,71
group_interaction,159,0.3264755778820949,0.4055737289840042,0.745495462257196,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_B,P_E,B_E",17,71
