seed,epsilon,method,term_type,i,j,coef,is_true_main,is_confound,is_true_pair
0,1.2,raw_atp,main,0,-1,1.4,1,0,0
0,1.2,raw_atp,main,1,-1,-1.1,1,0,0
0,1.2,raw_atp,main,6,-1,0.0,0,1,0
0,1.2,scalar_cal_atp,main,0,-1,1.371421149781992,1,0,0
0,1.2,scalar_cal_atp,main,1,-1,-1.0775451891144225,1,0,0
0,1.2,scalar_cal_atp,main,6,-1,0.0,0,1,0
0,1.2,multigain_atp,main,0,-1,1.3436706206020905,1,0,0
0,1.2,multigain_atp,main,1,-1,-1.1077773181330386,1,0,0
0,1.2,multigain_atp,main,6,-1,0.0,0,1,0
0,1.2,finite_single,main,0,-1,1.3786260016678444,1,0,0
0,1.2,finite_single,main,1,-1,-0.8754751746876966,1,0,0
0,1.2,finite_single,main,6,-1,0.0,0,1,0
0,1.2,subset_ridge,main,0,-1,1.3430917711924037,1,0,0
0,1.2,subset_ridge,main,1,-1,-1.1469125182297937,1,0,0
0,1.2,subset_ridge,main,3,-1,0.08004262810183056,0,0,0
0,1.2,subset_ridge,main,6,-1,0.051920991729246024,0,1,0
0,1.2,subset_ridge,main,9,-1,-0.09825864336859488,0,0,0
0,1.2,subset_ridge,main,24,-1,0.05150534013224961,0,0,0
0,1.2,subset_ridge,main,29,-1,-0.06353150394657045,0,0,0
0,1.2,first_order_omp,main,0,-1,1.3508531444770058,1,0,0
0,1.2,first_order_omp,main,1,-1,-1.1316722288870207,1,0,0
0,1.2,first_order_omp,main,3,-1,0.0771526234276568,0,0,0
0,1.2,first_order_omp,main,6,-1,0.0,0,1,0
0,1.2,first_order_omp,main,9,-1,-0.08612482488348287,0,0,0
0,1.2,lifted_omp,main,0,-1,1.3971704361201993,1,0,0
0,1.2,lifted_omp,main,1,-1,-1.0688541906043911,1,0,0
0,1.2,lifted_omp,main,6,-1,0.0,0,1,0
0,1.2,lifted_omp,pair,2,3,1.7029105911019606,0,0,1
0,1.2,lifted_omp,pair,4,5,-1.439091395274692,0,0,1
0,1.2,lifted_omp,pair,4,26,-0.1036811390994778,0,0,0
0,1.2,lifted_omp,pair,15,20,-0.08393681511468858,0,0,0
0,5.0,raw_atp,main,0,-1,1.4,1,0,0
0,5.0,raw_atp,main,1,-1,-1.1,1,0,0
0,5.0,raw_atp,main,6,-1,0.0,0,1,0
0,5.0,scalar_cal_atp,main,0,-1,1.1543968756495109,1,0,0
0,5.0,scalar_cal_atp,main,1,-1,-0.9070261165817587,1,0,0
0,5.0,scalar_cal_atp,main,6,-1,0.0,0,1,0
0,5.0,multigain_atp,main,0,-1,1.1489146863515622,1,0,0
0,5.0,multigain_atp,main,1,-1,-0.9073385190068489,1,0,0
0,5.0,multigain_atp,main,6,-1,0.0,0,1,0
0,5.0,finite_single,main,0,-1,1.1142411314207046,1,0,0
0,5.0,finite_single,main,1,-1,-0.2930090365330048,1,0,0
0,5.0,finite_single,main,6,-1,0.0,0,1,0
0,5.0,subset_ridge,main,0,-1,1.1325468528064035,1,0,0
0,5.0,subset_ridge,main,1,-1,-1.058772235222809,1,0,0
0,5.0,subset_ridge,main,2,-1,-0.12646135269580233,0,0,0
0,5.0,subset_ridge,main,3,-1,0.33230895686315887,0,0,0
0,5.0,subset_ridge,main,4,-1,0.06069766031420097,0,0,0
0,5.0,subset_ridge,main,6,-1,0.19870641295415747,0,1,0
0,5.0,subset_ridge,main,7,-1,0.12152806694042222,0,0,0
0,5.0,subset_ridge,main,8,-1,-0.07800842405938091,0,0,0
0,5.0,subset_ridge,main,9,-1,-0.390000649092225,0,0,0
0,5.0,subset_ridge,main,12,-1,-0.23380191702609704,0,0,0
0,5.0,subset_ridge,main,14,-1,0.06817563847741008,0,0,0
0,5.0,subset_ridge,main,15,-1,0.07629030021770368,0,0,0
0,5.0,subset_ridge,main,17,-1,0.21702035283297647,0,0,0
0,5.0,subset_ridge,main,18,-1,-0.0812724708110833,0,0,0
0,5.0,subset_ridge,main,21,-1,-0.07188999994078175,0,0,0
0,5.0,subset_ridge,main,23,-1,0.15869608990546902,0,0,0
0,5.0,subset_ridge,main,24,-1,0.2093464742356052,0,0,0
0,5.0,subset_ridge,main,26,-1,0.06696489128762993,0,0,0
0,5.0,subset_ridge,main,27,-1,-0.18676108650886952,0,0,0
0,5.0,subset_ridge,main,29,-1,-0.21153945152898274,0,0,0
0,5.0,subset_ridge,main,31,-1,-0.09096555363878563,0,0,0
0,5.0,first_order_omp,main,0,-1,1.177136683347708,1,0,0
0,5.0,first_order_omp,main,1,-1,-1.0009596732112638,1,0,0
0,5.0,first_order_omp,main,3,-1,0.30838305151713175,0,0,0
0,5.0,first_order_omp,main,6,-1,0.0,0,1,0
0,5.0,first_order_omp,main,9,-1,-0.3378717360291017,0,0,0
0,5.0,lifted_omp,main,0,-1,1.3626005336022813,1,0,0
0,5.0,lifted_omp,main,1,-1,-0.7643676215736597,1,0,0
0,5.0,lifted_omp,main,6,-1,0.0,0,1,0
0,5.0,lifted_omp,pair,1,10,-0.22788977460424695,0,0,0
0,5.0,lifted_omp,pair,2,3,7.028715930063315,0,0,1
0,5.0,lifted_omp,pair,4,5,-6.030241000782097,0,0,1
