method,heldout_r2,mae,rmse,seed,epsilon,budget_forward,budget_backward,gain,omp_k,omp_val_r2,main_topk_overlap,confound_abs_coef,pair_topk_recall,true_pair_abs_coef_mean
raw_atp,0.45792017732765,0.18254949031865303,0.23295907697734738,0,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.45101972481615116,0.18179122707430867,0.23443712459005134,0,5.0,96,1,0.8200432095199366,,,1.0,0.0,0.0,0.0
multigain_atp,0.4487115504303335,0.18307377630896204,0.23492945027069564,0,5.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.39409899658226943,0.19280722844841383,0.2462911755461903,0,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.6196774827044123,0.3233569197164199,0.4026820659014562,0,5.0,96,0,,,,1.0,0.2877673481400937,0.0,0.0
first_order_omp,0.33543863911566385,0.20273000646895772,0.25793813724839487,0,5.0,96,0,,2.0,0.02928419791687331,0.5,0.0,0.0,0.0
lifted_omp,0.34854731655081717,0.20038531420433128,0.25538151231912704,0,5.0,96,0,,1.0,0.41002811298083586,0.5,0.0,1.0,0.0
raw_atp,0.30379214919252295,0.21868145523925528,0.2945928560184514,0,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.30506673945666607,0.2148385683120502,0.2943230679090921,0,8.0,96,1,0.754259346507389,,,1.0,0.0,0.0,0.0
multigain_atp,0.3123554718845586,0.21486624875616067,0.29277551151768605,0,8.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.2556923743794012,0.22641001344059175,0.3045993602972183,0,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.6215114809712183,0.35546605597397923,0.4495859873083925,0,8.0,96,0,,,,0.5,0.3320319735523768,0.0,0.0
first_order_omp,0.19209019199323196,0.24444339852643665,0.317346850792315,0,8.0,96,0,,4.0,0.09904359502480053,0.5,0.0,0.0,0.0
lifted_omp,0.2734271621382185,0.22326146520015863,0.30094860307557436,0,8.0,96,0,,1.0,0.3566873259881277,0.5,0.0,1.0,0.0
raw_atp,0.33122438806409205,0.19515397861929473,0.2475634965130869,1,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.34433123971132196,0.19233948225544067,0.24512558333074014,1,5.0,96,1,0.791108036947811,,,1.0,0.0,0.0,0.0
multigain_atp,0.3193754242028972,0.19372184248524815,0.2497469581911557,1,5.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.30105152758024156,0.19773375354404366,0.2530864967063212,1,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.9709329919037641,0.3337992046990122,0.4249935352399978,1,5.0,96,0,,,,0.5,0.17979232933930817,0.0,0.0
first_order_omp,0.1859311100289036,0.21402383922896098,0.2731347599935283,1,5.0,96,0,,3.0,0.3354369693725583,0.5,0.0,0.0,0.0
lifted_omp,0.3598742421808476,0.19055029166107684,0.24220273651852303,1,5.0,96,0,,2.0,0.16451206320158385,0.5,0.0,1.0,4.0986436863855875
raw_atp,0.19547071127563753,0.22863468962414552,0.3045327948381588,1,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.22054358228589588,0.22380543758898086,0.29974990716748584,1,8.0,96,1,0.7182135231951424,,,1.0,0.0,0.0,0.0
multigain_atp,0.20319431121114184,0.22341482385389322,0.30306748967789543,1,8.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.1872908380291335,0.2279613381469951,0.306077014488041,1,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-1.1708973915029919,0.39088784762392603,0.5002450352031396,1,8.0,96,0,,,,0.5,0.13962276624195918,0.0,0.0
first_order_omp,0.031148912284081787,0.2527724637160662,0.3341886179362702,1,8.0,96,0,,2.0,0.30537561716450556,0.5,0.0,0.0,0.0
lifted_omp,0.48038839660166965,0.19829953756926139,0.2447386493918436,1,8.0,96,0,,6.0,0.36873274082015095,0.5,0.0,1.0,9.648649456021888
raw_atp,0.4038039741346814,0.18438733271817762,0.2400953932444044,2,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.3934356169539899,0.18809946261423277,0.24217412625677137,2,5.0,96,1,0.6637342030120476,,,1.0,0.0,0.0,0.0
multigain_atp,0.3848651406084941,0.18941326114342516,0.24387902963383862,2,5.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.36090627571344014,0.19366878369917828,0.2485830803429199,2,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-2.0259418756807683,0.431133020291658,0.5409032359725626,2,5.0,96,0,,,,0.0,0.7723157630641486,0.0,0.0
first_order_omp,0.3415694032654173,0.1981580078517248,0.25231570935988146,2,5.0,96,0,,3.0,0.022422173024268077,1.0,0.0,0.0,0.0
lifted_omp,-0.03574023689984562,0.24905074153263448,0.31645700459572873,2,5.0,96,0,,1.0,-0.32805082390430584,0.5,0.0,0.5,0.0
raw_atp,0.24072640355623764,0.21779337026671391,0.3000650800504837,2,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.2424988039141187,0.22132591413738528,0.29971464893360755,2,8.0,96,1,0.5338380412880673,,,1.0,0.0,0.0,0.0
multigain_atp,0.24414464448880457,0.2210871969219128,0.2993888733667211,2,8.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.22446383940992387,0.2245637772699787,0.30326153915820325,2,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-2.858891689217983,0.5368329521082662,0.6764685387664001,2,8.0,96,0,,,,0.0,1.0626648429907763,0.0,0.0
first_order_omp,-0.048346262807070106,0.2698286101585453,0.3525889392915686,2,8.0,96,0,,1.0,-0.09873374299555793,0.5,0.0,0.0,0.0
lifted_omp,0.3835888649948278,0.2082311618276944,0.2703656703998635,2,8.0,96,0,,7.0,0.7258377817800867,0.5,0.0,1.0,12.159960947599586
