epsilon,n_components,n_measurements,mask_kind,mask_density,mask_rows_normalized,finite_map_norm,atp_map_norm,atp_calibrated_map_norm,ridge_map_norm,omp_map_norm,finite_on_atp_slope,atp_on_finite_slope,finite_to_atp_norm_ratio,atp_vs_finite_cosine,atp_calibration_gain,atp_vs_finite_pearson,atp_vs_finite_spearman,ridge_vs_finite_pearson,ridge_vs_finite_spearman,omp_vs_finite_pearson,omp_vs_finite_spearman,finite_single_holdout_r2,atp_holdout_r2,atp_calibrated_holdout_r2,ridge_holdout_r2,omp_holdout_r2,ridge_train_r2,omp_val_r2,omp_k,aggregate_additivity_gap,atp_finite_calibration_gap,atp_calibrated_gap,atp_minus_finite_mae,atp_calibrated_minus_finite_mae,ridge_minus_finite_mae,omp_minus_finite_mae
0.6,32,128,signed,0.3,True,2.160213864986823,1.3535462213074474,2.048146243542663,1.9906636101900133,2.022178809301985,1.5941428967242124,0.6258639424524025,1.595966085960612,0.9988576265796385,1.5131705229572967,0.9986482428786864,0.92,0.9937289389899626,0.6672896445706887,0.9870045276853572,0.5701015293407526,0.9591942678614881,0.806669030910873,0.9608094315778843,0.9712652442453662,0.9374785694999672,0.9941868510371057,0.9616426647611426,12,0.04080573213851191,0.15252523695061504,-0.0016151637163962507,0.061802710354095326,0.016581391947788994,0.032285792345782084,0.03731874219403645
1.2,32,128,signed,0.3,True,3.895257758692616,2.707092442614895,3.928949260669468,3.8024168111432277,3.8898280830172873,1.4359423684500774,0.6935388279321374,1.4389082904498163,0.9979387692604011,1.4513539319234812,0.9981214309586678,0.9455555555555556,0.9933256710448456,0.5773842479526611,0.9902134886589579,0.5757474976710939,0.9801992781508161,0.8551368050629029,0.9791138780948772,0.9850962141165314,0.9575986917758823,0.9975531468586267,0.9539475237468823,4,0.01980072184918391,0.12506247308791318,0.0010854000559389343,0.1055209132784512,0.030015132621882337,0.05926559031323155,0.0797966743564864
2.0,32,128,signed,0.3,True,5.588660851139081,4.511820737691491,5.958819948088455,5.80066242203127,5.945971069859771,1.2332145864339443,0.8037607873370967,1.2386708550833434,0.9955950617333028,1.320712921572618,0.9958056414970983,0.9344444444444445,0.9920695866535851,0.6588149555452188,0.9920429431849709,0.6254672735065031,0.9614107070869654,0.8853111259348695,0.969961501183344,0.9819855617554772,0.9492962497264017,0.9950292684815831,0.9628371891363852,5,0.03858929291303459,0.07609958115209592,-0.0085507940963786,0.11693125293822959,0.07219359222077248,0.09976133083773807,0.12052719284813748
5.0,32,128,signed,0.3,True,10.518228427720008,11.279551844228727,11.436721346803644,11.14055200296529,11.418656960395557,0.9271472358342252,1.0662209232045055,0.9325041076965964,0.9942553906002588,1.0139340201406437,0.9937071022902272,0.8533333333333332,0.9847386389367527,0.3983103841970814,0.9899978741027426,0.5700903946778753,0.9323458928605132,0.9416054436358872,0.9438544456560584,0.936002050167161,0.934132253605543,0.9895644612983318,0.9502894782459735,5,0.06765410713948683,-0.009259550775373993,-0.01150855279554519,0.12054536331561394,0.12966603952772995,0.2685587977349615,0.24474299069424393
8.0,32,128,signed,0.3,True,14.21898291175785,18.047282950765965,16.10075212735214,15.78233186465912,16.112298662929412,0.7827980140023036,1.2610616115331943,0.7878738838720521,0.993557509680607,0.8921427214986282,0.9923546823166532,0.7774074074074073,0.9849121089400223,0.3813610061461418,0.9907790211836051,0.57858588173847,0.9384581877131056,0.9548568410862068,0.9576327117416638,0.9489854121244518,0.9582212916712922,0.9927459240164075,0.9587210963226277,6,0.06154181228689437,-0.016398653373101202,-0.019174524028558126,0.36048801231663674,0.24463052144048367,0.37647294405929116,0.33462350069705427
