epsilon,m_gain,holdout_r2_mean,holdout_r2_std,gain_mean,gain_std,repeats,omp_holdout_r2,ridge_holdout_r2,atp_calibrated_holdout_r2,omp_minus_budgeted_atp_r2,ridge_minus_budgeted_atp_r2
0.6,0,0.806669030910873,,1.0,,1,0.9374785694999672,0.9712652442453662,0.9608094315778843,0.13080953858909417,0.16459621333449315
0.6,1,-2.096892212341009,11.975870996673377,0.8197072328925976,2.378237717041782,50,0.9374785694999672,0.9712652442453662,0.9608094315778843,3.0343707818409764,3.068157456586375
0.6,2,0.9232889321052656,0.04516038895814936,1.519166537400347,0.2768329978254131,50,0.9374785694999672,0.9712652442453662,0.9608094315778843,0.014189637394701582,0.04797631214010056
0.6,4,0.9415528988603432,0.030048337359644708,1.4972400468757976,0.1935369018333833,50,0.9374785694999672,0.9712652442453662,0.9608094315778843,-0.0040743293603759945,0.029712345385022987
0.6,8,0.945153140860108,0.028180471602615782,1.4898294168625106,0.17092226016932877,50,0.9374785694999672,0.9712652442453662,0.9608094315778843,-0.007674571360140825,0.026112103385258156
0.6,16,0.9593678762913603,0.0035455685885992312,1.5143569682253906,0.055014871808474766,50,0.9374785694999672,0.9712652442453662,0.9608094315778843,-0.021889306791393115,0.011897367954005866
0.6,32,0.9596588384264082,0.0026653077299266963,1.5108975128426638,0.04620171583411684,50,0.9374785694999672,0.9712652442453662,0.9608094315778843,-0.022180268926440982,0.011606405818957999
0.6,64,0.9610800454312418,0.0008139712675206899,1.526776204732076,0.020792776931245822,50,0.9374785694999672,0.9712652442453662,0.9608094315778843,-0.023601475931274596,0.010185198814124385
0.6,96,0.9610920180483947,,1.520469560521735,,1,0.9374785694999672,0.9712652442453662,0.9608094315778843,-0.023613448548427507,0.010173226196971474
1.2,0,0.8551368050629029,,1.0,,1,0.9575986917758823,0.9850962141165314,0.9791138780948772,0.1024618867129794,0.12995940905362846
1.2,1,0.18648687062977692,3.3024286170883506,1.371484698325381,1.2042897569030817,50,0.9575986917758823,0.9850962141165314,0.9791138780948772,0.7711118211461054,0.7986093434867545
1.2,2,0.9269369877308548,0.17881905291885566,1.5004036949860924,0.3097061676092782,50,0.9575986917758823,0.9850962141165314,0.9791138780948772,0.03066170404502755,0.05815922638567661
1.2,4,0.9706055662149248,0.011397592155603143,1.442816625482616,0.12334442719353483,50,0.9575986917758823,0.9850962141165314,0.9791138780948772,-0.01300687443904247,0.01449064790160659
1.2,8,0.975621427721495,0.005579221282243955,1.4533195252867832,0.08075036156470194,50,0.9575986917758823,0.9850962141165314,0.9791138780948772,-0.018022735945612656,0.009474786395036405
1.2,16,0.9775664348238289,0.003002873679877688,1.4605971581537236,0.05643629559984373,50,0.9575986917758823,0.9850962141165314,0.9791138780948772,-0.019967743047946573,0.007529779292702488
1.2,32,0.9781356412787378,0.001688614046099791,1.4448638086545762,0.03826072530740428,50,0.9575986917758823,0.9850962141165314,0.9791138780948772,-0.02053694950285545,0.0069605728377936105
1.2,64,0.9790233058364405,0.00039974569967290015,1.452847896239178,0.015252861929069444,50,0.9575986917758823,0.9850962141165314,0.9791138780948772,-0.021424614060558178,0.006072908280090883
1.2,96,0.9791607349364265,,1.4533377297656438,,1,0.9575986917758823,0.9850962141165314,0.9791138780948772,-0.02156204316054422,0.005935479180104841
2.0,0,0.8853111259348695,,1.0,,1,0.9492962497264017,0.9819855617554772,0.969961501183344,0.0639851237915322,0.09667443582060775
2.0,1,0.2916510041879549,2.5408253886021415,1.1950003711165522,1.0240524903864765,50,0.9492962497264017,0.9819855617554772,0.969961501183344,0.6576452455384467,0.6903345575675224
2.0,2,0.927655865443717,0.12028416346355215,1.3679952025762327,0.26301531283330637,50,0.9492962497264017,0.9819855617554772,0.969961501183344,0.021640384282684666,0.05432969631176021
2.0,4,0.9295436222642551,0.1981133484730839,1.4291577751379068,0.2491236820343836,50,0.9492962497264017,0.9819855617554772,0.969961501183344,0.019752627462146566,0.05244193949122211
2.0,8,0.9669106817860045,0.0068884266976818815,1.3395949051790847,0.0787779273445278,50,0.9492962497264017,0.9819855617554772,0.969961501183344,-0.01761443205960278,0.015074879969472765
2.0,16,0.9683241232675707,0.004025254831062078,1.3341416862866147,0.06036272731905981,50,0.9492962497264017,0.9819855617554772,0.969961501183344,-0.01902787354116897,0.013661438487906574
2.0,32,0.9699171545665076,0.0015231841231178023,1.3311390338022793,0.030233402030420724,50,0.9492962497264017,0.9819855617554772,0.969961501183344,-0.020620904840105925,0.012068407188969621
2.0,64,0.970402358965418,0.0005473972552297189,1.331711244984949,0.013565947401190546,50,0.9492962497264017,0.9819855617554772,0.969961501183344,-0.021106109239016346,0.0115832027900592
2.0,96,0.9704551191274912,,1.3302896192239582,,1,0.9492962497264017,0.9819855617554772,0.969961501183344,-0.021158869401089464,0.011530442627986082
5.0,0,0.9416054436358872,,1.0,,1,0.934132253605543,0.936002050167161,0.9438544456560584,-0.00747319003034419,-0.005603393468726181
5.0,1,0.049336823849772726,2.8380065571255635,1.180928127163531,0.9517451530628485,50,0.934132253605543,0.936002050167161,0.9438544456560584,0.8847954297557703,0.8866652263173882
5.0,2,0.4994760250114406,2.7658704201562814,1.0876451998992338,0.6761649829959664,50,0.934132253605543,0.936002050167161,0.9438544456560584,0.43465622859410236,0.43652602515572037
5.0,4,0.9170132885236546,0.08088978732207264,1.0835530716075616,0.18102359639322443,50,0.934132253605543,0.936002050167161,0.9438544456560584,0.01711896508188837,0.01898876164350638
5.0,8,0.9387173628845784,0.01051090324746821,1.056521524356798,0.09875458264392212,50,0.934132253605543,0.936002050167161,0.9438544456560584,-0.0045851092790354375,-0.0027153127174174285
5.0,16,0.9427823864256901,0.006720926709173728,1.0439790275467373,0.0683421827057423,50,0.934132253605543,0.936002050167161,0.9438544456560584,-0.00865013282014715,-0.0067803362585291405
5.0,32,0.9451231527289639,0.003198569384855643,1.0342095070723254,0.03645638329884091,50,0.934132253605543,0.936002050167161,0.9438544456560584,-0.010990899123420883,-0.009121102561802874
