m_gain,repeat,gain,holdout_r2,n_train_available,epsilon
16,36,1.579159888845032,0.9614172246037187,96,0.6
16,37,1.4609529862891786,0.9572254253465581,96,0.6
16,38,1.5227963466103862,0.961170841266123,96,0.6
16,39,1.5758430799077627,0.9614911781927069,96,0.6
16,40,1.5241084286057627,0.9612128896682015,96,0.6
16,41,1.4888628285415952,0.9594821079268122,96,0.6
16,42,1.5793359102989368,0.9614129908402793,96,0.6
16,43,1.500814039863566,0.9602089447257544,96,0.6
16,44,1.5371011616171635,0.9615358330421795,96,0.6
16,45,1.4180824194799146,0.9522336084365733,96,0.6
16,46,1.5659732422173478,0.961645812372198,96,0.6
16,47,1.4125706961038063,0.9514577658227067,96,0.6
16,48,1.5001001496843185,0.9601695610371207,96,0.6
16,49,1.5771186405034665,0.9614640464818346,96,0.6
32,0,1.467296161560543,0.9578070835133786,96,0.6
32,1,1.5252484648087064,0.9612480191340698,96,0.6
32,2,1.506881467538422,0.9605229861263502,96,0.6
32,3,1.5129086334565556,0.9607982969139828,96,0.6
32,4,1.3959633236164193,0.9489354034857825,96,0.6
32,5,1.4769414962859526,0.9586140164331183,96,0.6
32,6,1.5394282942483906,0.9615757526960567,96,0.6
32,7,1.5016218156770895,0.9602528899378451,96,0.6
32,8,1.6138488754909395,0.9599809936633957,96,0.6
32,9,1.5169455505326082,0.9609622718310075,96,0.6
32,10,1.4959720891421728,0.959931776972294,96,0.6
32,11,1.5492654384736324,0.9616843421736666,96,0.6
32,12,1.487725875249638,0.959405480970881,96,0.6
32,13,1.4888413752674081,0.9594806740766535,96,0.6
32,14,1.5430667429849787,0.9616272547941065,96,0.6
32,15,1.4773772397166605,0.9586482625658198,96,0.6
32,16,1.5525740898554794,0.9616989994867164,96,0.6
32,17,1.5051184646714746,0.9604355506509135,96,0.6
32,18,1.5435822474773686,0.961633475213228,96,0.6
32,19,1.4558767759998228,0.956730804093562,96,0.6
32,20,1.5185070237154203,0.9610213023796867,96,0.6
32,21,1.563680464088836,0.9616677150376925,96,0.6
32,22,1.5421162187250927,0.9616150845923541,96,0.6
32,23,1.505312232057088,0.960445313334759,96,0.6
32,24,1.6012594688795385,0.9606421024133776,96,0.6
32,25,1.5035019637054508,0.9603526345094837,96,0.6
32,26,1.4525642934407939,0.9563940694181774,96,0.6
32,27,1.5333891958039008,0.9614608883921779,96,0.6
32,28,1.5520367261045471,0.961697367620525,96,0.6
32,29,1.570443454492068,0.9615879105186405,96,0.6
32,30,1.4673413827405892,0.9578110849844139,96,0.6
32,31,1.5290607611043994,0.9613560012057001,96,0.6
32,32,1.420369101705532,0.9525465221483292,96,0.6
32,33,1.467738746751185,0.9578461579842164,96,0.6
32,34,1.521286980790986,0.9611203295885195,96,0.6
32,35,1.5811861292089238,0.9613666036608818,96,0.6
32,36,1.5223279457088885,0.9611554111203237,96,0.6
32,37,1.5484405704288775,0.9616789739152579,96,0.6
32,38,1.4211874534878037,0.9526572294492747,96,0.6
32,39,1.5157496995947237,0.9609154057495817,96,0.6
32,40,1.4586914700088143,0.9570082653698558,96,0.6
32,41,1.5907517526485249,0.9610718847303398,96,0.6
32,42,1.5300683588517232,0.961382099596751,96,0.6
32,43,1.4568959884871038,0.9568321939593397,96,0.6
32,44,1.4936787889761522,0.9597922753757404,96,0.6
32,45,1.4680777938227954,0.9578759581690564,96,0.6
32,46,1.5254062205364185,0.9612527773480655,96,0.6
32,47,1.533682691079845,0.9614673184533031,96,0.6
32,48,1.5286266472008043,0.9613444423230189,96,0.6
32,49,1.4650116959321096,0.9576022632387352,96,0.6
64,0,1.5326867993388462,0.9614451482298985,96,0.6
64,1,1.530851096998613,0.9614016692638129,96,0.6
64,2,1.4928349225644597,0.959739612038197,96,0.6
64,3,1.5027856687147891,0.9603150531274458,96,0.6
64,4,1.5594536571992514,0.9616942396607101,96,0.6
64,5,1.5329905720926826,0.9614520164182058,96,0.6
64,6,1.5212024763591134,0.9611174338940787,96,0.6
64,7,1.5094501391112465,0.9606447847959294,96,0.6
64,8,1.53943960665096,0.9615759334503028,96,0.6
64,9,1.5233099419543388,0.9611875066664531,96,0.6
64,10,1.499813095863025,0.9601535804888129,96,0.6
64,11,1.5030424302742964,0.9603285837855184,96,0.6
64,12,1.5169195248466005,0.9609612671752289,96,0.6
64,13,1.5341056664656982,0.9614764328875679,96,0.6
64,14,1.5258715230605682,0.9612666660153584,96,0.6
64,15,1.497564842024718,0.9600255526034092,96,0.6
64,16,1.5223905943077263,0.9611574876807903,96,0.6
64,17,1.5466868038659713,0.961665286879881,96,0.6
64,18,1.5213148043725335,0.9611212814417556,96,0.6
64,19,1.5425833722273288,0.9616211793925702,96,0.6
64,20,1.5284987664647183,0.9613410011916702,96,0.6
64,21,1.532680855946171,0.961445012926615,96,0.6
64,22,1.5444531526624958,0.9616433771265827,96,0.6
64,23,1.5660983147830363,0.9616444655397552,96,0.6
