epsilon,m_gain,holdout_r2_mean,holdout_r2_std,gain_mean,gain_std,repeats
0.6,0,0.806669030910873,,1.0,,1
0.6,1,-2.096892212341009,11.975870996673377,0.8197072328925976,2.378237717041782,50
0.6,2,0.9232889321052656,0.04516038895814936,1.519166537400347,0.2768329978254131,50
0.6,4,0.9415528988603432,0.030048337359644708,1.4972400468757976,0.1935369018333833,50
0.6,8,0.945153140860108,0.028180471602615782,1.4898294168625106,0.17092226016932877,50
0.6,16,0.9593678762913603,0.0035455685885992312,1.5143569682253906,0.055014871808474766,50
0.6,32,0.9596588384264082,0.0026653077299266963,1.5108975128426638,0.04620171583411684,50
0.6,64,0.9610800454312418,0.0008139712675206899,1.526776204732076,0.020792776931245822,50
0.6,96,0.9610920180483947,,1.520469560521735,,1
1.2,0,0.8551368050629029,,1.0,,1
1.2,1,0.18648687062977692,3.3024286170883506,1.371484698325381,1.2042897569030817,50
1.2,2,0.9269369877308548,0.17881905291885566,1.5004036949860924,0.3097061676092782,50
1.2,4,0.9706055662149248,0.011397592155603143,1.442816625482616,0.12334442719353483,50
1.2,8,0.975621427721495,0.005579221282243955,1.4533195252867832,0.08075036156470194,50
1.2,16,0.9775664348238289,0.003002873679877688,1.4605971581537236,0.05643629559984373,50
1.2,32,0.9781356412787378,0.001688614046099791,1.4448638086545762,0.03826072530740428,50
1.2,64,0.9790233058364405,0.00039974569967290015,1.452847896239178,0.015252861929069444,50
1.2,96,0.9791607349364265,,1.4533377297656438,,1
2.0,0,0.8853111259348695,,1.0,,1
2.0,1,0.2916510041879549,2.5408253886021415,1.1950003711165522,1.0240524903864765,50
2.0,2,0.927655865443717,0.12028416346355215,1.3679952025762327,0.26301531283330637,50
2.0,4,0.9295436222642551,0.1981133484730839,1.4291577751379068,0.2491236820343836,50
2.0,8,0.9669106817860045,0.0068884266976818815,1.3395949051790847,0.0787779273445278,50
2.0,16,0.9683241232675707,0.004025254831062078,1.3341416862866147,0.06036272731905981,50
2.0,32,0.9699171545665076,0.0015231841231178023,1.3311390338022793,0.030233402030420724,50
2.0,64,0.970402358965418,0.0005473972552297189,1.331711244984949,0.013565947401190546,50
2.0,96,0.9704551191274912,,1.3302896192239582,,1
5.0,0,0.9416054436358872,,1.0,,1
5.0,1,0.049336823849772726,2.8380065571255635,1.180928127163531,0.9517451530628485,50
5.0,2,0.4994760250114406,2.7658704201562814,1.0876451998992338,0.6761649829959664,50
5.0,4,0.9170132885236546,0.08088978732207264,1.0835530716075616,0.18102359639322443,50
5.0,8,0.9387173628845784,0.01051090324746821,1.056521524356798,0.09875458264392212,50
5.0,16,0.9427823864256901,0.006720926709173728,1.0439790275467373,0.0683421827057423,50
5.0,32,0.9451231527289639,0.003198569384855643,1.0342095070723254,0.03645638329884091,50
5.0,64,0.9457471643754534,0.0018059384474606959,1.0306697263555717,0.017264076009602378,50
5.0,96,0.9456604413568371,,1.0274243762426742,,1
8.0,0,0.9548568410862068,,1.0,,1
8.0,1,-11.101700688302406,61.47536080847412,1.0646209785671545,3.0372825061342312,50
8.0,2,0.8488973120811407,0.38177390066372985,0.9455789859989384,0.2919361631206723,50
8.0,4,0.9321714167920705,0.07071470571229062,0.9500381698642183,0.14600813689337724,50
8.0,8,0.952323987669805,0.013232698670640709,0.934728273145206,0.07787262244068585,50
8.0,16,0.9564368048117734,0.0037347225988124365,0.905229593323418,0.0438611320462879,50
8.0,32,0.9581654881229579,0.0020509951297260944,0.9036426545212354,0.02226507094885811,50
8.0,64,0.9583666905842512,0.0010356080099142787,0.9009429414522817,0.012393764689951497,50
8.0,96,0.9586403882791684,,0.9017267069178894,,1
