epsilon,component,layer,bin,token_start,token_end_exclusive,finite_effect,atp_effect,atp_calibrated_effect,ridge_effect,omp_effect
0.6,0,0,0,0,7,-0.016177235171198845,-0.012318886443972587,-0.018640575842677552,-0.01097915922426499,0.0
0.6,1,0,1,7,15,0.009681181982159615,0.00956508368253708,0.014473602678034938,-0.03090284542962904,0.0
0.6,2,0,2,15,23,0.01778830774128437,0.0252333864569664,0.03818241658107142,-0.0036249166047896794,0.0
0.6,3,0,3,23,31,0.028821812942624092,0.013290497660636901,0.020110789295508667,-0.056259852144632444,-0.08330117762920962
0.6,4,0,4,31,39,0.016790859401226044,-0.0005331396125257015,-0.0008067311462947662,0.03410925073990969,0.0
0.6,5,0,5,39,47,0.027398912236094475,0.004205667972564697,0.006363892805430476,0.022291439844862596,0.0
0.6,6,0,6,47,55,0.12633313238620758,0.05874001979827881,0.08888366647668351,0.1372092395955053,0.14812023354982573
0.6,7,0,7,55,63,1.162636399269104,0.7192118883132934,1.0882902291561312,0.9918304308033048,0.947670672347414
0.6,8,1,0,0,7,-0.004217452369630337,0.0025278654880821704,0.0038250915425669997,-0.0027467631356137786,0.0
0.6,9,1,1,7,15,0.01961168646812439,0.018871157616376876,0.02855527943918257,-0.0464941070595962,0.0
0.6,10,1,2,15,23,0.040850795805454254,0.032783507555723186,0.04960703727246814,0.02491966777645929,0.0
0.6,11,1,3,23,31,0.04747626930475235,0.023153632879257202,0.03503539477226688,0.014639062215846045,0.0
0.6,12,1,4,31,39,0.031110135838389397,0.018439478427171706,0.0279020752147032,0.02026490719747742,0.0
0.6,13,1,5,39,47,0.03719568997621536,0.02225133776664734,0.0336700684048572,0.04616239439690323,0.0
0.6,14,1,6,47,55,0.10909021645784378,0.04163783490657806,0.06300514442039631,0.11527216650969634,0.10847467598202665
0.6,15,1,7,55,63,1.0983073711395264,0.7078247308731079,1.0710595181773686,0.9994196227737627,1.036846114729799
0.6,16,2,0,0,7,0.007341471500694752,0.007332786731421947,0.011095756733120075,-0.006155035570952094,0.0
0.6,17,2,1,7,15,0.02177833952009678,0.025677940249443053,0.03885510227571596,0.03258253876695722,0.0
0.6,18,2,2,15,23,0.02884441241621971,0.034795770049095155,0.05265193356189116,0.053739046130135824,0.0
0.6,19,2,3,23,31,0.034521594643592834,0.028106211125850676,0.04252949018765166,0.06079603106785847,0.0
0.6,20,2,4,31,39,0.05081099644303322,0.028060166537761687,0.04245981687421369,-0.0021436071650496945,0.0
0.6,21,2,5,39,47,0.056484539061784744,0.025355002284049986,0.03836644206573937,0.05304644722558502,0.08413026917083687
0.6,22,2,6,47,55,0.07604201138019562,0.03658330589532852,0.05535678011314102,0.04623235986763244,0.06135304942545859
0.6,23,2,7,55,63,1.1471630334854126,0.734835147857666,1.1119308849711869,1.11705123347433,1.1363035700078254
0.6,24,3,0,0,7,0.0,0.0,0.0,0.010866643613121622,0.0
0.6,25,3,1,7,15,0.0,0.0,0.0,-0.007854432025651554,-0.07871933616754219
0.6,26,3,2,15,23,0.0,0.0,0.0,0.009431420669964765,0.0
0.6,27,3,3,23,31,0.0,0.0,0.0,0.0077944663251754975,0.0
0.6,28,3,4,31,39,0.0,0.0,0.0,0.05184825709122695,0.06537467865153605
0.6,29,3,5,39,47,0.0,0.0,0.0,-0.024929308720036784,0.0
0.6,30,3,6,47,55,0.0,0.0,0.0,0.08559578819813593,0.17008257252128176
0.6,31,3,7,55,63,0.8610222935676575,0.5091890573501586,0.7704898721946725,0.8155925601264812,0.8567412426010806
1.2,0,0,0,0,7,-0.01710047386586666,-0.024637772887945174,-0.03575812855475697,-0.008385541107620936,0.0
1.2,1,0,1,7,15,0.021638277918100357,0.01913016736507416,0.02776464362365464,-0.014511079598214188,0.0
1.2,2,0,2,15,23,0.07645557820796967,0.0504667729139328,0.07324514930012581,0.05462188881124026,0.0
1.2,3,0,3,23,31,0.06989024579524994,0.026580995321273802,0.03857843207397039,-0.022576027603496956,0.0
1.2,4,0,4,31,39,0.05897827446460724,-0.001066279225051403,-0.001547548545806676,0.05001510223022135,0.0
1.2,5,0,5,39,47,0.061318397521972656,0.008411335945129394,0.012207825496692856,0.08185662853642958,0.0
1.2,6,0,6,47,55,0.28595471382141113,0.11748003959655762,0.17050511739099017,0.17740679090041978,0.0
1.2,7,0,7,55,63,2.138284206390381,1.4384237766265868,2.08766200397922,2.0527544481705506,1.945601546968426
1.2,8,1,0,0,7,0.007207411341369152,0.005055730976164341,0.007337655031003455,0.06505593400685512,0.0
1.2,9,1,1,7,15,0.0553232803940773,0.03774231523275375,0.054777457612952656,-0.015424536932611149,0.0
