model,n_rows,mae,rmse,r2,columns,n_params,bootstrap
count_plus_BE_count,239,0.37329672038964584,0.4388188663443035,0.752296705738905,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,B_E_count",24,3
count_plus_all_pairs,239,0.22433056376093677,0.27674602418077593,0.9014800957877045,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_B_count,P_E_count,B_E_count",26,3
additive_head,239,0.3834398455346748,0.45312539337427554,0.7639951804597995,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,4
count_additive,239,0.386526056053955,0.45817639623979695,0.7587043492331674,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2",23,4
count_plus_PB_count,239,0.37627645523980985,0.4387750174122197,0.7787069093548766,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_B_count",24,4
count_plus_PE_count,239,0.25740677061086753,0.31233370862254883,0.8878700093172344,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_E_count",24,4
count_plus_BE_count,239,0.38338116893016144,0.45233029127023283,0.7648226922161285,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,B_E_count",24,4
count_plus_all_pairs,239,0.22938764937218278,0.2831468072486657,0.9078474392703674,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_B_count,P_E_count,B_E_count",26,4
additive_head,239,0.38021196756925135,0.44835485811032844,0.752903318119474,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,5
count_additive,239,0.38348176572832016,0.45357391952965553,0.747117193199412,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2",23,5
count_plus_PB_count,239,0.3745995200090535,0.4361947488321377,0.7661248819322738,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_B_count",24,5
count_plus_PE_count,239,0.25333427717618406,0.30791507705421034,0.883457303301632,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_E_count",24,5
count_plus_BE_count,239,0.3813556042453784,0.4484115543298267,0.752840821491036,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,B_E_count",24,5
count_plus_all_pairs,239,0.228272547604892,0.2820719221272298,0.9021990958615753,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_B_count,P_E_count,B_E_count",26,5
additive_head,239,0.36342732209416223,0.4284697650325132,0.7614289547801012,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,6
count_additive,239,0.3659855466655459,0.43295195329374714,0.7564115021440295,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2",23,6
count_plus_PB_count,239,0.3583005552034184,0.4171889206328648,0.7738258831916897,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_B_count",24,6
count_plus_PE_count,239,0.23954011139696832,0.2907476430252084,0.8901475427090064,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_E_count",24,6
count_plus_BE_count,239,0.3633585880214822,0.4274863361892246,0.7625228401254708,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,B_E_count",24,6
count_plus_all_pairs,239,0.2154970629155364,0.2662271144331154,0.9078952685665037,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_B_count,P_E_count,B_E_count",26,6
additive_head,239,0.36988712846352007,0.4381440682341256,0.7655543719117975,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,7
count_additive,239,0.37255116556569534,0.44245480708692003,0.7609184287159386,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2",23,7
count_plus_PB_count,239,0.3628663421403713,0.42363569179527216,0.7808238210944284,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_B_count",24,7
count_plus_PE_count,239,0.24614208085687994,0.2988946093119728,0.8908950560572324,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_E_count",24,7
count_plus_BE_count,239,0.3697363163213135,0.4377458402123098,0.7659803522997535,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,B_E_count",24,7
count_plus_all_pairs,239,0.21970073682492572,0.2713847771365062,0.9100545432222681,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_B_count,P_E_count,B_E_count",26,7
additive_head,239,0.3756133351189394,0.4426663685947552,0.7538215948964928,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,8
count_additive,239,0.3788787227606742,0.44774578881628224,0.7481395832095996,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2",23,8
count_plus_PB_count,239,0.3695840391986629,0.4295549362203841,0.768188847508257,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_B_count",24,8
count_plus_PE_count,239,0.251254391700417,0.30485529132078726,0.8832426114558487,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_E_count",24,8
count_plus_BE_count,239,0.37591496963323756,0.4423684893247317,0.7541528004078805,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,B_E_count",24,8
count_plus_all_pairs,239,0.22483055444271768,0.27778981323132945,0.9030540815287932,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_B_count,P_E_count,B_E_count",26,8
additive_head,239,0.3879163916374073,0.4555344255330083,0.7607853809840911,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,9
count_additive,239,0.39166262000396757,0.4617991703071522,0.7541605318487483,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2",23,9
count_plus_PB_count,239,0.38223683659148383,0.44436702570322,0.7723702820383337,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_B_count",24,9
count_plus_PE_count,239,0.25830073500156125,0.31395549838914266,0.8863730111623743,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_E_count",24,9
count_plus_BE_count,239,0.38854356217263686,0.455616610078918,0.7606990581194375,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,B_E_count",24,9
count_plus_all_pairs,239,0.23189784677973407,0.28696205311360845,0.9050720170704492,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_B_count,P_E_count,B_E_count",26,9
additive_head,239,0.3695143533610788,0.4370829760737,0.764660194932695,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,10
count_additive,239,0.37235209916677564,0.4415808470640753,0.7597916705789761,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2",23,10
count_plus_PB_count,239,0.36383298254958774,0.4242473885733555,0.778279442541926,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_B_count",24,10
count_plus_PE_count,239,0.24336028138267551,0.29608987077366883,0.8920022500800018,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_E_count",24,10
count_plus_BE_count,239,0.37043267450268313,0.43741019787401564,0.7643076891385004,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,B_E_count",24,10
count_plus_all_pairs,239,0.21903970965338107,0.27097551517275853,0.9095460143853373,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_B_count,P_E_count,B_E_count",26,10
additive_head,239,0.3976202174709296,0.47109632511313604,0.758502436309477,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10",14,11
count_additive,239,0.4007003046508288,0.47610020628708094,0.7533449223993043,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2",23,11
count_plus_PB_count,239,0.3899563266087164,0.4555998243617296,0.774129030032745,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_B_count",24,11
count_plus_PE_count,239,0.2663014796214956,0.32391001084336773,0.8858326127648927,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,P_E_count",24,11
count_plus_BE_count,239,0.39623393917628913,0.4694549035513683,0.7601823845839749,"intercept,P:9.9,P:9.6,P:10.0,B:9.0,B:9.7,B:10.1,B:10.2,B:10.6,B:10.10,B:11.2,B:11.9,E:10.7,E:11.10,P_count_eq_1,P_count_eq_2,P_count_eq_3,B_count_eq_1,B_count_2_3,B_count_4_5,B_count_6_8,E_count_eq_1,E_count_eq_2,B_E_count",24,11
