method,heldout_r2,mae,rmse,seed,epsilon,budget_forward,budget_backward,gain,omp_k,omp_val_r2,main_topk_overlap,confound_abs_coef,pair_topk_recall,true_pair_abs_coef_mean
scalar_cal_atp,0.4047916507081588,0.1038723027024638,0.21107854362236098,1,8.0,96,1,0.8404558564209006,,,1.0,0.0,0.0,0.0
multigain_atp,0.4101878444680791,0.09080822972194603,0.2101195398569717,1,8.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.31754473318780596,0.1292740154283693,0.22601989902763164,1,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.8603083415815189,0.29439861458731004,0.37316598374875487,1,8.0,96,0,,,,0.5,0.09478378510181537,0.0,0.0
first_order_omp,0.4101973459631164,0.09079342987131545,0.21011784740473338,1,8.0,96,0,,2.0,0.5411420300133506,1.0,0.0,0.0,0.0
lifted_omp,0.9982364283046302,0.009002751079774312,0.01148963260109876,1,8.0,96,0,,4.0,0.9971882912247063,1.0,0.0,1.0,10.393045218934247
raw_atp,0.6739198788083007,0.07236779407089325,0.14254204879086665,2,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.681577747563169,0.0714105928078935,0.14085833154674549,2,5.0,96,1,0.824341683549126,,,1.0,0.0,0.0,0.0
multigain_atp,0.6850679602736272,0.06918742041486625,0.14008423340957682,2,5.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.5710219781674967,0.10631118657047925,0.16349269620249887,2,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.2872587133365283,0.22175364918429397,0.2832133720784628,2,5.0,96,0,,,,1.0,0.49988753552433024,0.0,0.0
first_order_omp,0.6851150401149537,0.06914387100703454,0.14007376227747823,2,5.0,96,0,,2.0,0.4810825670232979,1.0,0.0,0.0,0.0
lifted_omp,0.9970712026781041,0.01038202923477752,0.013509071311359014,2,5.0,96,0,,8.0,0.9988118883479402,1.0,0.0,1.0,6.633328088360118
raw_atp,0.37448475553204774,0.11768527750320626,0.22959451755573737,2,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.3967784137884349,0.11350955122334908,0.2254659695334574,2,8.0,96,1,0.6944455218251457,,,1.0,0.0,0.0,0.0
multigain_atp,0.4055928621750633,0.10887282418510072,0.22381262050561496,2,8.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.3212241377776802,0.14176540552095573,0.23916947998740426,2,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-1.3864861912537365,0.35102922808494263,0.4484582595576915,2,8.0,96,0,,,,0.0,0.790236615450959,0.0,0.0
first_order_omp,0.2873808270244218,0.14959564982575674,0.24505937166776115,2,8.0,96,0,,1.0,0.23238497539340386,0.5,0.0,0.0,0.0
lifted_omp,0.9981399602414063,0.009531025649874271,0.01251998123451803,2,8.0,96,0,,4.0,0.9991033636880491,1.0,0.0,1.0,10.497766107932073
