method,heldout_r2,mae,rmse,seed,epsilon,budget_forward,budget_backward,gain,omp_k,omp_val_r2,main_topk_overlap,confound_abs_coef,pair_topk_recall,true_pair_abs_coef_mean
raw_atp,0.6705237230225732,0.07170919608420681,0.14591927167455773,0,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.6756676097301069,0.06949031777397943,0.14477572209397932,0,5.0,96,1,0.9278010952553193,,,1.0,0.0,0.0,0.0
multigain_atp,0.6872875355503945,0.06694595014167862,0.14215861199092533,0,5.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.6011357228726899,0.1004139464575566,0.16055104969183792,0,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,0.5003837552327459,0.12959037472275245,0.17968790852590397,0,5.0,96,0,,,,1.0,0.08491414137629416,0.0,0.0
first_order_omp,0.6872907373733292,0.06694173892136143,0.14215788421713774,0,5.0,96,0,,2.0,0.8328202829893037,1.0,0.0,0.0,0.0
lifted_omp,0.9982014132711146,0.008592934682614961,0.01078117934642443,0,5.0,96,0,,4.0,0.9978499782169933,1.0,0.0,1.0,6.3547561824744765
raw_atp,0.39006476504720555,0.11603394837269317,0.2351747719369884,0,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.4038965230763397,0.11164158097601554,0.23249290162939887,0,8.0,96,1,0.8620172322427718,,,1.0,0.0,0.0,0.0
multigain_atp,0.43004366458070975,0.10471886270615802,0.22733675835080197,0,8.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.34831425145895023,0.1400150412182577,0.2430904973098125,0,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,0.08515384735753462,0.20815398984489533,0.28802017057801804,0,8.0,96,0,,,,1.0,0.1291787667885771,0.0,0.0
first_order_omp,0.4300431134498155,0.10472284934504036,0.2273368682647312,0,8.0,96,0,,2.0,0.6153443970395771,1.0,0.0,0.0,0.0
lifted_omp,0.9985815638302419,0.008979374128980765,0.011341063152847856,0,8.0,96,0,,4.0,0.9980433074048765,1.0,0.0,1.0,10.271751710391404
raw_atp,0.6710941402770746,0.06792981304659337,0.13388699165123172,1,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.6791322981921355,0.06513677802661194,0.1322408340790786,1,5.0,96,1,0.9133503701735691,,,1.0,0.0,0.0,0.0
multigain_atp,0.6806806781317372,0.05889688042544841,0.13192137737964932,1,5.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.560869147625871,0.09628698784985079,0.15470329127982535,1,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,0.005955244381031566,0.1834209661253739,0.23275849860704328,1,5.0,96,0,,,,1.0,0.05461422200446654,0.0,0.0
first_order_omp,0.5963997883149326,0.0925130586381138,0.14831267589256075,1,5.0,96,0,,5.0,0.7624780101045577,1.0,0.0,0.0,0.0
lifted_omp,0.9978116305149004,0.00860280850861664,0.01092101247225071,1,5.0,96,0,,4.0,0.9968368258369046,1.0,0.0,1.0,6.481495807633971
raw_atp,0.3844100817392555,0.10912692258886582,0.21466207890983363,1,8.0,0,1,,,,1.0,0.0,0.0,0.0
