epsilon,method,heldout_r2,heldout_r2,heldout_r2,mae,mae,mae,rmse,rmse,rmse,main_topk_overlap,main_topk_overlap,main_topk_overlap,pair_topk_recall,pair_topk_recall,pair_topk_recall,confound_abs_coef,confound_abs_coef,confound_abs_coef
,,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
5.0,finite_single,0.5966372007402342,0.041278468828009854,3,0.0994435060815606,0.0050271817324170414,3,0.15644173979724582,0.007307942921143332,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,first_order_omp,0.6892219922638806,0.057422037030088476,3,0.0689284057438415,0.014811047408967402,3,0.13706219295396893,0.012882534125072537,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,lifted_omp,0.9978002113777871,0.00041379678290032337,3,0.009182424082508403,0.0007676101492998614,3,0.011526611986733928,0.0010704631938384947,3,1.0,0.0,3,1.0,0.0,3,0.0,0.0,3
5.0,multigain_atp,0.7011255843700249,0.04170059146158378,3,0.06427002428616947,0.007389423714727117,3,0.13454112597736248,0.008799095312776038,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,raw_atp,0.6972888263046948,0.04025843727085437,3,0.06757656953077945,0.006357640773618149,3,0.1354582186503851,0.009018822465963864,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,scalar_cal_atp,0.7008785914288409,0.04045838116027752,3,0.0653014488145415,0.0068823994368535655,3,0.13465191302048962,0.009230551222234103,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,subset_ridge,0.5167215181967223,0.03953469738549897,3,0.12556414958239118,0.006310509086971102,3,0.1713287280007568,0.0071268981575801785,3,1.0,0.0,3,0.0,0.0,3,0.027958972996660923,0.010151782825575358,3
8.0,finite_single,0.35535537810099566,0.042609775046478705,3,0.13435059742379418,0.008731712823214926,3,0.23100617589827735,0.012823885364554774,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,first_order_omp,0.4197187390225325,0.07929324044794334,3,0.10860688358101901,0.024574406158346093,3,0.21904121309722532,0.02052389905207044,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,lifted_omp,0.9983195925585949,0.00019693756984326036,3,0.009288934445772166,0.00048218847913843844,3,0.011772350432031245,0.00050409452507746,3,1.0,0.0,3,1.0,0.0,3,0.0,0.0,3
8.0,multigain_atp,0.4412929204597093,0.05454690556688642,3,0.10092248267707364,0.012497446471487485,3,0.21494728621206924,0.013971676469677062,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,raw_atp,0.42598456982630245,0.04748182298721479,3,0.10932660277085314,0.01015052670525658,3,0.2179702160108293,0.014099559281132663,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,scalar_cal_atp,0.4373792840916508,0.048329944876929175,3,0.10444693709272974,0.010899169168675785,3,0.2158040288675883,0.014595744490630983,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,subset_ridge,0.09516072876753123,0.029363296671598062,3,0.20040507046684886,0.010214483158249611,3,0.273710898172234,0.011117348653648187,3,1.0,0.0,3,0.0,0.0,3,0.04913782548940029,0.013351289994600694,3
