method,heldout_r2,mae,rmse,seed,epsilon,budget_forward,budget_backward,gain,omp_k,omp_val_r2,main_topk_overlap,confound_abs_coef,pair_topk_recall,true_pair_abs_coef_mean
raw_atp,0.3860431301051783,0.11272109673581565,0.22742157641172003,1,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.3735911873580049,0.11640204689678149,0.22971622112267065,1,8.0,56,1,0.636361647431073,,,1.0,0.0,0.0,0.0
multigain_atp,0.38694074991100447,0.11795818891096302,0.22725526767768567,1,8.0,56,1,,,,1.0,0.0,0.0,0.0
finite_single,0.32800983826272956,0.13334161765612798,0.237927253493882,1,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-2.9924173969874652,0.4722867027515025,0.5799368477673158,1,8.0,56,0,,,,0.0,0.6989164527099323,0.0,0.0
first_order_omp,0.30676052056425984,0.14219701725545364,0.24165978106139166,1,8.0,56,0,,1.0,0.20864654146110617,0.5,0.0,0.0,0.0
lifted_omp,0.04538284956838523,0.18221033031903344,0.28358114402919543,1,8.0,56,0,,4.0,-1.4270513754632317,0.5,0.0,0.0,0.0
raw_atp,0.6022837118045238,0.0762389776014768,0.15489950687519238,2,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.6193205299327995,0.07447364052951597,0.15154551029114502,2,5.0,56,1,0.8085240691559711,,,1.0,0.0,0.0,0.0
multigain_atp,0.575127744471785,0.09661110804189203,0.1601004425951408,2,5.0,56,1,,,,1.0,0.0,0.0,0.0
finite_single,0.5299301955393322,0.10696478953177704,0.16840094478181394,2,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.6929615890383334,0.25271517803494525,0.3195853764697574,2,5.0,56,0,,,,0.5,0.11623612743287884,0.0,0.0
first_order_omp,0.5749089165045413,0.09668329706127904,0.1601416666854889,2,5.0,56,0,,2.0,0.7144296211515766,1.0,0.0,0.0,0.0
lifted_omp,0.8522398546612319,0.044696616787526205,0.09441521820764992,2,5.0,56,0,,3.0,0.8555476325288779,1.0,0.0,1.0,3.4615832882526836
raw_atp,0.2792833158961835,0.12408932428958275,0.24906356734928328,2,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.3191879901285387,0.1180874021145347,0.24207030673099092,2,8.0,56,1,0.6643208877767537,,,1.0,0.0,0.0,0.0
multigain_atp,0.2455100283702546,0.1533484099383597,0.25483240455284667,2,8.0,56,1,,,,1.0,0.0,0.0,0.0
finite_single,0.2762716289962295,0.1422670478857788,0.24958341066150275,2,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-1.9805624769945567,0.3986030684284134,0.5064971793964852,2,8.0,56,0,,,,0.5,0.2109628837067721,0.0,0.0
first_order_omp,-0.05091693814879483,0.21107376457154428,0.30075448484015743,2,8.0,56,0,,1.0,0.06006304059902645,1.0,0.0,0.0,0.0
lifted_omp,0.9972130349587286,0.011539262318097484,0.0154879406905115,2,8.0,56,0,,9.0,0.9992833298950317,1.0,0.0,1.0,10.38843046332798
