epsilon,method,heldout_r2,heldout_r2,heldout_r2,mae,mae,mae,rmse,rmse,rmse,main_topk_overlap,main_topk_overlap,main_topk_overlap,pair_topk_recall,pair_topk_recall,pair_topk_recall,confound_abs_coef,confound_abs_coef,confound_abs_coef
,,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
5.0,finite_single,0.5679007431903552,0.03465917713951343,3,0.1025543525769263,0.005050758670263526,3,0.1645762037617217,0.004717863944280431,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,first_order_omp,0.6414632918955578,0.0590161056344894,3,0.08088835103712026,0.01380625721850285,3,0.14957355134689646,0.009385499503691906,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,lifted_omp,0.8204039985528379,0.1955455104523786,3,0.04575855398590548,0.03698735860784197,3,0.08616290958002522,0.07092085647698937,3,1.0,0.0,3,0.8333333333333334,0.28867513459481287,3,0.0,0.0,3
5.0,multigain_atp,0.6415446507039112,0.05892505653468811,3,0.08083799075562155,0.013800479776715984,3,0.14955701552020817,0.009358896804837084,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,raw_atp,0.6511326464236015,0.043334519154477086,3,0.07283405422080182,0.0032662099008146646,3,0.14772989638882153,0.006811703392655161,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,scalar_cal_atp,0.652681448102315,0.03168958901652545,3,0.07429876852834809,0.0002850734389483495,3,0.1474992189953487,0.004068822039817888,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,subset_ridge,-0.5847389897231031,0.7437938595493994,3,0.24505699978884055,0.05920038279924297,3,0.3070450333195729,0.0685418823797625,3,0.6666666666666666,0.28867513459481287,3,0.0,0.0,3,0.26535138484106513,0.17260170351710735,3
8.0,finite_single,0.3167402657977217,0.03617526217072453,3,0.1400719787525951,0.005944954254681769,3,0.2454511697623463,0.006526415274647056,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,first_order_omp,0.22586302879650788,0.2464969557197818,3,0.15526471064540592,0.05055808051710759,3,0.2587975342926386,0.03653820494007676,3,0.8333333333333334,0.28867513459481287,3,0.0,0.0,3,0.0,0.0,3
8.0,lifted_omp,0.462836834435883,0.4865678563575389,3,0.1115777312832884,0.0890543780668623,3,0.18263887687580613,0.14579500097853668,3,0.6666666666666666,0.2886751345948129,3,0.6666666666666666,0.5773502691896258,3,0.0,0.0,3
8.0,multigain_atp,0.35144779486460753,0.09339441013164458,3,0.12790094064757582,0.02221292722533352,3,0.23867874880116743,0.014384211259842296,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,raw_atp,0.35873684076513795,0.06992077740175523,3,0.11796203539712065,0.005735709370057164,3,0.2375502267747626,0.010887238776279081,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,scalar_cal_atp,0.36735707343855156,0.04537436732933497,3,0.11753270812587364,0.0009792391173964314,3,0.23609031910394196,0.006186465067621857,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,subset_ridge,-1.7548127146824317,1.364557535508876,3,0.3800961606457205,0.10270230547861738,3,0.4787007938410499,0.11762386684492886,3,0.5,0.5,3,0.0,0.0,3,0.4178197333429559,0.25230604445586363,3
