budget_measurements,epsilon,method,n,heldout_r2_mean,heldout_r2_std,heldout_r2_sem,mae_mean,mae_std,mae_sem,rmse_mean,rmse_std,rmse_sem,pair_topk_recall_mean,pair_topk_recall_std,pair_topk_recall_sem,confound_abs_coef_mean,confound_abs_coef_std,confound_abs_coef_sem,true_pair_abs_coef_mean_mean,true_pair_abs_coef_mean_std,true_pair_abs_coef_mean_sem,main_topk_overlap_mean,main_topk_overlap_std,main_topk_overlap_sem,omp_k_mean,omp_k_std,omp_k_sem,omp_val_r2_mean,omp_val_r2_std,omp_val_r2_sem,budget_forward_mean,budget_forward_std,budget_forward_sem,budget_backward_mean,budget_backward_std,budget_backward_sem
112,5.0,raw_atp,3,0.6750562092457671,0.05031005619190306,0.029046524485340442,0.07014748157218458,0.003420339773506603,0.00197473408895402,0.1414836393727066,0.008245624821180025,0.004760613710144949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
128,5.0,raw_atp,3,0.6907659202898676,0.02926124709632535,0.0168939888878876,0.07009760329310577,0.0033357565742233343,0.0019258999560789072,0.14069004464966664,0.007573562689384556,0.004372598457440683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
192,5.0,raw_atp,3,0.6972888263046948,0.04025843727085437,0.023243219595481444,0.0675765695307794,0.006357640773618166,0.0036705856120593894,0.13545821865038504,0.00901882246596387,0.005207019578497689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
256,5.0,raw_atp,3,0.7110977432560603,0.032916651648484015,0.019004437690073386,0.0644667053206147,0.005240069676973397,0.0030253556385729844,0.1304410696913014,0.008975080099863489,0.005181764911654638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16,5.0,scalar_cal_atp,3,0.6859249424373361,0.04861608568635482,0.02806851015796284,0.07241839541269723,0.007342652667086133,0.004239282493908102,0.14246423885055906,0.007154273923820909,0.004130521975774326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,16.0,0.0,0.0,1.0,0.0,0.0
24,5.0,scalar_cal_atp,3,0.6701107213686995,0.052522584391788536,0.030323928237133972,0.0712842611350012,0.0051361312855922455,0.002965346780329944,0.14230496078549468,0.010966706189058217,0.006331630770376299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,24.0,0.0,0.0,1.0,0.0,0.0
32,5.0,scalar_cal_atp,3,0.6522411122120848,0.05256709097403355,0.03034962412437382,0.07174568766910559,0.004758054780496578,0.0027470642083386827,0.1449969819651935,0.008962025992466052,0.005174228119234702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,32.0,0.0,0.0,1.0,0.0,0.0
48,5.0,scalar_cal_atp,3,0.6663185404979028,0.04497717857202358,0.025967586155947717,0.0727488572628233,0.008355858898841148,0.004824257384556465,0.144589690336643,0.004983775933811294,0.0028773843769667367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,48.0,0.0,0.0,1.0,0.0,0.0
56,5.0,scalar_cal_atp,3,0.652681448102315,0.03168958901652545,0.018295992749199592,0.07429876852834803,0.00028507343894830896,0.00016458722671561807,0.14749921899534865,0.004068822039817923,0.0023491354999735582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,56.0,0.0,0.0,1.0,0.0,0.0
64,5.0,scalar_cal_atp,3,0.6813681277496189,0.024973448064715187,0.014418426962756461,0.0726436323251996,0.00936652511842583,0.005407765798494546,0.14202574363189446,0.007081855537139063,0.004088711200729282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,64.0,0.0,0.0,1.0,0.0,0.0
72,5.0,scalar_cal_atp,3,0.6641411485517332,0.022682751956683192,0.01309589294815255,0.0746820067682111,0.006916875151163317,0.003993459730475175,0.1458967218621878,0.0076014752011971266,0.004388713753649426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,72.0,0.0,0.0,1.0,0.0,0.0
80,5.0,scalar_cal_atp,3,0.6685120321829122,0.020597842170601257,0.01189216972192207,0.07034424244119314,0.004384115034628538,0.002531169995401073,0.1411730330146009,0.008480609750745006,0.004896282322484796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,80.0,0.0,0.0,1.0,0.0,0.0
96,5.0,scalar_cal_atp,3,0.6787925518284705,0.002969680621744693,0.0017145459063715068,0.06867922953616161,0.0032145895654969174,0.0018559441509738072,0.13929162923993443,0.0064126259422447405,0.003702331313967382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,96.0,0.0,0.0,1.0,0.0,0.0
112,5.0,scalar_cal_atp,3,0.6740318279884213,0.04702744969294143,0.027151310739521334,0.06964696243215966,0.0029639510811074066,0.0017112379545422475,0.141751486684665,0.0076171016031424945,0.004397735661019049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,112.0,0.0,0.0,1.0,0.0,0.0
128,5.0,scalar_cal_atp,3,0.6926918874124753,0.027537934758602382,0.015899034045805432,0.06817961179320037,0.0029878199656709803,0.001725018661470279,0.1402596251723438,0.0071341132877653,0.004118882227120577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,128.0,0.0,0.0,1.0,0.0,0.0
192,5.0,scalar_cal_atp,3,0.7008785914288409,0.04045838116027752,0.023358657253862714,0.06530144881454146,0.006882399436853597,0.003973555167537956,0.1346519130204896,0.009230551222234092,0.005329261232925483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,192.0,0.0,0.0,1.0,0.0,0.0
256,5.0,scalar_cal_atp,3,0.714454608390971,0.03241773445644682,0.018716387714947373,0.0622351578029413,0.005600400333589011,0.0032333926401672854,0.12968336903454736,0.00890809860339622,0.005143093126638535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,256.0,0.0,0.0,1.0,0.0,0.0
16,5.0,subset_ridge,3,-0.020628600765439098,0.0893705041768537,0.05159808464411906,0.2012717478715309,0.018302073442261906,0.01056670702861822,0.2577542360593008,0.018486583947890642,0.010673234218711282,0.0,0.0,0.0,0.07176050781358237,0.06139662285073023,0.03544735673020303,0.0,0.0,0.0,0.6666666666666666,0.28867513459481287,0.16666666666666666,,,0.0,,,0.0,16.0,0.0,0.0,0.0,0.0,0.0
24,5.0,subset_ridge,3,0.135026817955443,0.16045560417857008,0.09263908626548148,0.17666759868985113,0.016602783678235134,0.00958562162592618,0.2303402038988334,0.02200521513278196,0.012704716880487294,0.0,0.0,0.0,0.0952574874013135,0.0663413680705497,0.03830220671393992,0.0,0.0,0.0,0.8333333333333334,0.2886751345948129,0.16666666666666666,,,0.0,,,0.0,24.0,0.0,0.0,0.0,0.0,0.0
32,5.0,subset_ridge,3,0.13203832881612237,0.10592167656877613,0.061153908479999367,0.17531151333068298,0.009035395684221995,0.005216588130520359,0.22925594018444498,0.011411338325081673,0.006588339253799798,0.0,0.0,0.0,0.058198213503434404,0.034709513424158976,0.020039546918879114,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,32.0,0.0,0.0,0.0,0.0,0.0
48,5.0,subset_ridge,3,-0.25186426279959384,0.3903239857144524,0.22535365822340675,0.21867462299590476,0.039126054526273775,0.022589438113072142,0.2789627217281325,0.04404066963175427,0.025426892467184707,0.0,0.0,0.0,0.32130038428879265,0.23304273274904722,0.13454728448534845,0.0,0.0,0.0,0.8333333333333334,0.2886751345948129,0.16666666666666666,,,0.0,,,0.0,48.0,0.0,0.0,0.0,0.0,0.0
56,5.0,subset_ridge,3,-0.5847389897231031,0.7437938595493994,0.42942958503243644,0.24505699978884052,0.059200382799242966,0.03417935694527182,0.30704503331957284,0.06854188237976251,0.039572674242719555,0.0,0.0,0.0,0.2653513848410651,0.17260170351710738,0.09965163998818993,0.0,0.0,0.0,0.6666666666666666,0.28867513459481287,0.16666666666666666,,,0.0,,,0.0,56.0,0.0,0.0,0.0,0.0,0.0
64,5.0,subset_ridge,3,-6.551035606594074,2.4220713423395805,1.3983835414962353,0.5544184341067431,0.09353148206982823,0.05400042635071997,0.6860385378473426,0.11805586264666229,0.06815958407846397,0.0,0.0,0.0,0.6502980001476638,0.5484615205852197,0.3166544065500281,0.0,0.0,0.0,0.3333333333333333,0.5773502691896258,0.33333333333333337,,,0.0,,,0.0,64.0,0.0,0.0,0.0,0.0,0.0
72,5.0,subset_ridge,3,-1.1279530523717918,1.2607966145650167,0.7279212648124813,0.276247083793789,0.07454713863440136,0.043039810557887984,0.35348330923609,0.09153166112152966,0.05284582918788876,0.0,0.0,0.0,0.23195177226475852,0.31342314254212444,0.180954935716954,0.0,0.0,0.0,0.5,0.5,0.2886751345948129,,,0.0,,,0.0,72.0,0.0,0.0,0.0,0.0,0.0
80,5.0,subset_ridge,3,-1.4953722711650002,0.8984959076272977,0.5187468541343975,0.30828445409989996,0.056897615772191934,0.0328498537823229,0.3820508951957866,0.06797317103120357,0.03924432859253786,0.0,0.0,0.0,0.45584782695114173,0.2686688884148,0.15511605504916237,0.0,0.0,0.0,0.5,0.0,0.0,,,0.0,,,0.0,80.0,0.0,0.0,0.0,0.0,0.0
96,5.0,subset_ridge,3,0.07302676209241638,0.39808178297876995,0.22983262456227901,0.17825499667747338,0.04629830148202888,0.026730336823671833,0.23188659307046997,0.05176823896359215,0.029888406701102804,0.0,0.0,0.0,0.21313863296836358,0.24879353109812408,0.14364101215213948,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,96.0,0.0,0.0,0.0,0.0,0.0
112,5.0,subset_ridge,3,0.29305116312364204,0.3244949658580498,0.18734725588882348,0.15407877138243467,0.03616820621565539,0.020881723594714536,0.2053434947768765,0.04196574297882752,0.024228933005568717,0.0,0.0,0.0,0.11560928057750124,0.044045585702326,0.025429730761852645,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,112.0,0.0,0.0,0.0,0.0,0.0
128,5.0,subset_ridge,3,0.47900606307463994,0.11557908330916757,0.06672961486123807,0.13509807565966384,0.019706028996696753,0.011377281145901445,0.18201468511625685,0.02072042352513066,0.011962942099957243,0.0,0.0,0.0,0.12752541406694048,0.04571418529856424,0.026393097187910494,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,128.0,0.0,0.0,0.0,0.0,0.0
192,5.0,subset_ridge,3,0.5167215181967223,0.03953469738549897,0.02282536817784824,0.12556414958239118,0.006310509086971088,0.0036433741200863424,0.1713287280007567,0.00712689815758021,0.004114716569765981,0.0,0.0,0.0,0.027958972996660867,0.010151782825575323,0.005861134547100533,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,192.0,0.0,0.0,0.0,0.0,0.0
256,5.0,subset_ridge,3,0.6230899979086263,0.04225566634318589,0.024396320338025378,0.10175014056703442,0.006314185064025202,0.0036454964464280658,0.14897478136838838,0.009461265179953719,0.005462463998520714,0.0,0.0,0.0,0.03817503699221073,0.047168083318889345,0.02723250560131946,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,256.0,0.0,0.0,0.0,0.0,0.0
16,8.0,finite_single,3,0.3360065820548675,0.05559962742586757,0.03210045986116753,0.14010219968240786,0.007009215425825727,0.004046772412908556,0.24531895902834744,0.005566254531951844,0.0032136785524003717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,64.0,0.0,0.0,0.0,0.0,0.0
24,8.0,finite_single,3,0.3327590538898595,0.05352624725167236,0.03090339325946349,0.1365233219000492,0.010602778444873458,0.006121516989305655,0.23949865328751685,0.01857222790482131,0.010722680780299669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,64.0,0.0,0.0,0.0,0.0,0.0
32,8.0,finite_single,3,0.31665439300551407,0.04809695226319589,0.027768788336356723,0.13734050834514647,0.004869276182423569,0.00281127791468088,0.2430827861380882,0.01128286286077578,0.0065141639098985306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,64.0,0.0,0.0,0.0,0.0,0.0
48,8.0,finite_single,3,0.33648187646061617,0.03019393890486876,0.017432478754621096,0.13936576328649064,0.0046137815179750925,0.0026637680013850413,0.2415729950114359,0.004996391310330486,0.002884667867996012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,64.0,0.0,0.0,0.0,0.0,0.0
56,8.0,finite_single,3,0.3167402657977217,0.036175262170724545,0.020885797352273094,0.1400719787525951,0.005944954254681815,0.003432320939260556,0.24545116976234627,0.006526415274647022,0.003768027615660743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,64.0,0.0,0.0,0.0,0.0,0.0
64,8.0,finite_single,3,0.3357099576673744,0.008521486378805374,0.004919882454699025,0.1399692705449709,0.004735982999802027,0.002734321059813194,0.24103209331259587,0.007581913731239598,0.0043774199337037025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,64.0,0.0,0.0,0.0,0.0,0.0
72,8.0,finite_single,3,0.33499652298998756,0.03489425035986544,0.020146204838438507,0.14043208986440128,0.008921232987733908,0.005150676266971544,0.24372669814360318,0.014461692025031404,0.008349461783589345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,64.0,0.0,0.0,0.0,0.0,0.0
80,8.0,finite_single,3,0.31554322073711727,0.023682182795623168,0.013672914612050956,0.1386366066654875,0.008860040706216071,0.005115346886764891,0.2386870282486965,0.014585692886423035,0.00842105371429355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,64.0,0.0,0.0,0.0,0.0,0.0
96,8.0,finite_single,3,0.3290277074748121,0.016803648076327546,0.009701590740235447,0.1370181540558609,0.006763483282258888,0.003904898893671703,0.23609329210828278,0.008941394204968247,0.005162316351168976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,64.0,0.0,0.0,0.0,0.0,0.0
112,8.0,finite_single,3,0.3370791280682038,0.036868600671603496,0.02128609652239509,0.13734359428410314,0.0019443769531927893,0.0011225865573319654,0.23859633155650992,0.00438573695415361,0.0025321064110754806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,64.0,0.0,0.0,0.0,0.0,0.0
128,8.0,finite_single,3,0.3391036178735389,0.02285497144389509,0.013195323915454044,0.1395632435985088,0.004947687917699223,0.002856548951149906,0.24230824495953832,0.009567675311174284,0.005523899916425407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,64.0,0.0,0.0,0.0,0.0,0.0
192,8.0,finite_single,3,0.35535537810099554,0.042609775046478685,0.02460076509319387,0.13435059742379415,0.008731712823214895,0.005041256748969628,0.23100617589827732,0.012823885364554762,0.007403873667282596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,64.0,0.0,0.0,0.0,0.0,0.0
256,8.0,finite_single,3,0.3706016193233788,0.0263246955229132,0.015198570046488875,0.1293805147424354,0.007687880015288621,0.004438599596324432,0.22363469089885776,0.011182715539561081,0.006456343827036601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,64.0,0.0,0.0,0.0,0.0,0.0
16,8.0,first_order_omp,3,0.1362437307642551,0.18517801125144592,0.10691257464402185,0.18669115862731678,0.04303175683992675,0.024844396395234225,0.27906907849138424,0.03288827031867814,0.018988051721670004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,1.7320508075688772,1.0,-1.8903214712046807,2.294953217339317,1.3249918578084523,16.0,0.0,0.0,0.0,0.0,0.0
24,8.0,first_order_omp,3,0.24003619977739069,0.10368418428408069,0.05986209170712077,0.16597941570904737,0.013996425487149255,0.008080840022698162,0.25507207913197455,0.020660862726833006,0.011928554657026946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.3430299587723831,0.2394690916007052,0.13825754449826233,24.0,0.0,0.0,0.0,0.0,0.0
32,8.0,first_order_omp,3,-0.010523934324500495,0.4795029978671397,0.27684118489582565,0.20393709841214983,0.06543332015980435,0.03777794500823402,0.290806540288394,0.06968253704618542,0.040231231521431224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2886751345948129,0.16666666666666669,6.333333333333333,5.131601439446884,2.96273147243853,0.17650688807304407,0.23568453218214555,0.13607252809919276,32.0,0.0,0.0,0.0,0.0,0.0
48,8.0,first_order_omp,3,0.37061305303213293,0.09109044035021589,0.0525910902567987,0.12758526680180238,0.023255214660211694,0.013426404444135752,0.23459827557875643,0.009736790320918233,0.005621538512825083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.28867513459481287,0.16666666666666666,1.3333333333333333,0.5773502691896257,0.3333333333333333,0.34742326576814436,0.40673035046286793,0.23482587732732765,48.0,0.0,0.0,0.0,0.0,0.0
56,8.0,first_order_omp,3,0.22586302879650785,0.24649695571978175,0.1423150837392393,0.15526471064540587,0.050558080517107556,0.029189721396262826,0.2587975342926385,0.036538204940076736,0.021095342457859018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.28867513459481287,0.16666666666666666,1.3333333333333333,0.5773502691896257,0.3333333333333333,0.402103042117168,0.4696665221864478,0.2711620930137009,56.0,0.0,0.0,0.0,0.0,0.0
64,8.0,first_order_omp,3,0.34209723544079657,0.06766119399810108,0.03906420856849515,0.14183831819884463,0.018837015995855584,0.010875556255936511,0.2397409541278794,0.01651504706462576,0.009534966868441025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.28867513459481287,0.16666666666666666,1.3333333333333333,0.5773502691896257,0.3333333333333333,0.5737533454322473,0.19453008669403707,0.11231199791828353,64.0,0.0,0.0,0.0,0.0,0.0
72,8.0,first_order_omp,3,0.15048795909002796,0.2335244046732814,0.13482537790046611,0.18692228282076426,0.04930413624488142,0.028465756333144278,0.27448330009321814,0.047063541231134806,0.02717214819881272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.28867513459481287,0.16666666666666666,5.666666666666667,2.309401076758503,1.3333333333333333,0.5270335346414305,0.0793995758358565,0.04584136648237386,72.0,0.0,0.0,0.0,0.0,0.0
80,8.0,first_order_omp,3,0.34948621258912294,0.08474107767874685,0.0489252840092435,0.1257529141219453,0.03062486196940166,0.017681272301929177,0.23269266337526015,0.024946415467374222,0.014402819685404758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.2886751345948129,0.16666666666666666,1.6666666666666667,0.5773502691896258,0.3333333333333333,0.27108312180116007,0.3214620269908641,0.18559618781741816,80.0,0.0,0.0,0.0,0.0,0.0
96,8.0,first_order_omp,3,0.3758737621457846,0.07727686132717425,0.04461581668937344,0.11503730968070414,0.03072810337304616,0.01774087875411485,0.2275046957790752,0.01747136668986912,0.010087098261506597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.2886751345948129,0.16666666666666666,1.6666666666666667,0.5773502691896258,0.3333333333333333,0.4629571341487772,0.2030988382854726,0.11725916895621787,96.0,0.0,0.0,0.0,0.0,0.0
112,8.0,first_order_omp,3,0.36017409253629357,0.1099089032075715,0.06345593485322794,0.12378939174934883,0.014918577277709158,0.008613244607211617,0.23382233282871678,0.01754256042848583,0.010128201985661568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.5773502691896258,0.4981048695890509,0.12402049569227315,0.07160326657296476,112.0,0.0,0.0,0.0,0.0,0.0
128,8.0,first_order_omp,3,0.4117020028390846,0.07388853180786502,0.042659563729297086,0.11064121322024094,0.02597385660572047,0.014996013103205455,0.22851027872895505,0.01979526587398424,0.011428802081025017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.2886751345948129,0.16666666666666666,1.6666666666666667,0.5773502691896258,0.3333333333333333,0.4621865728580785,0.153192850218041,0.088445933311312,128.0,0.0,0.0,0.0,0.0,0.0
192,8.0,first_order_omp,3,0.4197187390225325,0.07929324044794338,0.04577997371753782,0.10860688358101896,0.024574406158346072,0.014188040010696306,0.21904121309722532,0.02052389905207044,0.011849478642533575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.6666666666666665,1.1547005383792515,0.6666666666666666,0.5537686962721505,0.09530110922177637,0.055022121063262514,192.0,0.0,0.0,0.0,0.0,0.0
256,8.0,first_order_omp,3,0.4728525941494865,0.039156834095202216,0.02260720870547851,0.08885321327777378,0.011963749303803391,0.006907273881068085,0.204672036839847,0.013714460898613523,0.007918047691605118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.45529613336851743,0.046570102682424036,0.026887261319886037,256.0,0.0,0.0,0.0,0.0,0.0
16,8.0,lifted_omp,3,-0.22312937373419842,0.6227616893408925,0.35955162898195037,0.21240066299858615,0.0835566530080813,0.04824145610679988,0.32303510382913797,0.09024347291135604,0.05210209337797811,0.5,0.5,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.28867513459481287,0.16666666666666666,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.13164820828226828,0.7425909769895294,0.428735100462692,16.0,0.0,0.0,0.0,0.0,0.0
24,8.0,lifted_omp,3,0.3991328933496841,0.22990434057220996,0.13273533291722883,0.144211482777239,0.031863212522921756,0.018396234327355133,0.2227898774183438,0.035758121743987105,0.020644961214606367,1.0,0.0,0.0,0.0,0.0,0.0,1.6808267829496122,2.9112773867912733,1.6808267829496122,0.5,0.0,0.0,1.3333333333333333,0.5773502691896258,0.3333333333333333,0.2801730080449141,0.5569830330910673,0.321574304089182,24.0,0.0,0.0,0.0,0.0,0.0
32,8.0,lifted_omp,3,-0.21047176150562988,0.3264748380085038,0.18849033560784914,0.21504924374871662,0.037266911676649084,0.02151606148837935,0.32190771928763734,0.05039673267746257,0.029096567177610614,0.16666666666666666,0.2886751345948129,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.3333333333333335,1.1547005383792517,0.6666666666666666,0.1717375191323636,0.18690284570290033,0.1079084082788766,32.0,0.0,0.0,0.0,0.0,0.0
48,8.0,lifted_omp,3,0.38054998353424674,0.5812299070539261,0.33557324329864546,0.1284950957366177,0.11570214000530248,0.06680066167787715,0.19400186815791817,0.16396764934675626,0.0946667664887399,0.6666666666666666,0.5773502691896258,0.33333333333333337,0.0,0.0,0.0,3.451574240253668,5.978301950215299,3.451574240253668,0.6666666666666666,0.2886751345948129,0.16666666666666666,2.6666666666666665,1.5275252316519468,0.8819171036881969,0.07120929202204358,1.004880632270788,0.5801681035449808,48.0,0.0,0.0,0.0,0.0,0.0
56,8.0,lifted_omp,3,0.462836834435883,0.4865678563575389,0.2809200828470443,0.11157773128328835,0.08905437806686231,0.051415569149417674,0.18263887687580607,0.14579500097853668,0.08417478306145991,0.6666666666666666,0.5773502691896258,0.33333333333333337,0.0,0.0,0.0,3.46281015444266,5.997763124460118,3.46281015444266,0.6666666666666666,0.2886751345948129,0.16666666666666666,4.666666666666667,4.041451884327381,2.3333333333333335,-0.08071084581200416,1.2349009315734667,0.7129703852664606,56.0,0.0,0.0,0.0,0.0,0.0
64,8.0,lifted_omp,3,0.8060050427202707,0.17003318370479462,0.09816870438313224,0.05663872723414587,0.045522770680535445,0.026282583906664745,0.1104992904950528,0.08629755458679435,0.04982391637109215,1.0,0.0,0.0,0.0,0.0,0.0,7.2617981387138775,2.7592991682424675,1.5930821175594991,0.8333333333333334,0.2886751345948129,0.16666666666666666,3.0,1.0,0.5773502691896258,0.7547030689025979,0.2547905545973571,0.14710339528375818,64.0,0.0,0.0,0.0,0.0,0.0
72,8.0,lifted_omp,3,0.998325486392791,0.00010798297040031254,6.234399702851584e-05,0.009721802588082034,0.00016414639042722123,9.47699626996612e-05,0.012215961678676099,0.0003016165287181767,0.00017413838404747986,1.0,0.0,0.0,0.0,0.0,0.0,10.42244510907759,0.03745316991160287,0.02162359773046871,1.0,0.0,0.0,5.333333333333333,1.5275252316519468,0.8819171036881969,0.9978862553674847,0.0007227347759285334,0.00041727111743507445,72.0,0.0,0.0,0.0,0.0,0.0
80,8.0,lifted_omp,3,0.9159501557956556,0.14264322153457537,0.08235510235106254,0.024624756102393102,0.026644238604084092,0.015383058330420571,0.056101412678119904,0.07667816746439576,0.044270160626536104,1.0,0.0,0.0,0.0,0.0,0.0,8.788334870265503,2.8013955245883917,1.6173864602277208,1.0,0.0,0.0,4.0,1.0,0.5773502691896258,0.8402459309862224,0.27456962363829357,0.15852284611886303,80.0,0.0,0.0,0.0,0.0,0.0
96,8.0,lifted_omp,3,0.9983193174587596,0.00023217749960386267,0.00013404774189609484,0.009171050286209733,0.00031196685287242503,0.00018011414648413514,0.011783558996154834,0.0006420720404325799,0.00037070046538288225,1.0,0.0,0.0,0.0,0.0,0.0,10.387521012419242,0.11310841974465456,0.06530317658718988,1.0,0.0,0.0,4.0,0.0,0.0,0.9981116541058773,0.0009593638979119053,0.0005538890047102472,96.0,0.0,0.0,0.0,0.0,0.0
112,8.0,lifted_omp,3,0.9982554095534067,0.0001652259883526106,9.53932688525017e-05,0.009511657482177667,0.0005618112028735688,0.00032436184921280235,0.0122368766834272,0.0006041167989458845,0.0003487869964933814,1.0,0.0,0.0,0.0,0.0,0.0,10.422807144838911,0.029425608431742776,0.01698888294913559,1.0,0.0,0.0,4.666666666666667,0.5773502691896258,0.33333333333333337,0.9982740044346162,0.00011324825147698752,6.5383908475486e-05,112.0,0.0,0.0,0.0,0.0,0.0
