budget_measurements,epsilon,method,n,heldout_r2_mean,heldout_r2_std,heldout_r2_sem,mae_mean,mae_std,mae_sem,rmse_mean,rmse_std,rmse_sem,pair_topk_recall_mean,pair_topk_recall_std,pair_topk_recall_sem,confound_abs_coef_mean,confound_abs_coef_std,confound_abs_coef_sem,true_pair_abs_coef_mean_mean,true_pair_abs_coef_mean_std,true_pair_abs_coef_mean_sem,main_topk_overlap_mean,main_topk_overlap_std,main_topk_overlap_sem,omp_k_mean,omp_k_std,omp_k_sem,omp_val_r2_mean,omp_val_r2_std,omp_val_r2_sem,budget_forward_mean,budget_forward_std,budget_forward_sem,budget_backward_mean,budget_backward_std,budget_backward_sem
128,8.0,lifted_omp,3,0.9983820404129741,0.0004722140511983005,0.00027263290957446254,0.0092857188000887,0.0009484030488916356,0.0005475607555778477,0.011890411771217933,0.0015150955338476028,0.0008747408143149133,1.0,0.0,0.0,0.0,0.0,0.0,10.376273327822103,0.05900419317971321,0.03406608681562462,1.0,0.0,0.0,4.666666666666667,1.1547005383792517,0.6666666666666667,0.9987922403400633,0.0003237810792947108,0.00018693509328929984,128.0,0.0,0.0,0.0,0.0,0.0
192,8.0,lifted_omp,3,0.9983195925585949,0.0001969375698432701,0.00011370195896256901,0.0092889344457721,0.00048218847913841355,0.0002783916482306994,0.011772350432031198,0.0005040945250774594,0.00029103910975048793,1.0,0.0,0.0,0.0,0.0,0.0,10.443765245841071,0.05706713237147685,0.03294772423655165,1.0,0.0,0.0,4.0,0.0,0.0,0.9981983216787628,0.0006061352879449358,0.00034995237166034004,192.0,0.0,0.0,0.0,0.0,0.0
256,8.0,lifted_omp,3,0.9982885876976241,4.134447762832951e-05,2.3870245288220504e-05,0.009154093186836467,0.0003871909453310863,0.00022354479651468835,0.011659094303156833,0.0004179858612287214,0.00024132424949786004,1.0,0.0,0.0,0.0,0.0,0.0,10.404112006382526,0.012566736230665093,0.0072554085456096465,1.0,0.0,0.0,4.333333333333333,0.5773502691896258,0.33333333333333337,0.9975945754557203,0.00034309452879688313,0.00019808571855835997,256.0,0.0,0.0,0.0,0.0,0.0
16,8.0,multigain_atp,3,0.28306215188173245,0.3116297247629871,0.17991950547939964,0.14468503044558426,0.0517653385894726,0.029886732169324127,0.2508485233719278,0.04843400293703974,0.027963384633631017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,16.0,0.0,0.0,1.0,0.0,0.0
24,8.0,multigain_atp,3,0.28945502726232536,0.18815556560774457,0.10863166645315762,0.15013054945608373,0.03598164126890929,0.020774010272489325,0.24632810467306474,0.04087218686751488,0.023597568090328407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,24.0,0.0,0.0,1.0,0.0,0.0
32,8.0,multigain_atp,3,0.36877661479994456,0.06716670534031498,0.03877871540881112,0.11939684713714284,0.008400497902119967,0.00485002972511585,0.2335086980200983,0.014274619291725072,0.008241455290656894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,32.0,0.0,0.0,1.0,0.0,0.0
48,8.0,multigain_atp,3,0.413093087209725,0.053350614605521304,0.0308019917039297,0.10648411056275382,0.006916910366939665,0.003993480062313131,0.22694628199635813,0.003928788921602799,0.0022682873414765956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,48.0,0.0,0.0,1.0,0.0,0.0
56,8.0,multigain_atp,3,0.3514477948646075,0.09339441013164455,0.0539212878303113,0.12790094064757582,0.022212927225333533,0.012824639513035882,0.23867874880116738,0.014384211259842279,0.008304728242950386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,56.0,0.0,0.0,1.0,0.0,0.0
64,8.0,multigain_atp,3,0.4042613487224396,0.011285874569050412,0.006515902720481616,0.12228483988660473,0.014761161632375298,0.008522360642003457,0.22825285818687602,0.007352965275982594,0.004245236481430519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,64.0,0.0,0.0,1.0,0.0,0.0
72,8.0,multigain_atp,3,0.3872372293573494,0.05342740399563368,0.030846326078981988,0.12139384233522056,0.011592200388703006,0.0066927600149177665,0.23359136516775117,0.007931359562573199,0.004579172578491352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,72.0,0.0,0.0,1.0,0.0,0.0
80,8.0,multigain_atp,3,0.38892967472698864,0.0175502543929058,0.010132644098090575,0.11245141090928436,0.007746989741319185,0.0044727266125598976,0.2255366287128138,0.01359280123305818,0.007847807450947219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,80.0,0.0,0.0,1.0,0.0,0.0
96,8.0,multigain_atp,3,0.41527479040795073,0.01299492973495331,0.007502626180575551,0.10146663887106823,0.009461242687126488,0.005462451012280857,0.2204229729044628,0.009095352456670877,0.005251204189233454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,96.0,0.0,0.0,1.0,0.0,0.0
112,8.0,multigain_atp,3,0.4057099086956084,0.07154425961367648,0.041306097546928586,0.1059805155933405,0.008685293138455058,0.005014456331477835,0.22566589021990047,0.011502971103321375,0.006641243462983086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,112.0,0.0,0.0,1.0,0.0,0.0
128,8.0,multigain_atp,3,0.44073613085475705,0.031985836765494276,0.018467031466813555,0.09768807314951823,0.0037171873660141546,0.0021461191263965483,0.222879457364199,0.010775975117287895,0.006221512134746875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,128.0,0.0,0.0,1.0,0.0,0.0
192,8.0,multigain_atp,3,0.4412929204597093,0.054546905566886426,0.03149267061250298,0.1009224826770736,0.012497446471487511,0.007215404084496252,0.21494728621206918,0.013971676469677109,0.00806655117079844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,192.0,0.0,0.0,1.0,0.0,0.0
256,8.0,multigain_atp,3,0.47284584924749645,0.039155707541078374,0.02260655828915186,0.08885494550593283,0.011965033126000455,0.006908015096159153,0.204673349350773,0.013714258335455915,0.007917930741711541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,256.0,0.0,0.0,1.0,0.0,0.0
16,8.0,raw_atp,3,0.4263722147171727,0.0806854549200399,0.046583769117772435,0.11459742412987163,0.010134980398614213,0.0058514336613714945,0.2276841169927659,0.011679221479845245,0.0067430016653139205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24,8.0,raw_atp,3,0.3928599781570954,0.07184991284422806,0.04148256652186624,0.11389077247362496,0.011442712020089386,0.006606452865057974,0.2281806258243314,0.018447700516492648,0.010650784859126631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32,8.0,raw_atp,3,0.37229475867701245,0.07597921461548139,0.043866620011064526,0.11502474054386387,0.009445555587682083,0.005453394061193824,0.23281120396824337,0.016025826912887238,0.009252515482141796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48,8.0,raw_atp,3,0.3835544589246245,0.06831611021325275,0.03944232462160962,0.1159235908953971,0.004954103472592689,0.0028602529734946527,0.23244887193332475,0.005850548405769939,0.0033778156969782123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
56,8.0,raw_atp,3,0.35873684076513795,0.06992077740175523,0.04036877965485129,0.1179620353971206,0.0057357093700571675,0.0033115133487959664,0.23755022677476256,0.010887238776279045,0.006285750238216444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
64,8.0,raw_atp,3,0.40375019061522055,0.02183844523634754,0.012608432235888154,0.11527017160994969,0.006036042126283755,0.003484910546449844,0.22832526048740423,0.007921052800149184,0.004573221966431372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72,8.0,raw_atp,3,0.3866346876447957,0.034582572202438856,0.019966257370347736,0.11692511958625819,0.00581688068211458,0.0033583776276627894,0.23394155379972273,0.010522105814478303,0.006074940624430774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
80,8.0,raw_atp,3,0.36826929900754174,0.013890223218650178,0.008019524114391665,0.11621848088364763,0.007723487985890424,0.004459157867736676,0.22927987712396294,0.012436703302939946,0.0071803339997838864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
96,8.0,raw_atp,3,0.38298653410616956,0.007886953785895453,0.004553534891372871,0.11428204948825504,0.004540178629296993,0.0026212733537936046,0.22647712280085308,0.01060571809685256,0.006123214198167112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
112,8.0,raw_atp,3,0.3945722251571009,0.0848874327861092,0.049009782169876434,0.11359951935215518,0.006038751258839317,0.003486474664860071,0.2276674097382251,0.013865460051537635,0.008005227093193259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
128,8.0,raw_atp,3,0.4240691767448041,0.03930936331437407,0.022695271491226666,0.1136714598310613,0.005841902347023185,0.003372823892633341,0.22618069085229106,0.012611193507565451,0.007281075966395372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
192,8.0,raw_atp,3,0.42598456982630245,0.04748182298721479,0.02741364328328262,0.10932660277085306,0.010150526705256591,0.005860409325696375,0.21797021601082925,0.014099559281132693,0.008140384346417047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
256,8.0,raw_atp,3,0.4446383460007804,0.04633619716826238,0.02675221590831986,0.10428004431719588,0.008396278841331638,0.004847593849233981,0.21005230654558313,0.01463498532422571,0.008449512716527937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16,8.0,scalar_cal_atp,3,0.4242103038776443,0.07670098396420214,0.04428333373884127,0.11491049882327697,0.010899952998638496,0.006293090797918203,0.22815842507691822,0.010972468055422025,0.006334957385472475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,16.0,0.0,0.0,1.0,0.0,0.0
24,8.0,scalar_cal_atp,3,0.39443338744615525,0.06733706025881789,0.03887706986686655,0.11314595187830719,0.008568519907688596,0.004947037275260682,0.22790319883432775,0.017511891768899338,0.010110495426793627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,24.0,0.0,0.0,1.0,0.0,0.0
32,8.0,scalar_cal_atp,3,0.3755622675384969,0.06157411486497349,0.035549831792405374,0.1140705154845611,0.00713433946258066,0.004119012809211111,0.232319298290622,0.014433149285817938,0.008332982625421042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,32.0,0.0,0.0,1.0,0.0,0.0
48,8.0,scalar_cal_atp,3,0.3870017844916644,0.06923801768366405,0.03997458814781951,0.11602117031775037,0.013106286865542903,0.007566918249897649,0.2318288964555951,0.008536258768255036,0.004928411297724344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,48.0,0.0,0.0,1.0,0.0,0.0
56,8.0,scalar_cal_atp,3,0.36735707343855156,0.04537436732933497,0.026196903191900503,0.11753270812587359,0.0009792391173964812,0.0005653639680298694,0.23609031910394193,0.006186465067621868,0.0035717572721237017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,56.0,0.0,0.0,1.0,0.0,0.0
64,8.0,scalar_cal_atp,3,0.40843576923271546,0.033669011583932026,0.019438812901331783,0.11587254226608852,0.014626830148390864,0.008444804323564401,0.2274581767197289,0.011564357605436892,0.006676684976504085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,64.0,0.0,0.0,1.0,0.0,0.0
72,8.0,scalar_cal_atp,3,0.38485962908825117,0.03950537246648512,0.022808437427961608,0.11921258978952347,0.011018756205763694,0.0063616818615325295,0.2342897953431823,0.012121322445877,0.0069982487770613435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,72.0,0.0,0.0,1.0,0.0,0.0
80,8.0,scalar_cal_atp,3,0.386416228594912,0.01914284481188144,0.011052126605194985,0.11215292881348866,0.0070993814761196586,0.004098829806317528,0.22600774292775894,0.013917792976182631,0.008035441521324524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,80.0,0.0,0.0,1.0,0.0,0.0
96,8.0,scalar_cal_atp,3,0.40182219585764445,0.004390912950693909,0.002535094774071338,0.10967447830060943,0.005110896150873965,0.002950777268507306,0.2230124715950724,0.010915970928581759,0.006302338754082804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,96.0,0.0,0.0,1.0,0.0,0.0
112,8.0,scalar_cal_atp,3,0.39791900453762263,0.07525170432884602,0.04344659175123739,0.11100895853593663,0.004263538726934678,0.002461555231696133,0.2271223182608498,0.012293961390686088,0.007097921918319482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,112.0,0.0,0.0,1.0,0.0,0.0
128,8.0,scalar_cal_atp,3,0.4315080070384954,0.034066338065018575,0.019668209452143273,0.10954605897751486,0.005233260937212845,0.00302142461083939,0.22473523987203434,0.011944730117979549,0.006896293149012922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,128.0,0.0,0.0,1.0,0.0,0.0
192,8.0,scalar_cal_atp,3,0.43737928409165067,0.048329944876929175,0.027903306684614836,0.10444693709272973,0.010899169168675789,0.006292638253478234,0.21580402886758823,0.014595744490630988,0.008426857010688798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,192.0,0.0,0.0,1.0,0.0,0.0
256,8.0,scalar_cal_atp,3,0.45524629040530035,0.044631458519378116,0.025767984590488572,0.1000514558269841,0.009065096432164556,0.00523373586534012,0.20804575200736827,0.014514181522962149,0.008379766609349287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,256.0,0.0,0.0,1.0,0.0,0.0
16,8.0,subset_ridge,3,-0.11060485392869883,0.03250542958886522,0.018767018523255765,0.23663290977556262,0.0051834890384755625,0.0029926887917053474,0.3175415085434126,0.0019051694746342188,0.0010999501090319195,0.0,0.0,0.0,0.08294804300695546,0.098987430599734,0.05715041970314583,0.0,0.0,0.0,0.5,0.0,0.0,,,0.0,,,0.0,16.0,0.0,0.0,0.0,0.0,0.0
24,8.0,subset_ridge,3,-0.1205410060989676,0.2272271445148959,0.13118965305286515,0.22872238997251135,0.033408077907554526,0.019288162773034592,0.3099112466190039,0.04243983465073808,0.02450264995996683,0.0,0.0,0.0,0.11224310093917189,0.021957791067557714,0.012677336583664009,0.0,0.0,0.0,0.6666666666666666,0.28867513459481287,0.16666666666666666,,,0.0,,,0.0,24.0,0.0,0.0,0.0,0.0,0.0
32,8.0,subset_ridge,3,-0.17924498776736378,0.1471723591086724,0.08497000114866429,0.23644803035015527,0.01643187530567564,0.009486947631022197,0.319095797753652,0.022830854173842032,0.013181399803096785,0.0,0.0,0.0,0.0607618317880863,0.039201030836415816,0.02263272570591549,0.0,0.0,0.0,0.5,0.0,0.0,,,0.0,,,0.0,32.0,0.0,0.0,0.0,0.0,0.0
48,8.0,subset_ridge,3,-1.070855028366352,0.6587121682710723,0.38030764766978564,0.33117685262878965,0.06365428812847222,0.03675082038604744,0.4240693321232422,0.0709782421947278,0.04097930723773254,0.0,0.0,0.0,0.5043563284684068,0.4225626870618396,0.24396668112464465,0.0,0.0,0.0,0.3333333333333333,0.2886751345948129,0.16666666666666669,,,0.0,,,0.0,48.0,0.0,0.0,0.0,0.0,0.0
56,8.0,subset_ridge,3,-1.754812714682432,1.364557535508876,0.7878276604507819,0.38009616064572044,0.10270230547861742,0.05929520371447495,0.47870079384104985,0.11762386684492886,0.06791017118604438,0.0,0.0,0.0,0.4178197333429559,0.25230604445586363,0.14566896268476257,0.0,0.0,0.0,0.5,0.5,0.2886751345948129,,,0.0,,,0.0,56.0,0.0,0.0,0.0,0.0,0.0
64,8.0,subset_ridge,3,-12.73446763431987,4.117089620828174,2.3770028008629605,0.8813228778314128,0.14844574988129733,0.08570519365402289,1.0892713587760712,0.18691638073898367,0.10791622273560281,0.0,0.0,0.0,1.0442980266107431,0.8597296350250231,0.4963651362119958,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,64.0,0.0,0.0,0.0,0.0,0.0
72,8.0,subset_ridge,3,-2.8846608408396874,2.3290597711373566,1.3446832858248812,0.4423880573496739,0.12094011040906837,0.06982480530049869,0.56617558425569,0.1485625972934994,0.08577265553891186,0.0,0.0,0.0,0.36652589818255654,0.5137927478473362,0.2966383812773371,0.0,0.0,0.0,0.3333333333333333,0.2886751345948129,0.16666666666666669,,,0.0,,,0.0,72.0,0.0,0.0,0.0,0.0,0.0
80,8.0,subset_ridge,3,-3.617245921570278,1.734336300293075,1.0013195298395463,0.4917687421433776,0.09094527459388711,0.05250727876830515,0.6101341516526505,0.10884002151457238,0.06283881572004302,0.0,0.0,0.0,0.7316343342240242,0.42152007847594214,0.24336473077691742,0.0,0.0,0.0,0.16666666666666666,0.2886751345948129,0.16666666666666669,,,0.0,,,0.0,80.0,0.0,0.0,0.0,0.0,0.0
96,8.0,subset_ridge,3,-0.7205468951592403,0.7457084197194515,0.43053495686199567,0.28452727750571594,0.07194731334366425,0.0415388007264349,0.36988147129482146,0.0802694594189312,0.046343594003225665,0.0,0.0,0.0,0.33806638911378384,0.3919683518865616,0.2263030334755203,0.0,0.0,0.0,0.5,0.5,0.2886751345948129,,,0.0,,,0.0,96.0,0.0,0.0,0.0,0.0,0.0
112,8.0,subset_ridge,3,-0.29382852491107514,0.5720550216514529,0.33027612074174356,0.24613140324116048,0.058224244142797636,0.03361578302920671,0.3280642225866618,0.06762760958052118,0.03904481859596482,0.0,0.0,0.0,0.18489140197666157,0.06514792490043393,0.03761317197841105,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,112.0,0.0,0.0,0.0,0.0,0.0
128,8.0,subset_ridge,3,0.039044757012268165,0.17838587537295478,0.10299113316620248,0.21638497710989477,0.032084939286000515,0.0185242483337052,0.29169135990255174,0.03363679595024354,0.019420213196549616,0.0,0.0,0.0,0.2022764587272078,0.08608483801502724,0.04970110440112132,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,128.0,0.0,0.0,0.0,0.0,0.0
192,8.0,subset_ridge,3,0.09516072876753119,0.029363296671598062,0.016952907237641986,0.20040507046684883,0.010214483158249596,0.005897334601048307,0.273710898172234,0.0111173486536482,0.00641860423785871,0.0,0.0,0.0,0.049137825489400266,0.0133512899946007,0.00770837087241147,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,192.0,0.0,0.0,0.0,0.0,0.0
256,8.0,subset_ridge,3,0.2839366134523274,0.06912944341964761,0.03991190276726254,0.16242464245752827,0.009989745652932673,0.0057675823418565746,0.23836747306049888,0.015097560100995324,0.008716580388416204,0.0,0.0,0.0,0.061339864654971765,0.07649320165669903,0.044163370567671514,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,256.0,0.0,0.0,0.0,0.0,0.0
