method,heldout_r2,mae,rmse,seed,epsilon,budget_forward,budget_backward,gain,omp_k,omp_val_r2,main_topk_overlap,confound_abs_coef,pair_topk_recall,true_pair_abs_coef_mean,source_file,source_dir,budget_measurements,n_components,n_pairs,lifted_dim
multigain_atp,0.3987944829469595,0.119424002064034,0.2238417271999682,0,8.0,32,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m32/claim3_results.csv,runs/claim3_budget_m32,32,64,2016,2080
raw_atp,0.4112238326863457,0.1082653298297026,0.2215157858231734,0,8.0,0,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m32/claim3_results.csv,runs/claim3_budget_m32,32,64,2016,2080
scalar_cal_atp,0.4290492233986697,0.105885465950829,0.2181367827850241,0,8.0,32,1,0.8023613268230035,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m32/claim3_results.csv,runs/claim3_budget_m32,32,64,2016,2080
subset_ridge,-0.0918216676692196,0.2239231422031294,0.3016514546886893,0,8.0,32,0,,,,0.5,0.1020546913000424,0.0,0.0,runs/claim3_budget_m32/claim3_results.csv,runs/claim3_budget_m32,32,64,2016,2080
finite_single,0.3394772098662643,0.133778870278465,0.2411188404513095,1,8.0,64,0,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m32/claim3_results.csv,runs/claim3_budget_m32,32,64,2016,2080
first_order_omp,0.3168356122649799,0.1600956763748009,0.2452165921774527,1,8.0,32,0,,5.0,0.145345949630373,0.5,0.0,0.0,0.0,runs/claim3_budget_m32/claim3_results.csv,runs/claim3_budget_m32,32,64,2016,2080
lifted_omp,-0.4348032752875495,0.2418209642073514,0.3553721769904271,1,8.0,32,0,,3.0,0.1853499081264746,0.5,0.0,0.0,0.0,runs/claim3_budget_m32/claim3_results.csv,runs/claim3_budget_m32,32,64,2016,2080
multigain_atp,0.4156995949565334,0.1109828046888895,0.2267803058881828,1,8.0,32,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m32/claim3_results.csv,runs/claim3_budget_m32,32,64,2016,2080
raw_atp,0.4209201361323249,0.1109915318006764,0.2257649272625509,1,8.0,0,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m32/claim3_results.csv,runs/claim3_budget_m32,32,64,2016,2080
scalar_cal_atp,0.3893863972038048,0.1173552515011344,0.2318304512448833,1,8.0,32,1,0.6346060823743576,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m32/claim3_results.csv,runs/claim3_budget_m32,32,64,2016,2080
subset_ridge,-0.0967521486380187,0.2303673828846882,0.3107001693813221,1,8.0,32,0,,,,0.5,0.0240562727396461,0.0,0.0,runs/claim3_budget_m32/claim3_results.csv,runs/claim3_budget_m32,32,64,2016,2080
finite_single,0.2613948821086281,0.1428890722281541,0.2552186902319207,2,8.0,64,0,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m32/claim3_results.csv,runs/claim3_budget_m32,32,64,2016,2080
first_order_omp,-0.5609205554628813,0.2791491471175699,0.3710194857694058,2,8.0,32,0,,12.0,-0.0420471033184184,0.0,0.0,0.0,0.0,runs/claim3_budget_m32/claim3_results.csv,runs/claim3_budget_m32,32,64,2016,2080
lifted_omp,-0.3606842598034587,0.2308400684523847,0.346405676193249,2,8.0,32,0,,1.0,-0.021599372251952,0.5,0.0,0.5,0.0,runs/claim3_budget_m32/claim3_results.csv,runs/claim3_budget_m32,32,64,2016,2080
multigain_atp,0.2918357664963407,0.127783734658505,0.2499040609721439,2,8.0,32,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m32/claim3_results.csv,runs/claim3_budget_m32,32,64,2016,2080
raw_atp,0.2847403072123667,0.1258173600012126,0.2511528988190057,2,8.0,0,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m32/claim3_results.csv,runs/claim3_budget_m32,32,64,2016,2080
scalar_cal_atp,0.3082511820130162,0.1189708290017199,0.2469906608419586,2,8.0,32,1,0.7204485261743669,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m32/claim3_results.csv,runs/claim3_budget_m32,32,64,2016,2080
subset_ridge,-0.349161146994853,0.2550535659626483,0.3449357691909446,2,8.0,32,0,,,,0.5,0.0561745313245704,0.0,0.0,runs/claim3_budget_m32/claim3_results.csv,runs/claim3_budget_m32,32,64,2016,2080
finite_single,0.6162265431406577,0.1031130906876167,0.1641381452828887,0,5.0,64,0,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
first_order_omp,0.7202303200147855,0.0651322568720382,0.1401433122460765,0,5.0,48,0,,2.0,0.6245860283324418,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
lifted_omp,0.7809140975888754,0.0628833260867267,0.1240164430447213,0,5.0,48,0,,15.0,0.9297733014567702,1.0,0.0,0.5,3.3909997509358973,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
multigain_atp,0.7202109947689447,0.0651292745786245,0.1401481524010112,0,5.0,48,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
raw_atp,0.7168492147938954,0.0692582737317059,0.1409876071787619,0,5.0,0,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
scalar_cal_atp,0.718187496569772,0.0674069655372328,0.1406540311675007,0,5.0,48,1,0.9137878143483336,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
subset_ridge,-0.0633778976213386,0.2140384700925288,0.2732221278414146,0,5.0,48,0,,,,1.0,0.5735224109347562,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
finite_single,0.5711555222866379,0.0972630011350873,0.1565680768757063,1,5.0,64,0,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
first_order_omp,0.6505174628867649,0.0653933358167941,0.1413403121487723,1,5.0,48,0,,2.0,0.9277281083484624,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
lifted_omp,0.6505174628867649,0.0653933358167941,0.1413403121487723,1,5.0,48,0,,2.0,0.7361125120590458,1.0,0.0,1.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
multigain_atp,0.6505675027118163,0.0653818564152543,0.1413301930484889,1,5.0,48,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
raw_atp,0.6334509766391063,0.0710167987814406,0.1447502556850595,1,5.0,0,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
scalar_cal_atp,0.6426545556486087,0.0684614611872403,0.1429214557390666,1,5.0,48,1,0.93200149392687,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
subset_ridge,0.0084450633182867,0.1820731965282935,0.2380738508550881,1,5.0,48,0,,,,1.0,0.1139677467325072,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
finite_single,0.5662612984212168,0.1064751185355028,0.1644293420649599,2,5.0,64,0,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
first_order_omp,0.477575275160107,0.1222169949735639,0.1804583960035517,2,5.0,48,0,,1.0,0.3128917031094981,0.5,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
lifted_omp,0.9979645986563211,0.0090060711643371,0.011263938224062,2,5.0,48,0,,4.0,0.9978457277875694,1.0,0.0,1.0,6.444241506116853,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
multigain_atp,0.6640115909484507,0.0733080816233613,0.1447196085659202,2,5.0,48,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
raw_atp,0.651947407412906,0.0743480094750353,0.1472948858088216,2,5.0,0,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
scalar_cal_atp,0.6381135692753277,0.0823781450639968,0.1501935841033617,2,5.0,48,1,1.0679758495128275,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
subset_ridge,-0.7006599540957297,0.2599122023668919,0.3255921864878949,2,5.0,48,0,,,,0.5,0.2764109951991146,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
finite_single,0.3711674541761851,0.1419010607556232,0.2441348575246492,0,8.0,64,0,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
first_order_omp,0.4731058910692278,0.1015336326053048,0.2234724335112215,0,8.0,48,0,,2.0,0.348547679517581,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
lifted_omp,-0.15553765673996,0.2408222591078871,0.3309438678108329,0,8.0,48,0,,3.0,-0.9963652306285364,0.5,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
multigain_atp,0.4730898471389764,0.1015309695642436,0.2234758358541044,0,8.0,48,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
raw_atp,0.4603773553215021,0.1115708608725326,0.2261556123949919,0,8.0,0,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
scalar_cal_atp,0.466635321865853,0.1074078070159223,0.2248404327543536,0,8.0,48,1,0.8445753440108543,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
subset_ridge,-0.8169837622298324,0.3242099291662675,0.4149901703610412,0,8.0,48,0,,,,0.5,0.9423844360585618,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
finite_single,0.3160801710472731,0.1340402604450267,0.2358152823805057,1,8.0,64,0,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
first_order_omp,0.298900028615459,0.1349728859910173,0.2387587649850534,1,8.0,48,0,,1.0,0.7535902436809666,0.5,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
lifted_omp,0.298900028615459,0.1349728859910173,0.2387587649850534,1,8.0,48,0,,1.0,0.2112979833048732,0.5,0.0,1.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
multigain_atp,0.3709876978174706,0.1035344996504696,0.2261512115922541,1,8.0,48,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
raw_atp,0.3296261535519622,0.1148853879376933,0.2334682781750629,1,8.0,0,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
scalar_cal_atp,0.3533313876383156,0.109551385252948,0.2293032657595348,1,8.0,48,1,0.8592758979635675,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
subset_ridge,-0.5768528579461645,0.2712926184871292,0.3580675245765178,1,8.0,48,0,,,,0.5,0.0991763346690878,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
finite_single,0.3221980041583904,0.142155968658822,0.2447688451291528,2,8.0,64,0,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
first_order_omp,0.339833239411712,0.146249281809085,0.2415636282399944,2,8.0,48,0,,1.0,-0.0598681258941147,0.5,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
lifted_omp,0.9982875787272412,0.0096901421109486,0.0123029716778682,2,8.0,48,0,,4.0,0.998695123389794,1.0,0.0,1.0,10.354722720761004,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
multigain_atp,0.3952017166727279,0.1143868624735483,0.2312117985427159,2,8.0,48,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
raw_atp,0.3606598679004091,0.1213145238759654,0.2377227252299194,2,8.0,0,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
scalar_cal_atp,0.3410386439708246,0.1311043186843808,0.2413429908528969,2,8.0,48,1,1.0793819939113367,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
subset_ridge,-1.8187284649230593,0.3980280102329723,0.4991503014321677,2,8.0,48,0,,,,0.0,0.4715082146775708,0.0,0.0,runs/claim3_budget_m48/claim3_results.csv,runs/claim3_budget_m48,48,64,2016,2080
finite_single,0.5978375782424321,0.1036538576198135,0.1660234102032662,0,5.0,64,0,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
first_order_omp,0.6874206634026264,0.071119381710886,0.1463688696841118,0,5.0,56,0,,2.0,0.9721090931996028,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
lifted_omp,0.9980781812817652,0.0093135991507152,0.0114769052439406,0,5.0,56,0,,4.0,0.9980505894672838,1.0,0.0,1.0,6.556516261906977,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
multigain_atp,0.6875499085981567,0.0709867895565201,0.1463386062807631,0,5.0,56,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
raw_atp,0.6849494904443645,0.0725362276058413,0.1469463082409003,0,5.0,0,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
scalar_cal_atp,0.6823817730159306,0.0744528520983986,0.1475439122807043,0,5.0,56,1,1.0185765820364778,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
subset_ridge,0.2072376142085936,0.1824001999076763,0.2330988358164024,0,5.0,56,0,,,,1.0,0.2253890237482883,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
finite_single,0.5759344557893012,0.0970444105791883,0.1593042563000849,1,5.0,64,0,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
first_order_omp,0.6620602957795059,0.0748623743391957,0.1422101176710886,1,5.0,56,0,,2.0,0.6580783581895928,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
lifted_omp,0.6108939597155163,0.083265446019475,0.152596605288485,1,5.0,56,0,,3.0,0.2908235052605636,1.0,0.0,0.5,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
multigain_atp,0.6619562990417918,0.0749160746684524,0.1422319976847205,1,5.0,56,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
raw_atp,0.6661647370219161,0.0697269574550873,0.1413438740503718,1,5.0,0,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
scalar_cal_atp,0.6563420413582148,0.0739698129571296,0.1434082344141967,1,5.0,56,1,0.789391742111071,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
subset_ridge,-1.2684929943395695,0.3000556214239,0.3684508876725588,1,5.0,56,0,,,,0.5,0.4544290033420282,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
finite_single,0.5299301955393322,0.106964789531777,0.1684009447818139,2,5.0,64,0,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
first_order_omp,0.5749089165045413,0.096683297061279,0.1601416666854889,2,5.0,56,0,,2.0,0.7144296211515766,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
lifted_omp,0.8522398546612319,0.0446966167875262,0.0944152182076499,2,5.0,56,0,,3.0,0.8555476325288779,1.0,0.0,1.0,3.4615832882526836,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
multigain_atp,0.575127744471785,0.096611108041892,0.1601004425951408,2,5.0,56,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
raw_atp,0.6022837118045238,0.0762389776014768,0.1548995068751923,2,5.0,0,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
scalar_cal_atp,0.6193205299327995,0.0744736405295159,0.151545510291145,2,5.0,56,1,0.8085240691559711,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
subset_ridge,-0.6929615890383334,0.2527151780349452,0.3195853764697574,2,5.0,56,0,,,,0.5,0.1162361274328788,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
finite_single,0.3459393301342061,0.1446072707158786,0.2488428451316541,0,8.0,64,0,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
first_order_omp,0.4217455039740586,0.1125233501092198,0.2339783369763666,0,8.0,56,0,,2.0,0.9375995442913716,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
lifted_omp,0.3459146187805353,0.1409836012127343,0.2488475459077114,0,8.0,56,0,,1.0,0.1856355081321876,0.5,0.0,1.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
multigain_atp,0.4218926063125635,0.1123962230934047,0.2339485741729699,0,8.0,56,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
raw_atp,0.4108840762940521,0.1170756851659635,0.2361655365632845,0,8.0,0,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
scalar_cal_atp,0.409292042829111,0.1181086753663047,0.2364844294581643,0,8.0,56,1,1.0088931314622658,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
subset_ridge,-0.2914582700652739,0.2693987107572455,0.3496683543593487,0,8.0,56,0,,,,1.0,0.3435798636121634,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
finite_single,0.3280098382627295,0.1333416176561279,0.237927253493882,1,8.0,64,0,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
first_order_omp,0.3067605205642598,0.1421970172554536,0.2416597810613916,1,8.0,56,0,,1.0,0.2086465414611061,0.5,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
lifted_omp,0.0453828495683852,0.1822103303190334,0.2835811440291954,1,8.0,56,0,,4.0,-1.4270513754632317,0.5,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
multigain_atp,0.3869407499110044,0.117958188910963,0.2272552676776856,1,8.0,56,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
raw_atp,0.3860431301051783,0.1127210967358156,0.22742157641172,1,8.0,0,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
scalar_cal_atp,0.3735911873580049,0.1164020468967814,0.2297162211226706,1,8.0,56,1,0.636361647431073,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
subset_ridge,-2.9924173969874652,0.4722867027515025,0.5799368477673158,1,8.0,56,0,,,,0.0,0.6989164527099323,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
finite_single,0.2762716289962295,0.1422670478857788,0.2495834106615027,2,8.0,64,0,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
first_order_omp,-0.0509169381487948,0.2110737645715442,0.3007544848401574,2,8.0,56,0,,1.0,0.0600630405990264,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
lifted_omp,0.9972130349587286,0.0115392623180974,0.0154879406905115,2,8.0,56,0,,9.0,0.9992833298950315,1.0,0.0,1.0,10.38843046332798,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
multigain_atp,0.2455100283702546,0.1533484099383597,0.2548324045528466,2,8.0,56,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
raw_atp,0.2792833158961835,0.1240893242895827,0.2490635673492832,2,8.0,0,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
scalar_cal_atp,0.3191879901285387,0.1180874021145347,0.2420703067309909,2,8.0,56,1,0.6643208877767537,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
subset_ridge,-1.980562476994557,0.3986030684284134,0.5064971793964852,2,8.0,56,0,,,,0.5,0.2109628837067721,0.0,0.0,runs/claim3_budget_m56/claim3_results.csv,runs/claim3_budget_m56,56,64,2016,2080
finite_single,0.5946335855400406,0.0996193288898184,0.1584014817136197,0,5.0,64,0,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m64/claim3_results.csv,runs/claim3_budget_m64,64,64,2016,2080
first_order_omp,0.6833732441268896,0.0666652326334607,0.1399939164818178,0,5.0,64,0,,2.0,0.9361564790843856,1.0,0.0,0.0,0.0,runs/claim3_budget_m64/claim3_results.csv,runs/claim3_budget_m64,64,64,2016,2080
lifted_omp,0.864089971913067,0.0378953245902216,0.0917193797307056,0,5.0,64,0,,3.0,0.7591745266213448,1.0,0.0,1.0,3.467028486100597,runs/claim3_budget_m64/claim3_results.csv,runs/claim3_budget_m64,64,64,2016,2080
multigain_atp,0.6833360726383615,0.066707588293265,0.140002133774646,0,5.0,64,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m64/claim3_results.csv,runs/claim3_budget_m64,64,64,2016,2080
raw_atp,0.6810780272553678,0.0694101172305825,0.1405004058910655,0,5.0,0,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m64/claim3_results.csv,runs/claim3_budget_m64,64,64,2016,2080
scalar_cal_atp,0.6897198169189165,0.0674426505397748,0.1385837718735686,0,5.0,64,1,0.9149609024756936,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m64/claim3_results.csv,runs/claim3_budget_m64,64,64,2016,2080
subset_ridge,-6.472423968352058,0.5409266818200646,0.6800895635753941,0,5.0,64,0,,,,0.0,0.8951446164768023,0.0,0.0,runs/claim3_budget_m64/claim3_results.csv,runs/claim3_budget_m64,64,64,2016,2080
finite_single,0.5851993554220094,0.1010593671266216,0.1617692501893238,1,5.0,64,0,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m64/claim3_results.csv,runs/claim3_budget_m64,64,64,2016,2080
first_order_omp,0.6871926126669547,0.0809196457710367,0.1404800851089785,1,5.0,64,0,,2.0,0.8863407788852136,1.0,0.0,0.0,0.0,runs/claim3_budget_m64/claim3_results.csv,runs/claim3_budget_m64,64,64,2016,2080
lifted_omp,0.9979826319843238,0.0092085395801002,0.011281551407958,1,5.0,64,0,,4.0,0.9975960721701236,1.0,0.0,1.0,6.527300951811673,runs/claim3_budget_m64/claim3_results.csv,runs/claim3_budget_m64,64,64,2016,2080
multigain_atp,0.6872656158008158,0.080872832662242,0.1404636914985641,1,5.0,64,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m64/claim3_results.csv,runs/claim3_budget_m64,64,64,2016,2080
raw_atp,0.6979995106399131,0.0692222663595793,0.1380320965795252,1,5.0,0,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m64/claim3_results.csv,runs/claim3_budget_m64,64,64,2016,2080
scalar_cal_atp,0.7010954225875565,0.0670316854467711,0.1373227665083563,1,5.0,64,1,0.9456468100187628,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m64/claim3_results.csv,runs/claim3_budget_m64,64,64,2016,2080
subset_ridge,-4.16922706552217,0.4683655085156052,0.5710696318488078,1,5.0,64,0,,,,1.0,0.0220608522981962,0.0,0.0,runs/claim3_budget_m64/claim3_results.csv,runs/claim3_budget_m64,64,64,2016,2080
finite_single,0.5650236732547793,0.1086277819257659,0.1682032078034203,2,5.0,64,0,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m64/claim3_results.csv,runs/claim3_budget_m64,64,64,2016,2080
first_order_omp,0.6623151132967153,0.0832802932355586,0.148203095645625,2,5.0,64,0,,2.0,0.6746084188089263,1.0,0.0,0.0,0.0,runs/claim3_budget_m64/claim3_results.csv,runs/claim3_budget_m64,64,64,2016,2080
lifted_omp,0.9981900808340834,0.008596059925074,0.0108500328413853,2,5.0,64,0,,4.0,0.9988305892281856,1.0,0.0,1.0,6.421668079532587,runs/claim3_budget_m64/claim3_results.csv,runs/claim3_budget_m64,64,64,2016,2080
multigain_atp,0.6624116137290438,0.0832505916172612,0.1481819180844424,2,5.0,64,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m64/claim3_results.csv,runs/claim3_budget_m64,64,64,2016,2080
raw_atp,0.665441436399064,0.0754561747399371,0.1475154602721535,2,5.0,0,1,,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m64/claim3_results.csv,runs/claim3_budget_m64,64,64,2016,2080
scalar_cal_atp,0.6532891437423837,0.0834565609890529,0.1501706925137585,2,5.0,64,1,1.0752662448589545,,,1.0,0.0,0.0,0.0,runs/claim3_budget_m64/claim3_results.csv,runs/claim3_budget_m64,64,64,2016,2080
