method,heldout_r2,mae,rmse,seed,epsilon,budget_forward,budget_backward,gain,omp_k,omp_val_r2,main_topk_overlap,confound_abs_coef,pair_topk_recall,true_pair_abs_coef_mean
raw_atp,0.7292244239992474,0.06604271853243296,0.13535785487962063,0,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.7262263260010704,0.0677260881849614,0.13610515079597263,0,5.0,24,1,0.8593280117903636,,,1.0,0.0,0.0,0.0
multigain_atp,0.7081518220562044,0.07894390600106747,0.14052617073286822,0,5.0,24,1,,,,1.0,0.0,0.0,0.0
finite_single,0.6276975186601526,0.09879249872141163,0.15871818347195626,0,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,0.2918240038875065,0.16901898059266668,0.21890179359715412,0,5.0,24,0,,,,1.0,0.17009062205519465,0.0,0.0
first_order_omp,0.7083099148687206,0.07888987470285574,0.14048810438766227,0,5.0,24,0,,2.0,0.9374568194964024,1.0,0.0,0.0,0.0
lifted_omp,0.7083099148687206,0.07888987470285574,0.14048810438766227,0,5.0,24,0,,2.0,0.5189961516042598,1.0,0.0,1.0,0.0
raw_atp,0.47275985978162893,0.10649362931178553,0.21740181243092985,0,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.4700027688907278,0.10839131637041832,0.21796949966566906,0,8.0,24,1,0.7433309283463579,,,1.0,0.0,0.0,0.0
multigain_atp,0.437669119479146,0.12609185442856796,0.22451992771384682,0,8.0,24,1,,,,1.0,0.0,0.0,0.0
finite_single,0.3835206820116551,0.13563336153151678,0.2350813535121177,0,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,0.05715460197434952,0.21389798129467572,0.29072285156387223,0,8.0,24,0,,,,0.5,0.13678303545106862,0.0,0.0
first_order_omp,0.3590373146985293,0.14987414005619987,0.2397040106097563,0,8.0,24,0,,1.0,0.5491640800666081,0.5,0.0,0.0,0.0
lifted_omp,0.3590373146985293,0.14987414005619987,0.2397040106097563,0,8.0,24,0,,1.0,0.01131448146738745,0.5,0.0,1.0,0.0
raw_atp,0.6660759774779259,0.06708900169144102,0.1350159302774455,1,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.6619752948834771,0.06895428463580874,0.13584241778261966,1,5.0,24,1,1.0215616063414628,,,1.0,0.0,0.0,0.0
multigain_atp,0.6512798337846855,0.08249059049753177,0.1379747808521198,1,5.0,24,1,,,,1.0,0.0,0.0,0.0
finite_single,0.5903483956046662,0.0924374133268383,0.14954383420855635,1,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,0.14210911627599876,0.16526770310342762,0.2164099416175047,1,5.0,24,0,,,,1.0,0.04365717635567424,0.0,0.0
first_order_omp,0.346445069478463,0.13927101118798074,0.1888870696562946,1,5.0,24,0,,1.0,0.10874126440004317,0.5,0.0,0.0,0.0
lifted_omp,-0.034656843538771964,0.16086701913334145,0.23766178178012212,1,5.0,24,0,,3.0,0.501181953727286,0.5,0.0,0.0,0.0
raw_atp,0.3722598865176857,0.10810792205375092,0.21765838456367498,1,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.37249896881500955,0.10800897563355842,0.21761693172253285,1,8.0,24,1,0.9989719318530147,,,1.0,0.0,0.0,0.0
multigain_atp,0.3529232479006239,0.13280225031061127,0.22098528676578832,1,8.0,24,1,,,,1.0,0.0,0.0,0.0
finite_single,0.33791513517975924,0.12639357330964218,0.2235333315022629,1,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.0422051435949502,0.20529180990418716,0.2804542766020758,1,8.0,24,0,,,,1.0,0.09445151261868252,0.0,0.0
first_order_omp,0.19191373777694498,0.17286372202144445,0.24695300923474378,1,8.0,24,0,,1.0,0.08034777083227174,0.5,0.0,0.0,0.0
lifted_omp,0.19191373777694498,0.17286372202144445,0.24695300923474378,1,8.0,24,0,,1.0,-0.09137837915233282,0.5,0.0,1.0,0.0
raw_atp,0.6202645885028552,0.0783796619898473,0.1553494641298865,2,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.6221305432215513,0.07717241058423355,0.1549673137778918,2,5.0,24,1,0.9850304659607766,,,1.0,0.0,0.0,0.0
multigain_atp,0.4665027572181215,0.12104815548627618,0.1841345564384098,2,5.0,24,1,,,,1.0,0.0,0.0,0.0
finite_single,0.5165380803776011,0.11079553997233003,0.17528725757584676,2,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.0288526662971762,0.1957161123734592,0.25570887648184143,2,5.0,24,0,,,,0.5,0.07202466379307174,0.0,0.0
first_order_omp,-0.09356528063744629,0.18890943718736602,0.26362801953332027,2,5.0,24,0,,3.0,0.9141937366592668,0.5,0.0,0.0,0.0
lifted_omp,0.05750748468020639,0.17026649971415564,0.24474180875695925,2,5.0,24,0,,4.0,0.46023184995984756,0.5,0.0,0.0,0.0
raw_atp,0.33356018817197153,0.12707076605533854,0.2494816804783895,2,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.34079842463272847,0.12303756363094498,0.24812316511478147,2,8.0,24,1,0.9533255176412991,,,1.0,0.0,0.0,0.0
multigain_atp,0.07777271440720612,0.19149754362907212,0.2934790995395591,2,8.0,24,1,,,,1.0,0.0,0.0,0.0
finite_single,0.2768413444781642,0.14754303085898882,0.25988127484817,2,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.3765724766763021,0.2669773787186713,0.3585566116910636,2,8.0,24,0,,,,0.5,0.10549475474776464,0.0,0.0
first_order_omp,0.16915754685669793,0.17520038504949798,0.2785592175514236,2,8.0,24,0,,1.0,0.3995780254182696,0.5,0.0,0.0,0.0
lifted_omp,0.6464476275735782,0.10989658625407281,0.18171261241053144,2,8.0,24,0,,2.0,0.9205829218196877,0.5,0.0,1.0,5.042480348848836
