method,heldout_r2,mae,rmse,seed,epsilon,budget_forward,budget_backward,gain,omp_k,omp_val_r2,main_topk_overlap,confound_abs_coef,pair_topk_recall,true_pair_abs_coef_mean
raw_atp,0.6058624288710395,0.120730707034427,0.17020558785264528,0,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.6068766507957035,0.1187358047934905,0.16998645442297652,0,5.0,96,1,0.8767578862227696,,,1.0,0.0,0.0,0.0
multigain_atp,0.6117013191137655,0.11873777051560921,0.16894014146367098,0,5.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.5325764804546513,0.1364887074338898,0.18535537164454816,0,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,0.1766645985354931,0.19253728571308637,0.24600180327570245,0,5.0,96,0,,,,1.0,0.18100250247493607,0.0,0.0
first_order_omp,0.5589085815926376,0.1350138376952693,0.18005873727217792,0,5.0,96,0,,6.0,0.590387200271869,1.0,0.0,0.0,0.0
lifted_omp,0.7143090926626732,0.10513524979028416,0.14490991612916274,0,5.0,96,0,,4.0,0.7175728443653393,1.0,0.0,0.5,2.308249106476601
raw_atp,0.3699337709148619,0.16031789526065945,0.24954816739180638,0,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.3796689494595952,0.155483862340606,0.24761277295907433,0,8.0,96,1,0.8109740232102223,,,1.0,0.0,0.0,0.0
multigain_atp,0.39734533918921766,0.15304864005543845,0.24405940236362925,0,8.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.32103885800249055,0.1749325038825366,0.2590500875849916,0,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.07367528419165481,0.24597630381093974,0.32576000392970905,0,8.0,96,0,,,,1.0,0.22526712788721923,0.0,0.0
first_order_omp,0.3505568284202456,0.17458911264334992,0.2533563892987661,0,8.0,96,0,,7.0,0.32882945419122733,0.5,0.0,0.0,0.0
lifted_omp,0.8954773990325333,0.08145903322751902,0.10164040520896556,0,8.0,96,0,,4.0,0.8267269250198878,1.0,0.0,1.0,8.748749429984652
raw_atp,0.5298616117599775,0.12476903698534242,0.17274892539403947,1,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.5421242556125418,0.12231403337323198,0.17048113036462256,1,5.0,96,1,0.8554461070666312,,,1.0,0.0,0.0,0.0
multigain_atp,0.5338265524047688,0.12183776242630254,0.17201893876266827,1,5.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.45941598997326727,0.1366974799273739,0.18523971117797464,1,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.2573883210574961,0.2195960770381784,0.28251220090519774,1,5.0,96,0,,,,1.0,0.0564204602110058,0.0,0.0
first_order_omp,0.4632111211007769,0.13466882681133974,0.1845883349005736,1,5.0,96,0,,3.0,0.5607962248920608,1.0,0.0,0.0,0.0
lifted_omp,0.8344185435652887,0.08073996474183417,0.10251994075873351,1,5.0,96,0,,4.0,0.7425526944209497,1.0,0.0,1.0,6.23996292177644
raw_atp,0.3024395194293231,0.1607231376628725,0.24404651132317662,1,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.32763085368121747,0.1555870028325864,0.2395993071104977,1,8.0,96,1,0.7825515933139625,,,1.0,0.0,0.0,0.0
multigain_atp,0.3250245839035313,0.15215995337080118,0.24006323118060857,1,8.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.26635493264385446,0.16791938444368598,0.25027914956479846,1,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.8454918649162555,0.30955138732892296,0.3969517648892939,1,8.0,96,0,,,,0.5,0.01625089711365743,0.0,0.0
first_order_omp,0.22505623935859786,0.1750458388798662,0.2572271243604771,1,8.0,96,0,,4.0,0.4749584874370689,1.0,0.0,0.0,0.0
lifted_omp,0.8769365289581004,0.08076697880488305,0.10250528319260263,1,8.0,96,0,,4.0,0.7803052554314506,1.0,0.0,1.0,10.151512333076713
raw_atp,0.5789839672695277,0.11996499606879096,0.1718451845170315,2,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.5790468189783526,0.12240189302257186,0.17183235701666247,2,5.0,96,1,0.7482644559262992,,,1.0,0.0,0.0,0.0
multigain_atp,0.5806563222053058,0.12200484207382037,0.17150354420367608,2,5.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.5028628294754245,0.13759925219975427,0.18673518986622287,2,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-1.1311332675298194,0.30657173122316883,0.3866280452984555,2,5.0,96,0,,,,0.0,0.6289324854116126,0.0,0.0
first_order_omp,0.5807430864132013,0.12198395481673414,0.1714858008350067,2,5.0,96,0,,2.0,0.34392192589722526,1.0,0.0,0.0,0.0
lifted_omp,-0.11766532268605001,0.21494368600140223,0.2799909136521779,2,5.0,96,0,,1.0,-0.29363684888775654,0.5,0.0,0.5,0.0
raw_atp,0.32743056357807176,0.15914818110742923,0.24884765359027888,2,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.3417291977806812,0.16019487674030053,0.2461882279636659,2,8.0,96,1,0.6183682942023192,,,1.0,0.0,0.0,0.0
multigain_atp,0.3512256985998726,0.15692444546976614,0.24440596748424706,2,8.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.2918518784910641,0.171566755671747,0.2553448128677017,2,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-2.1636930943732025,0.42682691107463344,0.5397121058356663,2,8.0,96,0,,,,0.0,0.9192815653382411,0.0,0.0
first_order_omp,0.206532173156166,0.1904271357415933,0.27028979391656954,2,8.0,96,0,,2.0,0.0174400902027948,0.5,0.0,0.0,0.0
lifted_omp,0.8829514060945779,0.08118261063920847,0.10381212635423677,2,8.0,96,0,,4.0,0.924573681248556,1.0,0.0,1.0,11.396964915370816
