seed,epsilon,method,term_type,i,j,coef,is_true_main,is_confound,is_true_pair
0,5.0,raw_atp,main,0,-1,1.4,1,0,0
0,5.0,raw_atp,main,1,-1,-1.1,1,0,0
0,5.0,raw_atp,main,6,-1,0.0,0,1,0
0,5.0,scalar_cal_atp,main,0,-1,1.2274610407118773,1,0,0
0,5.0,scalar_cal_atp,main,1,-1,-0.9644336748450467,1,0,0
0,5.0,scalar_cal_atp,main,6,-1,0.0,0,1,0
0,5.0,multigain_atp,main,0,-1,1.3838322459236314,1,0,0
0,5.0,multigain_atp,main,1,-1,-0.6953011796407766,1,0,0
0,5.0,multigain_atp,main,6,-1,0.0,0,1,0
0,5.0,finite_single,main,0,-1,1.1142411314207046,1,0,0
0,5.0,finite_single,main,1,-1,-0.2930090365330048,1,0,0
0,5.0,finite_single,main,6,-1,0.0,0,1,0
0,5.0,subset_ridge,main,0,-1,1.1563132608128817,1,0,0
0,5.0,subset_ridge,main,1,-1,-0.956961388336693,1,0,0
0,5.0,subset_ridge,main,2,-1,0.13279626396512698,0,0,0
0,5.0,subset_ridge,main,3,-1,-0.15807112509194254,0,0,0
0,5.0,subset_ridge,main,4,-1,-0.09582479166661764,0,0,0
0,5.0,subset_ridge,main,5,-1,-0.17450271340077578,0,0,0
0,5.0,subset_ridge,main,6,-1,0.18100250247493607,0,1,0
0,5.0,subset_ridge,main,8,-1,-0.13908893022316657,0,0,0
0,5.0,subset_ridge,main,9,-1,-0.20309376115473485,0,0,0
0,5.0,subset_ridge,main,10,-1,-0.1735860436233229,0,0,0
0,5.0,subset_ridge,main,13,-1,0.1880558274982557,0,0,0
0,5.0,subset_ridge,main,14,-1,-0.09592835073374645,0,0,0
0,5.0,subset_ridge,main,15,-1,-0.10292797428680915,0,0,0
0,5.0,subset_ridge,main,16,-1,-0.15609341141121252,0,0,0
0,5.0,subset_ridge,main,17,-1,-0.12916364511178338,0,0,0
0,5.0,subset_ridge,main,19,-1,0.0645622749807581,0,0,0
0,5.0,subset_ridge,main,23,-1,0.10553051784163148,0,0,0
0,5.0,subset_ridge,main,25,-1,-0.19736153848010593,0,0,0
0,5.0,subset_ridge,main,26,-1,-0.05296330521616177,0,0,0
0,5.0,subset_ridge,main,27,-1,-0.17217800439234915,0,0,0
0,5.0,subset_ridge,main,28,-1,0.14856646473256993,0,0,0
0,5.0,subset_ridge,main,29,-1,0.15377563837278174,0,0,0
0,5.0,subset_ridge,main,30,-1,-0.08618405506097641,0,0,0
0,5.0,subset_ridge,main,31,-1,0.18308383361142327,0,0,0
0,5.0,subset_ridge,main,32,-1,-0.09538387149232393,0,0,0
0,5.0,subset_ridge,main,33,-1,0.16875655620144803,0,0,0
0,5.0,subset_ridge,main,34,-1,-0.3788276387318821,0,0,0
0,5.0,subset_ridge,main,35,-1,0.5036633123799384,0,0,0
0,5.0,subset_ridge,main,36,-1,0.17789190558260878,0,0,0
0,5.0,subset_ridge,main,37,-1,0.08769766461694363,0,0,0
0,5.0,subset_ridge,main,38,-1,-0.4157860974179396,0,0,0
0,5.0,subset_ridge,main,39,-1,0.13023291027556377,0,0,0
0,5.0,subset_ridge,main,40,-1,-0.22045366298381394,0,0,0
0,5.0,subset_ridge,main,41,-1,-0.3337328683990774,0,0,0
0,5.0,subset_ridge,main,42,-1,0.1072717324688936,0,0,0
0,5.0,subset_ridge,main,43,-1,0.31294128963650414,0,0,0
0,5.0,subset_ridge,main,44,-1,-0.11268606543058551,0,0,0
0,5.0,subset_ridge,main,45,-1,-0.19854751458556072,0,0,0
0,5.0,subset_ridge,main,46,-1,-0.21452518514257884,0,0,0
0,5.0,subset_ridge,main,47,-1,-0.24130786369532886,0,0,0
0,5.0,subset_ridge,main,48,-1,-0.05545521710523607,0,0,0
0,5.0,subset_ridge,main,49,-1,0.07300707884776714,0,0,0
0,5.0,subset_ridge,main,50,-1,0.20404625080524005,0,0,0
0,5.0,subset_ridge,main,52,-1,0.3494784018345896,0,0,0
0,5.0,subset_ridge,main,53,-1,-0.06570483526747485,0,0,0
0,5.0,subset_ridge,main,54,-1,0.1190816164218096,0,0,0
0,5.0,subset_ridge,main,55,-1,0.05477150878634815,0,0,0
0,5.0,subset_ridge,main,56,-1,0.25591088798041395,0,0,0
0,5.0,subset_ridge,main,57,-1,0.24540518509861037,0,0,0
0,5.0,subset_ridge,main,58,-1,-0.13261186627232233,0,0,0
0,5.0,subset_ridge,main,59,-1,-0.3902490611485135,0,0,0
0,5.0,subset_ridge,main,61,-1,0.12650572414437844,0,0,0
0,5.0,subset_ridge,main,62,-1,0.3096969079082725,0,0,0
0,5.0,subset_ridge,main,63,-1,0.18181329082234568,0,0,0
0,5.0,first_order_omp,main,0,-1,1.3662634626806733,1,0,0
0,5.0,first_order_omp,main,1,-1,-0.7291039666082453,1,0,0
0,5.0,first_order_omp,main,6,-1,0.0,0,1,0
0,5.0,first_order_omp,main,34,-1,-0.33314376405043034,0,0,0
0,5.0,first_order_omp,main,38,-1,-0.23685101253182791,0,0,0
0,5.0,first_order_omp,main,52,-1,0.27531395804671205,0,0,0
0,5.0,first_order_omp,main,57,-1,0.15786418681825656,0,0,0
0,5.0,lifted_omp,main,0,-1,1.3655153062861412,1,0,0
0,5.0,lifted_omp,main,1,-1,-0.6930412932845121,1,0,0
0,5.0,lifted_omp,main,6,-1,0.0,0,1,0
0,5.0,lifted_omp,pair,2,3,0.0,0,0,1
0,5.0,lifted_omp,pair,4,5,-4.616498212953202,0,0,1
0,5.0,lifted_omp,pair,5,7,-2.492740921898255,0,0,0
0,8.0,raw_atp,main,0,-1,1.4,1,0,0
0,8.0,raw_atp,main,1,-1,-1.1,1,0,0
