method,heldout_r2,mae,rmse,seed,epsilon,budget_forward,budget_backward,gain,omp_k,omp_val_r2,main_topk_overlap,confound_abs_coef,pair_topk_recall,true_pair_abs_coef_mean
raw_atp,0.7096069072522002,0.06673304950380474,0.1351986847220491,0,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.7088056764276416,0.06647822280216567,0.1353850712760872,0,5.0,112,1,0.8877748965013091,,,1.0,0.0,0.0,0.0
multigain_atp,0.706370991199001,0.06185905495394523,0.1359498726492614,0,5.0,112,1,,,,1.0,0.0,0.0,0.0
finite_single,0.59066981906245,0.10093517940139063,0.16051521664781646,0,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,0.5085873738357338,0.12768916016717632,0.17587434013076664,0,5.0,112,0,,,,1.0,0.13817776687498448,0.0,0.0
first_order_omp,0.6801510765006678,0.07927687259504182,0.14188999462197352,0,5.0,112,0,,4.0,0.8140347374807844,1.0,0.0,0.0,0.0
lifted_omp,0.9976478462942856,0.009615197772467724,0.012167803135768486,0,5.0,112,0,,5.0,0.9984457124997719,1.0,0.0,1.0,6.54549676157421
raw_atp,0.4518892598015951,0.10773276770460835,0.2170868001614186,0,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.453432715572867,0.10637453253060593,0.21678093123386868,0,8.0,112,1,0.7935935606574869,,,1.0,0.0,0.0,0.0
multigain_atp,0.45052468893072206,0.09640803457082997,0.21735686071524116,0,8.0,112,1,,,,1.0,0.0,0.0,0.0
finite_single,0.35047859512087765,0.13644192097622376,0.23631756064188933,0,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,0.08149278286502959,0.20379900756978997,0.28102214717175594,0,8.0,112,0,,,,1.0,0.2127639024203035,0.0,0.0
first_order_omp,0.40146967130290756,0.12536207992727733,0.22685185875222114,0,8.0,112,0,,4.0,0.6242215331516574,1.0,0.0,0.0,0.0
lifted_omp,0.9980667700129143,0.010155266722526642,0.012892615259710706,0,8.0,112,0,,5.0,0.9983123713315202,1.0,0.0,1.0,10.456722266732427
raw_atp,0.6982257450178055,0.07013569661625102,0.13843218115824785,1,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.6927650591279282,0.07011136667662496,0.13967904952208335,1,5.0,112,1,0.8432251199982039,,,1.0,0.0,0.0,0.0
multigain_atp,0.6987620748353893,0.06839411950913957,0.13830911180624011,1,5.0,112,1,,,,1.0,0.0,0.0,0.0
finite_single,0.6058978914118849,0.09955843224279784,0.15819776655272938,1,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,0.45071683344643,0.13924090933625674,0.18676440707943642,1,5.0,112,0,,,,1.0,0.14379668788248637,0.0,0.0
first_order_omp,0.6988092548993263,0.06836143829314506,0.1382982803542262,1,5.0,112,0,,2.0,0.7732047255525724,1.0,0.0,0.0,0.0
lifted_omp,0.9980462744691933,0.008548383186233202,0.011138526551764966,1,5.0,112,0,,4.0,0.9980178236210978,1.0,0.0,1.0,6.535151659300565
raw_atp,0.43477548532924903,0.11326908825828814,0.22255151405872578,1,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.4280542030491813,0.11188765348973805,0.22387082248388165,1,8.0,112,1,0.720551393369561,,,1.0,0.0,0.0,0.0
multigain_atp,0.44340499513291576,0.10817638504890707,0.2208460879663588,1,8.0,112,1,,,,1.0,0.0,0.0,0.0
finite_single,0.3653741716880411,0.13601374548841946,0.23581907419502274,1,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.01074786475969658,0.22206444052463598,0.29760585743460616,1,8.0,112,0,,,,1.0,0.2314662656769704,0.0,0.0
first_order_omp,0.44345403470255484,0.10814677164947828,0.2208363587776502,1,8.0,112,0,,2.0,0.4938004630437215,1.0,0.0,0.0,0.0
lifted_omp,0.9983250115153108,0.0092602601554986,0.012115071211732904,1,8.0,112,0,,5.0,0.9981465567151462,1.0,0.0,1.0,10.407635588312441
raw_atp,0.6173359754672958,0.07357369859649807,0.15082005223782305,2,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.6205247484096943,0.07235129781768851,0.15019033925582456,2,5.0,112,1,0.9863038853163175,,,1.0,0.0,0.0,0.0
multigain_atp,0.6243142711812588,0.07174596801267287,0.14943854086976827,2,5.0,112,1,,,,1.0,0.0,0.0,0.0
finite_single,0.5516399962599248,0.10362563848917436,0.1632539513338016,2,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.08015071791123773,0.19530624464387109,0.25339173712042656,2,5.0,112,0,,,,1.0,0.06485338697503307,0.0,0.0
first_order_omp,0.5757150359855419,0.08636954015767773,0.15881045505392827,2,5.0,112,0,,3.0,0.6441231882819454,1.0,0.0,0.0,0.0
lifted_omp,0.9979897715204363,0.008641248168654914,0.010931329372510044,2,5.0,112,0,,4.0,0.997608136513825,1.0,0.0,1.0,6.504951482358752
raw_atp,0.2970519303404585,0.11979670209356914,0.2433639149945311,2,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.3122700949908195,0.114764689587466,0.2407152010647992,2,8.0,112,1,0.9452439191252036,,,1.0,0.0,0.0,0.0
multigain_atp,0.32320004202318753,0.11335712716028463,0.23879472197810156,2,8.0,112,1,,,,1.0,0.0,0.0,0.0
finite_single,0.2953846173956928,0.13957511638766631,0.2436523598326177,2,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.9522304928385585,0.3125307616290557,0.4055646631536234,2,8.0,112,0,,,,1.0,0.1104440378327109,0.0,0.0
first_order_omp,0.23559857160341846,0.13785932367129108,0.25377878095627904,2,8.0,112,0,,3.0,0.37629261257177393,1.0,0.0,0.0,0.0
lifted_omp,0.998374447131995,0.009119445568507864,0.011702943578838068,2,8.0,112,0,,4.0,0.9983630852571822,1.0,0.0,1.0,10.404063579471869
