template_id,order,frame_id,ablation,prompt_idx,subset_idx,subset_name,group_code,logit_diff,drop_from_clean,io_name,s_name,io_token,s_token
abba_t0,ABBA,t0,mean,29,1,P:9.9,singleton,2.8731441497802734,0.46857166290283203,Mary,Karen,5335,18678
abba_t0,ABBA,t0,mean,30,1,P:9.9,singleton,3.267709732055664,0.5489931106567383,Helen,Scott,22695,4746
abba_t0,ABBA,t0,mean,31,1,P:9.9,singleton,4.112770080566406,-0.3721752166748047,Helen,John,22695,1757
abba_t0,ABBA,t0,mean,32,1,P:9.9,singleton,3.1797027587890625,-0.18219280242919922,Bob,Rachel,5811,15984
abba_t0,ABBA,t0,mean,33,1,P:9.9,singleton,4.3789825439453125,-0.5867471694946289,Jason,Daniel,8982,7806
abba_t0,ABBA,t0,mean,34,1,P:9.9,singleton,4.696732521057129,0.2428884506225586,Steven,Jason,8239,8982
abba_t0,ABBA,t0,mean,35,1,P:9.9,singleton,3.4352664947509766,0.006707191467285156,Karen,Susan,18678,14919
abba_t0,ABBA,t0,mean,36,1,P:9.9,singleton,1.0919313430786133,1.0119619369506836,Mark,John,2940,1757
abba_t0,ABBA,t0,mean,37,1,P:9.9,singleton,3.149886131286621,-0.2589902877807617,Lisa,Anna,15378,11735
abba_t0,ABBA,t0,mean,38,1,P:9.9,singleton,5.797625541687012,0.12434768676757812,Jason,Nancy,8982,18496
abba_t0,ABBA,t0,mean,39,1,P:9.9,singleton,4.765002250671387,0.3109111785888672,David,Emily,3271,17608
abba_t0,ABBA,t0,mean,40,1,P:9.9,singleton,5.024808883666992,0.29337024688720703,Rachel,David,15984,3271
abba_t0,ABBA,t0,mean,41,1,P:9.9,singleton,6.619609832763672,0.23377418518066406,Steven,Nancy,8239,18496
abba_t0,ABBA,t0,mean,42,1,P:9.9,singleton,2.808943748474121,-0.1651134490966797,Bob,James,5811,3700
abba_t0,ABBA,t0,mean,43,1,P:9.9,singleton,5.680354118347168,-0.4624824523925781,Helen,Kevin,22695,7939
abba_t0,ABBA,t0,mean,44,1,P:9.9,singleton,4.588207244873047,1.1079883575439453,Emily,Karen,17608,18678
abba_t0,ABBA,t0,mean,45,1,P:9.9,singleton,3.8492116928100586,0.4995403289794922,Tom,Karen,4186,18678
abba_t0,ABBA,t0,mean,46,1,P:9.9,singleton,3.025053024291992,0.02712249755859375,Scott,Robert,4746,5199
abba_t0,ABBA,t0,mean,47,1,P:9.9,singleton,4.0426836013793945,0.08083152770996094,Bob,David,5811,3271
abba_t0,ABBA,t0,mean,48,1,P:9.9,singleton,4.191218376159668,0.14362525939941406,Eric,Jacob,7651,12806
abba_t0,ABBA,t0,mean,49,1,P:9.9,singleton,3.1268882751464844,-0.16584110260009766,Helen,Anna,22695,11735
abba_t0,ABBA,t0,mean,50,1,P:9.9,singleton,3.3396339416503906,0.16106033325195312,Alice,Jessica,14862,17352
abba_t0,ABBA,t0,mean,51,1,P:9.9,singleton,4.960299491882324,-0.09860706329345703,Scott,Jessica,4746,17352
abba_t0,ABBA,t0,mean,52,1,P:9.9,singleton,5.603370666503906,0.23526573181152344,Steven,Alice,8239,14862
abba_t0,ABBA,t0,mean,53,1,P:9.9,singleton,4.479039192199707,-0.3466520309448242,Scott,David,4746,3271
abba_t0,ABBA,t0,mean,54,1,P:9.9,singleton,5.897250175476074,0.1825580596923828,Jason,Helen,8982,22695
abba_t0,ABBA,t0,mean,55,1,P:9.9,singleton,3.3105268478393555,-0.14814186096191406,Scott,James,4746,3700
abba_t0,ABBA,t0,mean,56,1,P:9.9,singleton,3.651029586791992,0.4398040771484375,Scott,Kevin,4746,7939
abba_t0,ABBA,t0,mean,57,1,P:9.9,singleton,4.225605010986328,0.09498119354248047,Jessica,Robert,17352,5199
abba_t0,ABBA,t0,mean,58,1,P:9.9,singleton,3.9652605056762695,0.5278415679931641,Bob,Lisa,5811,15378
abba_t0,ABBA,t0,mean,59,1,P:9.9,singleton,5.131753921508789,-0.7758579254150391,Karen,Daniel,18678,7806
abba_t0,ABBA,t0,mean,60,1,P:9.9,singleton,2.807398796081543,1.3571805953979492,David,Kevin,3271,7939
abba_t0,ABBA,t0,mean,61,1,P:9.9,singleton,3.2416038513183594,0.6674203872680664,Emily,Jessica,17608,17352
abba_t0,ABBA,t0,mean,62,1,P:9.9,singleton,2.71846866607666,0.16928958892822266,Sarah,James,10490,3700
abba_t0,ABBA,t0,mean,63,1,P:9.9,singleton,6.01701545715332,-0.5407629013061523,Jason,Sarah,8982,10490
abba_t0,ABBA,t0,mean,64,1,P:9.9,singleton,2.644115447998047,0.19211101531982422,Mary,Lisa,5335,15378
abba_t0,ABBA,t0,mean,65,1,P:9.9,singleton,3.2690982818603516,-0.30212879180908203,Susan,Michael,14919,3899
abba_t0,ABBA,t0,mean,66,1,P:9.9,singleton,3.4959840774536133,0.29532527923583984,Anna,Bob,11735,5811
abba_t0,ABBA,t0,mean,67,1,P:9.9,singleton,4.919160842895508,0.41181468963623047,Bob,Susan,5811,14919
abba_t0,ABBA,t0,mean,68,1,P:9.9,singleton,4.376470565795898,0.7766885757446289,Brian,Tom,8403,4186
abba_t0,ABBA,t0,mean,69,1,P:9.9,singleton,1.517287254333496,-0.14986228942871094,Helen,Mary,22695,5335
abba_t0,ABBA,t0,mean,70,1,P:9.9,singleton,3.4962711334228516,0.31876468658447266,Jason,Bob,8982,5811
abba_t0,ABBA,t0,mean,71,1,P:9.9,singleton,3.195887565612793,0.2648782730102539,Eric,Steven,7651,8239
abba_t0,ABBA,t0,mean,72,1,P:9.9,singleton,5.106830596923828,-0.29590892791748047,Helen,Jason,22695,8982
abba_t0,ABBA,t0,mean,73,1,P:9.9,singleton,4.764841079711914,-0.00078582763671875,Scott,Susan,4746,14919
abba_t0,ABBA,t0,mean,74,1,P:9.9,singleton,3.8355751037597656,0.9509744644165039,Daniel,Jason,7806,8982
abba_t0,ABBA,t0,mean,75,1,P:9.9,singleton,4.376540184020996,-0.40325069427490234,Steven,Jacob,8239,12806
abba_t0,ABBA,t0,mean,76,1,P:9.9,singleton,3.850705146789551,0.36341190338134766,Karen,Emily,18678,17608
abba_t0,ABBA,t0,mean,77,1,P:9.9,singleton,5.027496337890625,-0.7403316497802734,Nancy,James,18496,3700
abba_t0,ABBA,t0,mean,78,1,P:9.9,singleton,6.106800079345703,-0.22736072540283203,Eric,Susan,7651,14919
abba_t0,ABBA,t0,mean,79,1,P:9.9,singleton,3.4570608139038086,0.547703742980957,Kevin,Jason,7939,8982
abba_t0,ABBA,t0,mean,80,1,P:9.9,singleton,4.950309753417969,0.616337776184082,Emma,Kevin,18966,7939
abba_t0,ABBA,t0,mean,81,1,P:9.9,singleton,3.3510255813598633,0.1370868682861328,Michael,Robert,3899,5199
abba_t0,ABBA,t0,mean,82,1,P:9.9,singleton,2.4090662002563477,0.4586668014526367,Anna,Susan,11735,14919
abba_t0,ABBA,t0,mean,83,1,P:9.9,singleton,2.601398468017578,1.2852373123168945,Mark,Steven,2940,8239
abba_t0,ABBA,t0,mean,84,1,P:9.9,singleton,3.17779541015625,0.6609659194946289,Laura,Bob,16753,5811
abba_t0,ABBA,t0,mean,85,1,P:9.9,singleton,4.371269226074219,0.31392383575439453,David,Lisa,3271,15378
abba_t0,ABBA,t0,mean,86,1,P:9.9,singleton,2.2258071899414062,0.3364696502685547,Alice,Anna,14862,11735
abba_t0,ABBA,t0,mean,87,1,P:9.9,singleton,4.219339370727539,0.26786231994628906,Kevin,Mark,7939,2940
abba_t0,ABBA,t0,mean,88,1,P:9.9,singleton,4.28571891784668,0.3679962158203125,David,Nancy,3271,18496
