method,heldout_r2,mae,rmse,seed,epsilon,budget_forward,budget_backward,gain,omp_k,omp_val_r2,main_topk_overlap,confound_abs_coef,pair_topk_recall,true_pair_abs_coef_mean,noise_std,source_dir,source_file,measurements,holdout_measurements,mask_density,mode,n_components
scalar_cal_atp,0.3276308536812174,0.1555870028325864,0.2395993071104977,1,8.0,96,1,0.7825515933139625,,,1.0,0.0,0.0,0.0,0.1,runs/claim3_noise_0.1,runs/claim3_noise_0.1/claim3_results.csv,96,512,0.3,combined,64
multigain_atp,0.3250245839035313,0.1521599533708011,0.2400632311806085,1,8.0,96,1,,,,1.0,0.0,0.0,0.0,0.1,runs/claim3_noise_0.1,runs/claim3_noise_0.1/claim3_results.csv,96,512,0.3,combined,64
finite_single,0.2663549326438544,0.1679193844436859,0.2502791495647984,1,8.0,64,0,,,,1.0,0.0,0.0,0.0,0.1,runs/claim3_noise_0.1,runs/claim3_noise_0.1/claim3_results.csv,96,512,0.3,combined,64
subset_ridge,-0.8454918649162555,0.3095513873289229,0.3969517648892939,1,8.0,96,0,,,,0.5,0.0162508971136574,0.0,0.0,0.1,runs/claim3_noise_0.1,runs/claim3_noise_0.1/claim3_results.csv,96,512,0.3,combined,64
first_order_omp,0.2250562393585978,0.1750458388798662,0.2572271243604771,1,8.0,96,0,,4.0,0.4749584874370689,1.0,0.0,0.0,0.0,0.1,runs/claim3_noise_0.1,runs/claim3_noise_0.1/claim3_results.csv,96,512,0.3,combined,64
lifted_omp,0.8769365289581004,0.080766978804883,0.1025052831926026,1,8.0,96,0,,4.0,0.7803052554314506,1.0,0.0,1.0,10.151512333076711,0.1,runs/claim3_noise_0.1,runs/claim3_noise_0.1/claim3_results.csv,96,512,0.3,combined,64
raw_atp,0.5789839672695277,0.1199649960687909,0.1718451845170315,2,5.0,0,1,,,,1.0,0.0,0.0,0.0,0.1,runs/claim3_noise_0.1,runs/claim3_noise_0.1/claim3_results.csv,96,512,0.3,combined,64
scalar_cal_atp,0.5790468189783526,0.1224018930225718,0.1718323570166624,2,5.0,96,1,0.7482644559262992,,,1.0,0.0,0.0,0.0,0.1,runs/claim3_noise_0.1,runs/claim3_noise_0.1/claim3_results.csv,96,512,0.3,combined,64
multigain_atp,0.5806563222053058,0.1220048420738203,0.171503544203676,2,5.0,96,1,,,,1.0,0.0,0.0,0.0,0.1,runs/claim3_noise_0.1,runs/claim3_noise_0.1/claim3_results.csv,96,512,0.3,combined,64
finite_single,0.5028628294754245,0.1375992521997542,0.1867351898662228,2,5.0,64,0,,,,1.0,0.0,0.0,0.0,0.1,runs/claim3_noise_0.1,runs/claim3_noise_0.1/claim3_results.csv,96,512,0.3,combined,64
subset_ridge,-1.1311332675298194,0.3065717312231688,0.3866280452984555,2,5.0,96,0,,,,0.0,0.6289324854116126,0.0,0.0,0.1,runs/claim3_noise_0.1,runs/claim3_noise_0.1/claim3_results.csv,96,512,0.3,combined,64
first_order_omp,0.5807430864132013,0.1219839548167341,0.1714858008350067,2,5.0,96,0,,2.0,0.3439219258972252,1.0,0.0,0.0,0.0,0.1,runs/claim3_noise_0.1,runs/claim3_noise_0.1/claim3_results.csv,96,512,0.3,combined,64
lifted_omp,-0.11766532268605,0.2149436860014022,0.2799909136521779,2,5.0,96,0,,1.0,-0.2936368488877565,0.5,0.0,0.5,0.0,0.1,runs/claim3_noise_0.1,runs/claim3_noise_0.1/claim3_results.csv,96,512,0.3,combined,64
raw_atp,0.3274305635780717,0.1591481811074292,0.2488476535902788,2,8.0,0,1,,,,1.0,0.0,0.0,0.0,0.1,runs/claim3_noise_0.1,runs/claim3_noise_0.1/claim3_results.csv,96,512,0.3,combined,64
scalar_cal_atp,0.3417291977806812,0.1601948767403005,0.2461882279636659,2,8.0,96,1,0.6183682942023192,,,1.0,0.0,0.0,0.0,0.1,runs/claim3_noise_0.1,runs/claim3_noise_0.1/claim3_results.csv,96,512,0.3,combined,64
multigain_atp,0.3512256985998726,0.1569244454697661,0.244405967484247,2,8.0,96,1,,,,1.0,0.0,0.0,0.0,0.1,runs/claim3_noise_0.1,runs/claim3_noise_0.1/claim3_results.csv,96,512,0.3,combined,64
finite_single,0.2918518784910641,0.171566755671747,0.2553448128677017,2,8.0,64,0,,,,1.0,0.0,0.0,0.0,0.1,runs/claim3_noise_0.1,runs/claim3_noise_0.1/claim3_results.csv,96,512,0.3,combined,64
subset_ridge,-2.1636930943732025,0.4268269110746334,0.5397121058356663,2,8.0,96,0,,,,0.0,0.9192815653382412,0.0,0.0,0.1,runs/claim3_noise_0.1,runs/claim3_noise_0.1/claim3_results.csv,96,512,0.3,combined,64
first_order_omp,0.206532173156166,0.1904271357415933,0.2702897939165695,2,8.0,96,0,,2.0,0.0174400902027948,0.5,0.0,0.0,0.0,0.1,runs/claim3_noise_0.1,runs/claim3_noise_0.1/claim3_results.csv,96,512,0.3,combined,64
lifted_omp,0.8829514060945779,0.0811826106392084,0.1038121263542367,2,8.0,96,0,,4.0,0.924573681248556,1.0,0.0,1.0,11.396964915370816,0.1,runs/claim3_noise_0.1,runs/claim3_noise_0.1/claim3_results.csv,96,512,0.3,combined,64
raw_atp,0.45792017732765,0.182549490318653,0.2329590769773473,0,5.0,0,1,,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
scalar_cal_atp,0.4510197248161511,0.1817912270743086,0.2344371245900513,0,5.0,96,1,0.8200432095199366,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
multigain_atp,0.4487115504303335,0.183073776308962,0.2349294502706956,0,5.0,96,1,,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
finite_single,0.3940989965822694,0.1928072284484138,0.2462911755461903,0,5.0,64,0,,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
subset_ridge,-0.6196774827044123,0.3233569197164199,0.4026820659014562,0,5.0,96,0,,,,1.0,0.2877673481400937,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
first_order_omp,0.3354386391156638,0.2027300064689577,0.2579381372483948,0,5.0,96,0,,2.0,0.0292841979168733,0.5,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
lifted_omp,0.3485473165508171,0.2003853142043312,0.255381512319127,0,5.0,96,0,,1.0,0.4100281129808358,0.5,0.0,1.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
raw_atp,0.3037921491925229,0.2186814552392552,0.2945928560184514,0,8.0,0,1,,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
scalar_cal_atp,0.305066739456666,0.2148385683120502,0.2943230679090921,0,8.0,96,1,0.754259346507389,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
multigain_atp,0.3123554718845586,0.2148662487561606,0.292775511517686,0,8.0,96,1,,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
finite_single,0.2556923743794012,0.2264100134405917,0.3045993602972183,0,8.0,64,0,,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
subset_ridge,-0.6215114809712183,0.3554660559739792,0.4495859873083925,0,8.0,96,0,,,,0.5,0.3320319735523768,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
first_order_omp,0.1920901919932319,0.2444433985264366,0.317346850792315,0,8.0,96,0,,4.0,0.0990435950248005,0.5,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
lifted_omp,0.2734271621382185,0.2232614652001586,0.3009486030755743,0,8.0,96,0,,1.0,0.3566873259881277,0.5,0.0,1.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
raw_atp,0.331224388064092,0.1951539786192947,0.2475634965130869,1,5.0,0,1,,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
scalar_cal_atp,0.3443312397113219,0.1923394822554406,0.2451255833307401,1,5.0,96,1,0.791108036947811,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
multigain_atp,0.3193754242028972,0.1937218424852481,0.2497469581911557,1,5.0,96,1,,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
finite_single,0.3010515275802415,0.1977337535440436,0.2530864967063212,1,5.0,64,0,,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
subset_ridge,-0.970932991903764,0.3337992046990122,0.4249935352399978,1,5.0,96,0,,,,0.5,0.1797923293393081,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
first_order_omp,0.1859311100289036,0.2140238392289609,0.2731347599935283,1,5.0,96,0,,3.0,0.3354369693725583,0.5,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
lifted_omp,0.3598742421808476,0.1905502916610768,0.242202736518523,1,5.0,96,0,,2.0,0.1645120632015838,0.5,0.0,1.0,4.0986436863855875,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
raw_atp,0.1954707112756375,0.2286346896241455,0.3045327948381588,1,8.0,0,1,,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
scalar_cal_atp,0.2205435822858958,0.2238054375889808,0.2997499071674858,1,8.0,96,1,0.7182135231951424,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
multigain_atp,0.2031943112111418,0.2234148238538932,0.3030674896778954,1,8.0,96,1,,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
finite_single,0.1872908380291335,0.2279613381469951,0.306077014488041,1,8.0,64,0,,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
subset_ridge,-1.170897391502992,0.390887847623926,0.5002450352031396,1,8.0,96,0,,,,0.5,0.1396227662419591,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
first_order_omp,0.0311489122840817,0.2527724637160662,0.3341886179362702,1,8.0,96,0,,2.0,0.3053756171645055,0.5,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
lifted_omp,0.4803883966016696,0.1982995375692613,0.2447386493918436,1,8.0,96,0,,6.0,0.3687327408201509,0.5,0.0,1.0,9.648649456021888,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
raw_atp,0.4038039741346814,0.1843873327181776,0.2400953932444044,2,5.0,0,1,,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
scalar_cal_atp,0.3934356169539899,0.1880994626142327,0.2421741262567713,2,5.0,96,1,0.6637342030120476,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
multigain_atp,0.3848651406084941,0.1894132611434251,0.2438790296338386,2,5.0,96,1,,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
finite_single,0.3609062757134401,0.1936687836991782,0.2485830803429199,2,5.0,64,0,,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
subset_ridge,-2.0259418756807683,0.431133020291658,0.5409032359725626,2,5.0,96,0,,,,0.0,0.7723157630641486,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
first_order_omp,0.3415694032654173,0.1981580078517248,0.2523157093598814,2,5.0,96,0,,3.0,0.022422173024268,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
lifted_omp,-0.0357402368998456,0.2490507415326344,0.3164570045957287,2,5.0,96,0,,1.0,-0.3280508239043058,0.5,0.0,0.5,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
raw_atp,0.2407264035562376,0.2177933702667139,0.3000650800504837,2,8.0,0,1,,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
scalar_cal_atp,0.2424988039141187,0.2213259141373852,0.2997146489336075,2,8.0,96,1,0.5338380412880673,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
multigain_atp,0.2441446444888045,0.2210871969219128,0.2993888733667211,2,8.0,96,1,,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
finite_single,0.2244638394099238,0.2245637772699787,0.3032615391582032,2,8.0,64,0,,,,1.0,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
subset_ridge,-2.858891689217983,0.5368329521082662,0.6764685387664001,2,8.0,96,0,,,,0.0,1.0626648429907763,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
first_order_omp,-0.0483462628070701,0.2698286101585453,0.3525889392915686,2,8.0,96,0,,1.0,-0.0987337429955579,0.5,0.0,0.0,0.0,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
lifted_omp,0.3835888649948278,0.2082311618276944,0.2703656703998635,2,8.0,96,0,,7.0,0.7258377817800867,0.5,0.0,1.0,12.159960947599586,0.2,runs/claim3_noise_0.2,runs/claim3_noise_0.2/claim3_results.csv,96,512,0.3,combined,64
raw_atp,0.3265162892691247,0.2490996163788418,0.3118043407266129,0,5.0,0,1,,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
scalar_cal_atp,0.3129369524428552,0.2494987744315659,0.3149320821645937,0,5.0,96,1,0.7633285328171037,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
multigain_atp,0.3062189453690512,0.2516255724200836,0.3164680178404545,0,5.0,96,1,,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
finite_single,0.2753087809300663,0.2576026828476251,0.3234410277721535,0,5.0,64,0,,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
subset_ridge,-1.3397408802868034,0.4696963471450972,0.5811690665750598,0,5.0,96,0,,,,0.0,0.394532193805252,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
first_order_omp,0.2166492058461423,0.268438335804858,0.3362766813713126,0,5.0,96,0,,2.0,-0.0508283352276803,0.5,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
lifted_omp,0.2387349175815083,0.2647086577118889,0.3315023136772391,0,5.0,96,0,,1.0,0.2573369756844467,0.5,0.0,1.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
raw_atp,0.2329122267550465,0.2805261807779681,0.3590928009937738,0,8.0,0,1,,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
scalar_cal_atp,0.2260800423861702,0.2778067603975517,0.3606884134070244,0,8.0,96,1,0.697544669804556,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
multigain_atp,0.2255865193265972,0.2795235563851769,0.360803399251507,0,8.0,96,1,,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
finite_single,0.1903246678601204,0.2860851192440441,0.3689263051736813,0,8.0,64,0,,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
subset_ridge,-1.21358527418385,0.489181567754463,0.6100034578337523,0,8.0,96,0,,,,0.0,0.4387968192175341,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
first_order_omp,0.0350959403393682,0.3238378284486011,0.402741362652092,0,8.0,96,0,,5.0,0.0511220192899749,0.5,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
lifted_omp,0.2003523959370163,0.2848365632443618,0.3666346343983461,0,8.0,96,0,,1.0,0.2306272187737109,0.5,0.0,1.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
raw_atp,0.194761449278299,0.2690905818854362,0.3345090616736116,1,5.0,0,1,,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
scalar_cal_atp,0.2067857525290704,0.2653917871175598,0.3320021230903809,1,5.0,96,1,0.726769966828991,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
multigain_atp,0.1694693804928083,0.2677216263066722,0.339721812123217,1,5.0,96,1,,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
finite_single,0.1871433058652041,0.2662818727527349,0.3360876864567388,1,5.0,64,0,,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
subset_ridge,-1.5730592107563195,0.4720355141290066,0.5979577484425234,1,5.0,96,0,,,,0.5,0.3031641984676093,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
first_order_omp,-0.0368925295392663,0.299897555252375,0.3795880052943647,1,5.0,96,0,,2.0,0.2046929773532538,0.5,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
lifted_omp,0.1340241424622984,0.2729066849263759,0.3468953673693647,1,5.0,96,0,,1.0,-0.0037722312231243,0.5,0.0,1.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
raw_atp,0.1170396644362957,0.2989519530107231,0.3809000925831498,1,8.0,0,1,,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
scalar_cal_atp,0.1394146193189388,0.2937436518311613,0.3760429604000728,1,8.0,96,1,0.6538754530763223,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
multigain_atp,0.109499883656158,0.2952421166980279,0.382522927820406,1,8.0,96,1,,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
finite_single,0.1243129588070548,0.2941928699686282,0.3793280359318717,1,8.0,64,0,,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
subset_ridge,-1.5502447763798717,0.5079582209635372,0.6473384658995818,1,8.0,96,0,,,,0.5,0.2629946353702607,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
first_order_omp,-0.0744224733599452,0.3276362843662749,0.4201728851342118,1,8.0,96,0,,2.0,0.2155000055410666,0.5,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
lifted_omp,0.0798294905058853,0.3050748881272814,0.3888433142841159,1,8.0,96,0,,4.0,0.1538235881664881,0.5,0.0,0.5,5.968517146137525,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
raw_atp,0.263633996014907,0.2540413013851387,0.3233894033114536,2,5.0,0,1,,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
scalar_cal_atp,0.2459156441731566,0.259083424922889,0.327256955277917,2,5.0,96,1,0.5792039500977958,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
multigain_atp,0.2273338057404473,0.261922037873599,0.3312644836074243,2,5.0,96,1,,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
finite_single,0.2428187619230599,0.2599575888905574,0.3279282580575134,2,5.0,64,0,,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
subset_ridge,-2.5577302440374807,0.5661078370970176,0.7108294750355364,2,5.0,96,0,,,,0.0,0.9156990407166846,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
first_order_omp,-0.0621742187095024,0.3071840895662242,0.3883978327950392,2,5.0,96,0,,1.0,-0.0520241059738615,0.5,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
lifted_omp,-0.0645093211689855,0.3059361410670545,0.3888245287187432,2,5.0,96,0,,2.0,-0.3484822347369773,0.5,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
raw_atp,0.1642126184388305,0.2825351250117931,0.3700984027734775,2,8.0,0,1,,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
scalar_cal_atp,0.1556509379603067,0.287399702235444,0.3719891891199451,2,8.0,96,1,0.4493077883738157,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
multigain_atp,0.1473962187291682,0.2888681258800847,0.373803129512727,2,8.0,96,1,,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
finite_single,0.1606662306214296,0.2867159104656668,0.3708827667986524,2,8.0,64,0,,,,1.0,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
subset_ridge,-3.2318596920596008,0.663628640503248,0.8327889152212286,2,8.0,96,0,,,,0.0,1.2060481206433122,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
first_order_omp,-0.0620529167262671,0.3257639297864622,0.4171981594663932,2,8.0,96,0,,1.0,-0.1091603615522671,0.5,0.0,0.0,0.0,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
lifted_omp,0.1074313942731417,0.2943251459011308,0.382463600795897,2,8.0,96,0,,3.0,0.4328442416875562,0.5,0.0,1.0,13.205699360268817,0.3,runs/claim3_noise_0.3,runs/claim3_noise_0.3/claim3_results.csv,96,512,0.3,combined,64
