epsilon,method,heldout_r2,heldout_r2,heldout_r2,mae,mae,mae,rmse,rmse,rmse,main_topk_overlap,main_topk_overlap,main_topk_overlap,pair_topk_recall,pair_topk_recall,pair_topk_recall,confound_abs_coef,confound_abs_coef,confound_abs_coef
,,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
5.0,finite_single,0.5558022542307594,0.027130939472655855,3,0.11426907413926059,0.003042287604088894,3,0.16623790633298047,0.002808474815933812,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,first_order_omp,0.6184217499373003,0.05440514793570868,3,0.09937333497351487,0.007975771680822344,3,0.15371632060330476,0.0052026551041288605,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,lifted_omp,0.9493377679532286,0.014338434710926214,3,0.04395513565489189,0.005721362259360013,3,0.05583122241068755,0.008151250244561366,3,1.0,0.0,3,1.0,0.0,3,0.0,0.0,3
5.0,multigain_atp,0.6528015143006775,0.018791695509170103,3,0.0883031757997665,0.002085710762391826,3,0.14699075780127402,0.0024239723639817,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,raw_atp,0.6425046099971934,0.017162591285550585,3,0.09126178744349828,0.00044736702442991285,3,0.14917484667653028,0.0028616979507864143,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,scalar_cal_atp,0.6489446712767377,0.013792104416896492,3,0.09006163040502384,0.0020844078951063544,3,0.14785257325368534,0.0034669664833548238,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,subset_ridge,-0.07087414901834795,0.5352220547203662,3,0.1954838885036234,0.055578928610169685,3,0.2522592952618261,0.06529594298731727,3,0.8333333333333334,0.2886751345948129,3,0.0,0.0,3,0.23004213352694933,0.2898912049876168,3
8.0,finite_single,0.3188956437569874,0.021207412559461115,3,0.1508561675641537,0.005425663651155058,3,0.2408108094450692,0.007043695392065571,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,first_order_omp,0.33408111372231364,0.0873298207524791,3,0.14417692653750522,0.015505222107616966,3,0.23751486939369282,0.00781446072300807,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,lifted_omp,0.9674740460946007,0.004681419318257494,3,0.04157925983452637,0.001113233264271002,3,0.05245029463246256,0.0014520197880704868,3,1.0,0.0,3,1.0,0.0,3,0.0,0.0,3
8.0,multigain_atp,0.3979130295275004,0.022684305597078003,3,0.12257050957910735,0.0051190527619751425,3,0.22638610549731,0.006186101863096659,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,raw_atp,0.3673631758759217,0.01813034093914912,3,0.1328700682612652,0.0022728603861795725,3,0.2321005851074882,0.007286789315984605,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,scalar_cal_atp,0.38584059218947453,0.012911627326250844,3,0.12825131437745618,0.00433533555921313,3,0.22871889419158772,0.008000397975645517,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,subset_ridge,-0.818891531842992,0.900289637084457,3,0.2956077786910849,0.08337649788507451,3,0.3836188312623959,0.09585552096474334,3,0.5,0.5,3,0.0,0.0,3,0.35496988967236914,0.43128094686780405,3
