method,heldout_r2,mae,rmse,seed,epsilon,budget_forward,budget_backward,gain,omp_k,omp_val_r2,main_topk_overlap,confound_abs_coef,pair_topk_recall,true_pair_abs_coef_mean
raw_atp,0.6566329756079134,0.09177811812619814,0.1514577735172682,0,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.660647766230398,0.08937806079560517,0.15056971623573862,0,5.0,96,1,0.9051152245741863,,,1.0,0.0,0.0,0.0
multigain_atp,0.669480604943534,0.0881500669118159,0.14859724251696407,0,5.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.5835078143376613,0.11415403795798476,0.16680755033196423,0,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,0.4396254925566646,0.14392693468503934,0.19348685293450602,0,5.0,96,0,,,,1.0,0.1276200796423571,0.0,0.0
first_order_omp,0.6425946270143527,0.10193167694279998,0.1545228872636753,0,5.0,96,0,,8.0,0.7551871456012091,1.0,0.0,0.0,0.0
lifted_omp,0.9612016809875604,0.04079717198039934,0.05091183267292722,0,5.0,96,0,,4.0,0.9470807494147059,1.0,0.0,1.0,5.677866280071474
raw_atp,0.38796358575673173,0.13377646702503243,0.23798837385855554,0,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.4006589537193065,0.12849944409373043,0.23550716328045648,0,8.0,96,1,0.8393313615616387,,,1.0,0.0,0.0,0.0
multigain_atp,0.42344862918021675,0.12380565673040987,0.23098624296732437,0,8.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.3420263256855428,0.15453191935526456,0.24675807260843674,0,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,0.07226161059303415,0.21384340911128102,0.29300826743264513,0,8.0,96,0,,,,1.0,0.17188470505463987,0.0,0.0
first_order_omp,0.37851886773818777,0.14864293026455003,0.23981761780165764,0,8.0,96,0,,7.0,0.5256802824872389,1.0,0.0,0.0,0.0
lifted_omp,0.971900649551227,0.040818026094773294,0.05099355043965989,0,8.0,96,0,,4.0,0.9538955914255453,1.0,0.0,1.0,9.594861807988408
raw_atp,0.6234052078954423,0.09101737797813977,0.14596444658690003,1,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.6337389631948194,0.08840483928798509,0.14394788567967767,1,5.0,96,1,0.8876151421260411,,,1.0,0.0,0.0,0.0
multigain_atp,0.6324418287302798,0.0862982385585122,0.14420256023863526,1,5.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.5292849832265812,0.11128593623591611,0.16318827691206647,1,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.0244532307161498,0.18816511945247885,0.24074429165452904,1,5.0,96,0,,,,1.0,0.00526547435314581,0.0,0.0
first_order_omp,0.5561190378186921,0.10575602399025277,0.15846858843660355,1,5.0,96,0,,5.0,0.6983246953534978,1.0,0.0,0.0,0.0
lifted_omp,0.9534071306287917,0.04050873838447193,0.051341630697084924,1,5.0,96,0,,4.0,0.9299131117580777,1.0,0.0,1.0,6.374147858363958
raw_atp,0.3538339467598941,0.1302838603712304,0.2239511402084603,1,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.3770093560844312,0.12379724280524756,0.21989835016651657,1,8.0,96,1,0.8147206283733726,,,1.0,0.0,0.0,0.0
multigain_atp,0.3800927468259838,0.1169468886788838,0.21935349963055886,1,8.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.3003673283846575,0.14462460726560866,0.23303236876983713,1,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.8008885649162978,0.2924719978306667,0.37387345295177216,1,8.0,96,0,,,,0.5,0.045435037450494035,0.0,0.0
first_order_omp,0.23346923890093263,0.1569590177685677,0.2439192088369212,1,8.0,96,0,,5.0,0.5566814710548755,1.0,0.0,0.0,0.0
lifted_omp,0.9625738180160329,0.042856916667713144,0.05389754344465043,1,8.0,96,0,,5.0,0.9440520594198265,1.0,0.0,1.0,10.245189246309621
raw_atp,0.6474756464882243,0.09098986622615693,0.15010231992542258,2,5.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.6524472844049958,0.09240199113148122,0.14904011784563972,2,5.0,96,1,0.7905295823834252,,,1.0,0.0,0.0,0.0
multigain_atp,0.6564821092282187,0.09046122192897141,0.1481724706482227,2,5.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.5546139651280355,0.1173672482238809,0.1687178917549107,2,5.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-0.6277947088955587,0.25435961137335195,0.32254674119644333,2,5.0,96,0,,,,0.5,0.557240846585345,0.0,0.0
first_order_omp,0.6565515849788559,0.09043230398749189,0.1481574861096354,2,5.0,96,0,,2.0,0.42950489192557106,1.0,0.0,0.0,0.0
lifted_omp,0.9334044922433336,0.050559496599804396,0.06524020386205052,2,5.0,96,0,,11.0,0.964852857847104,1.0,0.0,1.0,7.074107996201477
raw_atp,0.3602919951111393,0.13454987738753274,0.23436224125544877,2,8.0,0,1,,,,1.0,0.0,0.0,0.0
scalar_cal_atp,0.3798534667646859,0.13245725623339052,0.23075116912779006,2,8.0,96,1,0.6606334206594451,,,1.0,0.0,0.0,0.0
multigain_atp,0.39019771257630065,0.12695898332802835,0.22881857389404678,2,8.0,96,1,,,,1.0,0.0,0.0,0.0
finite_single,0.31429327720076194,0.1534119760715879,0.2426419869569337,2,8.0,64,0,,,,1.0,0.0,0.0,0.0
subset_ridge,-1.7280476412057122,0.38050792913130704,0.48397477340277034,2,8.0,96,0,,,,0.0,0.8475899265119735,0.0,0.0
first_order_omp,0.3902552345278205,0.12692883157939794,0.22880778154249962,2,8.0,96,0,,2.0,0.19650587783545592,1.0,0.0,0.0,0.0
lifted_omp,0.9679476707165423,0.04106283674109267,0.05245979001307737,2,8.0,96,0,,4.0,0.9798643159864938,1.0,0.0,1.0,10.897410022349291
