epsilon,method,heldout_r2,heldout_r2,heldout_r2,mae,mae,mae,rmse,rmse,rmse,main_topk_overlap,main_topk_overlap,main_topk_overlap,pair_topk_recall,pair_topk_recall,pair_topk_recall,confound_abs_coef,confound_abs_coef,confound_abs_coef
,,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
0.6,finite_single,0.9913288481191316,0.0011612741179145207,3,0.01458575573192371,0.0006224750676713591,3,0.02064050837636883,0.0008008495419148338,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
0.6,first_order_omp,0.9927515750877656,0.0011704655350976202,3,0.012664153160810673,0.0007461650001674974,3,0.018852578822603754,0.0009623608610737664,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
0.6,lifted_omp,0.9977704598299404,0.0003137513053240229,3,0.008285349868056393,0.0003063822849464177,3,0.010463549264163647,0.0004323477287006889,3,1.0,0.0,3,1.0,0.0,3,0.0,0.0,3
0.6,multigain_atp,0.9927498640918891,0.0011697803513518955,3,0.012664834722506901,0.0007446766331879257,3,0.018854903063987603,0.0009613318093628957,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
0.6,raw_atp,0.9928103280714771,0.0012271213052436445,3,0.012578863003580775,0.00080878171730544,3,0.01876901738551642,0.0010390063631994886,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
0.6,scalar_cal_atp,0.9928015674301877,0.0012207524421180447,3,0.01258623849214254,0.0008116672086598916,3,0.018781031178690687,0.00102853082192384,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
0.6,subset_ridge,0.9899868381704792,0.0007105758817438406,3,0.01649501443911226,0.0003573191733020853,3,0.022215206732888366,0.00010114772516040621,3,1.0,0.0,3,0.0,0.0,3,0.0051976861659262285,0.003513318009907244,3
1.2,finite_single,0.9632344378805886,0.0036060454511006694,3,0.028814815988267604,0.0008164209339404461,3,0.04283706929604991,0.0009571187319054284,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
1.2,first_order_omp,0.9773630351753546,0.004079273234549752,3,0.0187975762605969,0.0016045916170737604,3,0.03352308623761754,0.0021344963866764865,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
1.2,lifted_omp,0.997797495828792,0.00029519580689906465,3,0.008297746198418481,0.0003070951729166624,3,0.010474924278752226,0.00043363386210241024,3,1.0,0.0,3,1.0,0.0,3,0.0,0.0,3
1.2,multigain_atp,0.9776389090580105,0.0036622884427550727,3,0.018633801143671618,0.0013365956151037979,3,0.03333772821261904,0.0018466878015713935,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
1.2,raw_atp,0.9777148710600491,0.0037811002977936573,3,0.018520433115663062,0.0014740951434718584,3,0.03327270034308425,0.0019483932972828425,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
1.2,scalar_cal_atp,0.9776409848045032,0.003834984057406456,3,0.018474862933534345,0.0014318387649598007,3,0.03332521066407139,0.0019847354606653163,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
1.2,subset_ridge,0.9690007308127563,0.0027789876885974023,3,0.02756657222545529,0.0014681535168779712,3,0.039346766601931836,0.0010573464737701666,3,1.0,0.0,3,0.0,0.0,3,0.015373931468519153,0.003975275707994348,3
2.0,finite_single,0.8929549827585822,0.008491388834323146,3,0.048365237669971285,0.0012940686702040518,3,0.07407918889441012,0.0013647658951244416,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
2.0,first_order_omp,0.9423812524358182,0.009902744389811247,3,0.027200264130366514,0.0028266291295075295,3,0.05420533676050412,0.0035687046037345795,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
2.0,lifted_omp,0.9978340654246393,0.00026675397645739313,3,0.008342470667462064,0.00030732627686864733,3,0.010527108952292849,0.0004383606749089508,3,1.0,0.0,3,1.0,0.0,3,0.0,0.0,3
2.0,multigain_atp,0.9430665127361818,0.008931301455880619,3,0.026823202189626638,0.002256724357147163,3,0.05390883120681908,0.003141954267587251,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
2.0,raw_atp,0.9429568008915039,0.009157806082035237,3,0.027129889522275085,0.0023532177360567966,3,0.053952415839382956,0.0032596443354613587,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
2.0,scalar_cal_atp,0.9427122962730423,0.009471971129866882,3,0.026785656253547924,0.0023374897083293217,3,0.05405845187253977,0.0034029534147976496,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
2.0,subset_ridge,0.9209691729075503,0.007615092554693617,3,0.04380098334965526,0.002962603538495801,3,0.06363918574101377,0.002240320131749007,3,1.0,0.0,3,0.0,0.0,3,0.029041807789500093,0.012530887157089513,3
5.0,finite_single,0.5976443419111442,0.023183516338587035,3,0.09830711107219288,0.0042731249288799865,3,0.15789506858828758,0.005932541505874039,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,first_order_omp,0.7088558320024915,0.037553042879584726,3,0.06172681128468768,0.010402718062533798,3,0.1341921356020538,0.00993556272569201,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,lifted_omp,0.9979474865762562,0.00021637092017812376,3,0.008911239985691098,0.000599527909192021,3,0.011272105372698356,0.0006938930734771498,3,1.0,0.0,3,1.0,0.0,3,0.0,0.0,3
5.0,multigain_atp,0.7148388261638674,0.02960092367355081,3,0.058852315769772824,0.006447658814315619,3,0.1328575194465719,0.008097797843043304,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,raw_atp,0.7069260371832472,0.03057087254691868,3,0.06582162009955458,0.005187466693770952,3,0.13468330471338433,0.008178523941263645,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,scalar_cal_atp,0.7073446870134242,0.03394911136262458,3,0.06407707836980721,0.0060030856643321345,3,0.1345618823997853,0.009000975439646956,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
5.0,subset_ridge,0.6025561640203511,0.03415268480814269,3,0.10710545449381319,0.00792287273558137,3,0.15684099798164544,0.0064102927169918285,3,1.0,0.0,3,0.0,0.0,3,0.08083947334459878,0.04686494925720611,3
8.0,finite_single,0.36019801724317707,0.022374868127499087,3,0.13246373084017263,0.007727955982550194,3,0.23314280800315537,0.012210359804384162,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,first_order_omp,0.43011493939358036,0.06646048889985146,3,0.10754300404577168,0.02601731532079763,3,0.21994238163618648,0.019175051961723852,3,0.8333333333333334,0.2886751345948129,3,0.0,0.0,3,0.0,0.0,3
8.0,lifted_omp,0.9983131416818986,0.00010353656985994786,3,0.009373111224850666,0.0006104504244134767,3,0.011968162533831385,0.0006896258902732554,3,1.0,0.0,3,1.0,0.0,3,0.0,0.0,3
8.0,multigain_atp,0.47000214476187924,0.027951121302857596,3,0.0916022904604822,0.010990311434391725,3,0.21221148526353048,0.012977688476017553,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,raw_atp,0.44824457927125777,0.029458841001369473,3,0.10648267460956834,0.008012506374656996,3,0.21650919470167065,0.012921662346692866,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,scalar_cal_atp,0.45222669497252976,0.03695183425518155,3,0.10300698843657763,0.009625491666849959,3,0.21573623705758535,0.014556246337497386,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3
8.0,subset_ridge,0.25873528706198984,0.06749571722862874,3,0.17100377828373278,0.01256452919290798,3,0.25055938712002157,0.010463109533646943,3,1.0,0.0,3,0.0,0.0,3,0.13277487697652687,0.07996818080896724,3
