epsilon,m_gain,holdout_r2_mean,holdout_r2_std,gain_mean,gain_std,repeats,omp_holdout_r2,ridge_holdout_r2,atp_calibrated_holdout_r2,omp_minus_budgeted_atp_r2,ridge_minus_budgeted_atp_r2
0.6,0,0.9260346605209223,,1.0,,1,0.9804446628534461,0.9860282959463479,0.9890577005850537,0.0544100023325238,0.05999363542542557
0.6,1,0.04483182201710299,3.284169271482844,1.3348685900295496,1.2866558386923224,50,0.9804446628534461,0.9860282959463479,0.9890577005850537,0.9356128408363431,0.9411964739292449
0.6,2,0.8741582297863921,0.6351633251075143,1.2843440444706633,0.44754353403380154,50,0.9804446628534461,0.9860282959463479,0.9890577005850537,0.10628643306705399,0.11187006615995576
0.6,4,0.9777221257864791,0.01914312803768185,1.282311438579076,0.13656748972551128,50,0.9804446628534461,0.9860282959463479,0.9890577005850537,0.0027225370669670124,0.008306170159868786
0.6,8,0.984893843954105,0.0050154976062797355,1.2723788269876934,0.07073804157387131,50,0.9804446628534461,0.9860282959463479,0.9890577005850537,-0.004449181100658839,0.0011344519922429352
0.6,16,0.9865808351394171,0.0029197892688221766,1.272872028002597,0.045898332217412866,50,0.9804446628534461,0.9860282959463479,0.9890577005850537,-0.006136172285970964,-0.0005525391930691903
0.6,32,0.9871802070907763,0.0020248097448712673,1.273273685858156,0.033223139830039654,50,0.9804446628534461,0.9860282959463479,0.9890577005850537,-0.006735544237330138,-0.0011519111444283636
0.6,64,0.9879031767925888,0.0007596357578485754,1.2759510662057607,0.01198369156849675,50,0.9804446628534461,0.9860282959463479,0.9890577005850537,-0.0074585139391426525,-0.0018748808462408784
0.6,96,0.9878529701953549,,1.2739165620526638,,1,0.9804446628534461,0.9860282959463479,0.9890577005850537,-0.007408307341908782,-0.0018246742490070078
1.2,0,0.9583353035512924,,1.0,,1,0.9838708346652187,0.9842857081312143,0.9930212098175749,0.02553553111392637,0.025950404579921926
1.2,1,-0.15358002713181113,6.086081006333037,1.2279894147360795,1.315013154727569,50,0.9838708346652187,0.9842857081312143,0.9930212098175749,1.1374508617970298,1.1378657352630255
