seed,epsilon,hvp_budget,method,main_source,heldout_r2,pair_topk_recall,pair_rmse,pair_l1,selected_k,hvp_val_r2,false_pair_count_in_selected,budget_backward,budget_forward,train_queries,val_queries
0,5.0,1,hvp_pairs_atp_main,atp,0.676578424404365,0.0,0.20536855608726004,13.326372877208621,4,,4,2,0,1,0
0,5.0,1,hvp_pairs_finite_main,finite_main_oracle,0.5770010787849588,0.0,0.20536855608726004,13.326372877208621,4,,4,2,0,1,0
0,5.0,1,hvp_pairs_only,none,0.0005320039337437521,0.0,0.20536855608726004,13.326372877208621,4,,4,1,0,1,0
0,8.0,1,hvp_pairs_atp_main,atp,0.6704270340036864,0.5,0.2494859428856661,11.554837395298165,4,,3,2,0,1,0
0,8.0,1,hvp_pairs_finite_main,finite_main_oracle,0.6100764824335556,0.5,0.2494859428856661,11.554837395298165,4,,3,2,0,1,0
0,8.0,1,hvp_pairs_only,none,0.24968674204124008,0.5,0.2494859428856661,11.554837395298165,4,,3,1,0,1,0
1,5.0,1,hvp_pairs_atp_main,atp,0.8365241606972491,0.5,0.15593692869367815,7.293017475788933,4,,3,2,0,1,0
1,5.0,1,hvp_pairs_finite_main,finite_main_oracle,0.7234036647481052,0.5,0.15593692869367815,7.293017475788933,4,,3,2,0,1,0
1,5.0,1,hvp_pairs_only,none,0.18115382003911784,0.5,0.15593692869367815,7.293017475788933,4,,3,1,0,1,0
1,8.0,1,hvp_pairs_atp_main,atp,0.3506865244916082,0.5,0.3536930726327974,22.71484655562841,4,,3,2,0,1,0
1,8.0,1,hvp_pairs_finite_main,finite_main_oracle,0.26653120934673424,0.5,0.3536930726327974,22.71484655562841,4,,3,2,0,1,0
1,8.0,1,hvp_pairs_only,none,-0.04830037189548131,0.5,0.3536930726327974,22.71484655562841,4,,3,1,0,1,0
2,5.0,1,hvp_pairs_atp_main,atp,0.35705824368537475,0.0,0.2903815832618173,26.250493371157937,4,,4,2,0,1,0
2,5.0,1,hvp_pairs_finite_main,finite_main_oracle,0.22325547587122363,0.0,0.2903815832618173,26.250493371157937,4,,4,2,0,1,0
2,5.0,1,hvp_pairs_only,none,-0.24799099625231724,0.0,0.2903815832618173,26.250493371157937,4,,4,1,0,1,0
2,8.0,1,hvp_pairs_atp_main,atp,0.41563044956305606,0.0,0.32857241941545207,21.232491647883723,4,,4,2,0,1,0
2,8.0,1,hvp_pairs_finite_main,finite_main_oracle,0.33970492828805776,0.0,0.32857241941545207,21.232491647883723,4,,4,2,0,1,0
2,8.0,1,hvp_pairs_only,none,-0.003989283605976501,0.0,0.32857241941545207,21.232491647883723,4,,4,1,0,1,0
0,5.0,2,hvp_pairs_atp_main,atp,0.7149058500209741,0.5,0.18875924161978586,12.17736283692448,4,,3,3,0,2,0
0,5.0,2,hvp_pairs_finite_main,finite_main_oracle,0.5840041925271361,0.5,0.18875924161978586,12.17736283692448,4,,3,3,0,2,0
0,5.0,2,hvp_pairs_only,none,0.02705316366870114,0.5,0.18875924161978586,12.17736283692448,4,,3,2,0,2,0
0,8.0,2,hvp_pairs_atp_main,atp,0.41273094202194127,0.5,0.35239499889030446,22.552010128471135,4,,3,3,0,2,0
0,8.0,2,hvp_pairs_finite_main,finite_main_oracle,0.37469674100441575,0.5,0.35239499889030446,22.552010128471135,4,,3,3,0,2,0
0,8.0,2,hvp_pairs_only,none,0.06875485893151079,0.5,0.35239499889030446,22.552010128471135,4,,3,2,0,2,0
1,5.0,2,hvp_pairs_atp_main,atp,0.9878094523454295,1.0,0.0035488190885013416,0.28998972034783466,4,,2,3,0,2,0
1,5.0,2,hvp_pairs_finite_main,finite_main_oracle,0.8951202529030163,1.0,0.0035488190885013416,0.28998972034783466,4,,2,3,0,2,0
1,5.0,2,hvp_pairs_only,none,0.3052596898710763,1.0,0.0035488190885013416,0.28998972034783466,4,,2,2,0,2,0
1,8.0,2,hvp_pairs_atp_main,atp,0.9724661343214576,1.0,0.002974627926771928,0.2455223440421452,4,,2,3,0,2,0
1,8.0,2,hvp_pairs_finite_main,finite_main_oracle,0.9083944896051571,1.0,0.002974627926771928,0.2455223440421452,4,,2,3,0,2,0
1,8.0,2,hvp_pairs_only,none,0.5702312178909641,1.0,0.002974627926771928,0.2455223440421452,4,,2,2,0,2,0
2,5.0,2,hvp_pairs_atp_main,atp,0.9872224337068479,1.0,0.002461302555715567,0.21444189572754302,4,,2,3,0,2,0
2,5.0,2,hvp_pairs_finite_main,finite_main_oracle,0.8967587054885165,1.0,0.002461302555715567,0.21444189572754302,4,,2,3,0,2,0
2,5.0,2,hvp_pairs_only,none,0.34120695120334643,1.0,0.002461302555715567,0.21444189572754302,4,,2,2,0,2,0
2,8.0,2,hvp_pairs_atp_main,atp,0.6514110825914012,0.5,0.24946664264817464,11.496646419109835,4,,3,3,0,2,0
2,8.0,2,hvp_pairs_finite_main,finite_main_oracle,0.604590977001787,0.5,0.24946664264817464,11.496646419109835,4,,3,3,0,2,0
2,8.0,2,hvp_pairs_only,none,0.3223014238697367,0.5,0.24946664264817464,11.496646419109835,4,,3,2,0,2,0
0,5.0,4,hvp_pairs_atp_main,atp,0.9866799607720588,1.0,0.0005156865047967308,0.029168356333925338,2,0.9983731741081149,0,5,0,3,1
0,5.0,4,hvp_pairs_finite_main,finite_main_oracle,0.8878965691159424,1.0,0.0005156865047967308,0.029168356333925338,2,0.9983731741081149,0,5,0,3,1
0,5.0,4,hvp_pairs_only,none,0.29686662969912647,1.0,0.0005156865047967308,0.029168356333925338,2,0.9983731741081149,0,4,0,3,1
0,8.0,4,hvp_pairs_atp_main,atp,0.7346035198511325,0.5,0.2138096084521276,9.623024151829386,1,0.9989733140091344,0,5,0,3,1
0,8.0,4,hvp_pairs_finite_main,finite_main_oracle,0.682020922363562,0.5,0.2138096084521276,9.623024151829386,1,0.9989733140091344,0,5,0,3,1
0,8.0,4,hvp_pairs_only,none,0.35987963894022024,0.5,0.2138096084521276,9.623024151829386,1,0.9989733140091344,0,4,0,3,1
1,5.0,4,hvp_pairs_atp_main,atp,0.8586409743565997,0.5,0.13363420031224552,6.043915578969352,1,-0.07406957397719816,0,5,0,3,1
1,5.0,4,hvp_pairs_finite_main,finite_main_oracle,0.7573171964173729,0.5,0.13363420031224552,6.043915578969352,1,-0.07406957397719816,0,5,0,3,1
1,5.0,4,hvp_pairs_only,none,0.18175155671535104,0.5,0.13363420031224552,6.043915578969352,1,-0.07406957397719816,0,4,0,3,1
1,8.0,4,hvp_pairs_atp_main,atp,0.6713614951579011,0.5,0.24944397483632832,11.212243757918241,1,0.9990174504631004,0,5,0,3,1
1,8.0,4,hvp_pairs_finite_main,finite_main_oracle,0.5728441592913761,0.5,0.24944397483632832,11.212243757918241,1,0.9990174504631004,0,5,0,3,1
1,8.0,4,hvp_pairs_only,none,0.22490425691318217,0.5,0.24944397483632832,11.212243757918241,1,0.9990174504631004,0,4,0,3,1
2,5.0,4,hvp_pairs_atp_main,atp,0.9848093116725043,1.0,0.000869370804419599,0.048051219928110456,2,0.9985500489084759,0,5,0,3,1
2,5.0,4,hvp_pairs_finite_main,finite_main_oracle,0.8776096191964509,1.0,0.000869370804419599,0.048051219928110456,2,0.9985500489084759,0,5,0,3,1
2,5.0,4,hvp_pairs_only,none,0.26951965235956654,1.0,0.000869370804419599,0.048051219928110456,2,0.9985500489084759,0,4,0,3,1
2,8.0,4,hvp_pairs_atp_main,atp,0.9686478328280086,1.0,0.0006295536197943462,0.03856737539751798,2,0.9987740166444053,0,5,0,3,1
2,8.0,4,hvp_pairs_finite_main,finite_main_oracle,0.9099244162860536,1.0,0.0006295536197943462,0.03856737539751798,2,0.9987740166444053,0,5,0,3,1
2,8.0,4,hvp_pairs_only,none,0.5841681929104885,1.0,0.0006295536197943462,0.03856737539751798,2,0.9987740166444053,0,4,0,3,1
0,5.0,8,hvp_pairs_atp_main,atp,0.9856210774541635,1.0,0.002390592721699452,0.15707598780494475,3,0.9964440357340962,1,9,0,6,2
0,5.0,8,hvp_pairs_finite_main,finite_main_oracle,0.8843148221941975,1.0,0.002390592721699452,0.15707598780494475,3,0.9964440357340962,1,9,0,6,2
0,5.0,8,hvp_pairs_only,none,0.3053452332325143,1.0,0.002390592721699452,0.15707598780494475,3,0.9964440357340962,1,8,0,6,2
0,8.0,8,hvp_pairs_atp_main,atp,0.6550023826986955,0.5,0.2138109707934894,9.641286353862217,1,0.9988644619539584,0,9,0,6,2
0,8.0,8,hvp_pairs_finite_main,finite_main_oracle,0.6188890857524789,0.5,0.2138109707934894,9.641286353862217,1,0.9988644619539584,0,9,0,6,2
0,8.0,8,hvp_pairs_only,none,0.35262578619974305,0.5,0.2138109707934894,9.641286353862217,1,0.9988644619539584,0,8,0,6,2
1,5.0,8,hvp_pairs_atp_main,atp,0.9874508865566636,1.0,0.0003027657154146789,0.0164016782466625,2,0.9981448913831017,0,9,0,6,2
1,5.0,8,hvp_pairs_finite_main,finite_main_oracle,0.8960898469118906,1.0,0.0003027657154146789,0.0164016782466625,2,0.9981448913831017,0,9,0,6,2
1,5.0,8,hvp_pairs_only,none,0.3222028870664023,1.0,0.0003027657154146789,0.0164016782466625,2,0.9981448913831017,0,8,0,6,2
1,8.0,8,hvp_pairs_atp_main,atp,0.9667751272471045,1.0,0.0014739314434834981,0.0891899120174901,3,0.9993282921491421,1,9,0,6,2
1,8.0,8,hvp_pairs_finite_main,finite_main_oracle,0.9059529501470394,1.0,0.0014739314434834981,0.0891899120174901,3,0.9993282921491421,1,9,0,6,2
1,8.0,8,hvp_pairs_only,none,0.5458061013278991,1.0,0.0014739314434834981,0.0891899120174901,3,0.9993282921491421,1,8,0,6,2
2,5.0,8,hvp_pairs_atp_main,atp,0.8496230131850929,0.5,0.13363189290112906,6.026178721952623,1,0.9950482352457366,0,9,0,6,2
2,5.0,8,hvp_pairs_finite_main,finite_main_oracle,0.7609706989791749,0.5,0.13363189290112906,6.026178721952623,1,0.9950482352457366,0,9,0,6,2
2,5.0,8,hvp_pairs_only,none,0.18931351184547063,0.5,0.13363189290112906,6.026178721952623,1,0.9950482352457366,0,8,0,6,2
2,8.0,8,hvp_pairs_atp_main,atp,0.5544898845564009,0.5,0.24944397156097292,11.212108484328915,1,0.9963168781139787,0,9,0,6,2
2,8.0,8,hvp_pairs_finite_main,finite_main_oracle,0.5326440962924868,0.5,0.24944397156097292,11.212108484328915,1,0.9963168781139787,0,9,0,6,2
2,8.0,8,hvp_pairs_only,none,0.2132671452213113,0.5,0.24944397156097292,11.212108484328915,1,0.9963168781139787,0,8,0,6,2
0,5.0,12,hvp_pairs_atp_main,atp,0.9878195305223021,1.0,0.0002516668137546467,0.015129650287294183,2,0.9970432475937338,0,13,0,9,3
0,5.0,12,hvp_pairs_finite_main,finite_main_oracle,0.8986287211916397,1.0,0.0002516668137546467,0.015129650287294183,2,0.9970432475937338,0,13,0,9,3
0,5.0,12,hvp_pairs_only,none,0.38148057851490635,1.0,0.0002516668137546467,0.015129650287294183,2,0.9970432475937338,0,12,0,9,3
0,8.0,12,hvp_pairs_atp_main,atp,0.9692659497450679,1.0,0.00012390441786881866,0.006886899899335219,2,0.9987439496460997,0,13,0,9,3
0,8.0,12,hvp_pairs_finite_main,finite_main_oracle,0.904448164215728,1.0,0.00012390441786881866,0.006886899899335219,2,0.9987439496460997,0,13,0,9,3
0,8.0,12,hvp_pairs_only,none,0.5831499802555051,1.0,0.00012390441786881866,0.006886899899335219,2,0.9987439496460997,0,12,0,9,3
1,5.0,12,hvp_pairs_atp_main,atp,0.9863289636495706,1.0,0.0008916327139533801,0.04665396537768807,2,0.99128719241339,0,13,0,9,3
1,5.0,12,hvp_pairs_finite_main,finite_main_oracle,0.8887316273275859,1.0,0.0008916327139533801,0.04665396537768807,2,0.99128719241339,0,13,0,9,3
1,5.0,12,hvp_pairs_only,none,0.3265375735903445,1.0,0.0008916327139533801,0.04665396537768807,2,0.99128719241339,0,12,0,9,3
1,8.0,12,hvp_pairs_atp_main,atp,0.9703307269009774,1.0,0.0012495653670008273,0.07332954867080943,2,0.9990218164799629,0,13,0,9,3
1,8.0,12,hvp_pairs_finite_main,finite_main_oracle,0.9104077571946356,1.0,0.0012495653670008273,0.07332954867080943,2,0.9990218164799629,0,13,0,9,3
1,8.0,12,hvp_pairs_only,none,0.596104860138861,1.0,0.0012495653670008273,0.07332954867080943,2,0.9990218164799629,0,12,0,9,3
2,5.0,12,hvp_pairs_atp_main,atp,0.9865098618321406,1.0,0.00037619821722959776,0.02055606438162627,2,0.9902891046659861,0,13,0,9,3
2,5.0,12,hvp_pairs_finite_main,finite_main_oracle,0.8906078968915592,1.0,0.00037619821722959776,0.02055606438162627,2,0.9902891046659861,0,13,0,9,3
2,5.0,12,hvp_pairs_only,none,0.3646429017034355,1.0,0.00037619821722959776,0.02055606438162627,2,0.9902891046659861,0,12,0,9,3
2,8.0,12,hvp_pairs_atp_main,atp,0.6179073187600723,0.5,0.2494440200489437,11.213977931409847,1,0.9988271691707573,0,13,0,9,3
2,8.0,12,hvp_pairs_finite_main,finite_main_oracle,0.5520629116466085,0.5,0.2494440200489437,11.213977931409847,1,0.9988271691707573,0,13,0,9,3
2,8.0,12,hvp_pairs_only,none,0.22031822298434067,0.5,0.2494440200489437,11.213977931409847,1,0.9988271691707573,0,12,0,9,3
0,5.0,16,hvp_pairs_atp_main,atp,0.9856472663949742,1.0,0.0007563229392033974,0.048016449543584194,2,0.99724128036959,0,17,0,12,4
0,5.0,16,hvp_pairs_finite_main,finite_main_oracle,0.8851512419330584,1.0,0.0007563229392033974,0.048016449543584194,2,0.99724128036959,0,17,0,12,4
0,5.0,16,hvp_pairs_only,none,0.2963448604907829,1.0,0.0007563229392033974,0.048016449543584194,2,0.99724128036959,0,16,0,12,4
0,8.0,16,hvp_pairs_atp_main,atp,0.9599078286962903,1.0,0.000517396925548822,0.032677731546279176,2,0.9989055164850787,0,17,0,12,4
0,8.0,16,hvp_pairs_finite_main,finite_main_oracle,0.8877535813322694,1.0,0.000517396925548822,0.032677731546279176,2,0.9989055164850787,0,17,0,12,4
0,8.0,16,hvp_pairs_only,none,0.5102046362158178,1.0,0.000517396925548822,0.032677731546279176,2,0.9989055164850787,0,16,0,12,4
1,5.0,16,hvp_pairs_atp_main,atp,0.9846080532416928,1.0,0.00047566115768897245,0.029890593891066963,2,0.9957257107451638,0,17,0,12,4
1,5.0,16,hvp_pairs_finite_main,finite_main_oracle,0.8864030859018053,1.0,0.00047566115768897245,0.029890593891066963,2,0.9957257107451638,0,17,0,12,4
1,5.0,16,hvp_pairs_only,none,0.3396724124558076,1.0,0.00047566115768897245,0.029890593891066963,2,0.9957257107451638,0,16,0,12,4
1,8.0,16,hvp_pairs_atp_main,atp,0.6231460297068001,0.5,0.24944391019867884,11.209214107468298,1,0.9982736641180819,0,17,0,12,4
1,8.0,16,hvp_pairs_finite_main,finite_main_oracle,0.5651256102834377,0.5,0.24944391019867884,11.209214107468298,1,0.9982736641180819,0,17,0,12,4
1,8.0,16,hvp_pairs_only,none,0.20856589593536023,0.5,0.24944391019867884,11.209214107468298,1,0.9982736641180819,0,16,0,12,4
2,5.0,16,hvp_pairs_atp_main,atp,0.9867087523539473,1.0,0.0005463377409326214,0.029827151092320925,2,0.9980839519217009,0,17,0,12,4
2,5.0,16,hvp_pairs_finite_main,finite_main_oracle,0.8958748335749883,1.0,0.0005463377409326214,0.029827151092320925,2,0.9980839519217009,0,17,0,12,4
2,5.0,16,hvp_pairs_only,none,0.369283368519307,1.0,0.0005463377409326214,0.029827151092320925,2,0.9980839519217009,0,16,0,12,4
2,8.0,16,hvp_pairs_atp_main,atp,0.970852076315047,1.0,0.0023063571008625746,0.18344709180869712,4,0.9992735521865086,2,17,0,12,4
2,8.0,16,hvp_pairs_finite_main,finite_main_oracle,0.9086806724187956,1.0,0.0023063571008625746,0.18344709180869712,4,0.9992735521865086,2,17,0,12,4
2,8.0,16,hvp_pairs_only,none,0.5706247906276241,1.0,0.0023063571008625746,0.18344709180869712,4,0.9992735521865086,2,16,0,12,4
0,5.0,24,hvp_pairs_atp_main,atp,0.9865082388442552,1.0,0.0014946734906865814,0.1072224071566916,4,0.9977937392362521,2,25,0,18,6
0,5.0,24,hvp_pairs_finite_main,finite_main_oracle,0.8939604087044297,1.0,0.0014946734906865814,0.1072224071566916,4,0.9977937392362521,2,25,0,18,6
0,5.0,24,hvp_pairs_only,none,0.3537984718944336,1.0,0.0014946734906865814,0.1072224071566916,4,0.9977937392362521,2,24,0,18,6
0,8.0,24,hvp_pairs_atp_main,atp,0.9704077140948542,1.0,0.00030721011344423717,0.018508584387747717,2,0.9988583657880746,0,25,0,18,6
0,8.0,24,hvp_pairs_finite_main,finite_main_oracle,0.9136268845404376,1.0,0.00030721011344423717,0.018508584387747717,2,0.9988583657880746,0,25,0,18,6
0,8.0,24,hvp_pairs_only,none,0.6001204073351554,1.0,0.00030721011344423717,0.018508584387747717,2,0.9988583657880746,0,24,0,18,6
1,5.0,24,hvp_pairs_atp_main,atp,0.9871504003095553,1.0,0.00014082183441307643,0.008307849659293431,2,0.9979598009019813,0,25,0,18,6
1,5.0,24,hvp_pairs_finite_main,finite_main_oracle,0.8939768709690006,1.0,0.00014082183441307643,0.008307849659293431,2,0.9979598009019813,0,25,0,18,6
1,5.0,24,hvp_pairs_only,none,0.3191886997564344,1.0,0.00014082183441307643,0.008307849659293431,2,0.9979598009019813,0,24,0,18,6
1,8.0,24,hvp_pairs_atp_main,atp,0.9598165155734399,1.0,0.00029407961253930307,0.01864963748374393,2,0.9995138287981369,0,25,0,18,6
1,8.0,24,hvp_pairs_finite_main,finite_main_oracle,0.894515162187451,1.0,0.00029407961253930307,0.01864963748374393,2,0.9995138287981369,0,25,0,18,6
1,8.0,24,hvp_pairs_only,none,0.5192116600319552,1.0,0.00029407961253930307,0.01864963748374393,2,0.9995138287981369,0,24,0,18,6
2,5.0,24,hvp_pairs_atp_main,atp,0.9832441039859551,1.0,0.0002836984013163941,0.017440387796725965,2,0.9981080126406734,0,25,0,18,6
2,5.0,24,hvp_pairs_finite_main,finite_main_oracle,0.8844126806471708,1.0,0.0002836984013163941,0.017440387796725965,2,0.9981080126406734,0,25,0,18,6
2,5.0,24,hvp_pairs_only,none,0.32906453437023264,1.0,0.0002836984013163941,0.017440387796725965,2,0.9981080126406734,0,24,0,18,6
2,8.0,24,hvp_pairs_atp_main,atp,0.9683366796780577,1.0,0.000321274298664225,0.020385461789526715,2,0.9992492487448577,0,25,0,18,6
2,8.0,24,hvp_pairs_finite_main,finite_main_oracle,0.9192912330172992,1.0,0.000321274298664225,0.020385461789526715,2,0.9992492487448577,0,25,0,18,6
2,8.0,24,hvp_pairs_only,none,0.6452694694065522,1.0,0.000321274298664225,0.020385461789526715,2,0.9992492487448577,0,24,0,18,6
0,5.0,32,hvp_pairs_atp_main,atp,0.9861312318186214,1.0,0.00023291438279380403,0.01316316239256654,2,0.9978009075909974,0,33,0,24,8
0,5.0,32,hvp_pairs_finite_main,finite_main_oracle,0.8864241709842251,1.0,0.00023291438279380403,0.01316316239256654,2,0.9978009075909974,0,33,0,24,8
0,5.0,32,hvp_pairs_only,none,0.27173629690045487,1.0,0.00023291438279380403,0.01316316239256654,2,0.9978009075909974,0,32,0,24,8
0,8.0,32,hvp_pairs_atp_main,atp,0.9595717289952467,1.0,0.00030880357726914467,0.016638618171382902,2,0.9992030947935713,0,33,0,24,8
0,8.0,32,hvp_pairs_finite_main,finite_main_oracle,0.8917452853532003,1.0,0.00030880357726914467,0.016638618171382902,2,0.9992030947935713,0,33,0,24,8
0,8.0,32,hvp_pairs_only,none,0.5247627505183279,1.0,0.00030880357726914467,0.016638618171382902,2,0.9992030947935713,0,32,0,24,8
1,5.0,32,hvp_pairs_atp_main,atp,0.9860654220067402,1.0,0.0010794102204889,0.06143413569638373,3,0.9969425425111368,1,33,0,24,8
