seed,epsilon,hvp_budget,method,main_source,heldout_r2,pair_topk_recall,pair_rmse,pair_l1,selected_k,hvp_val_r2,false_pair_count_in_selected,budget_backward,budget_forward,train_queries,val_queries
1,5.0,32,hvp_pairs_finite_main,finite_main_oracle,0.8878020969468562,1.0,0.0010794102204889,0.06143413569638373,3,0.9969425425111368,1,33,0,24,8
1,5.0,32,hvp_pairs_only,none,0.29379385254626833,1.0,0.0010794102204889,0.06143413569638373,3,0.9969425425111368,1,32,0,24,8
1,8.0,32,hvp_pairs_atp_main,atp,0.9756720582599292,1.0,0.0010042891460161029,0.05585439760443465,3,0.9993510736585749,1,33,0,24,8
1,8.0,32,hvp_pairs_finite_main,finite_main_oracle,0.9254063904479621,1.0,0.0010042891460161029,0.05585439760443465,3,0.9993510736585749,1,33,0,24,8
1,8.0,32,hvp_pairs_only,none,0.632954440809474,1.0,0.0010042891460161029,0.05585439760443465,3,0.9993510736585749,1,32,0,24,8
2,5.0,32,hvp_pairs_atp_main,atp,0.9869662829309291,1.0,0.0004182094214141144,0.020681919793700487,2,0.9975839768685041,0,33,0,24,8
2,5.0,32,hvp_pairs_finite_main,finite_main_oracle,0.8887592152466504,1.0,0.0004182094214141144,0.020681919793700487,2,0.9975839768685041,0,33,0,24,8
2,5.0,32,hvp_pairs_only,none,0.2854244321041234,1.0,0.0004182094214141144,0.020681919793700487,2,0.9975839768685041,0,32,0,24,8
2,8.0,32,hvp_pairs_atp_main,atp,0.9740757548544754,1.0,0.0001804952874881796,0.009942739921781296,2,0.9989919518394854,0,33,0,24,8
2,8.0,32,hvp_pairs_finite_main,finite_main_oracle,0.9160882340358824,1.0,0.0001804952874881796,0.009942739921781296,2,0.9989919518394854,0,33,0,24,8
2,8.0,32,hvp_pairs_only,none,0.6090760548030167,1.0,0.0001804952874881796,0.009942739921781296,2,0.9989919518394854,0,32,0,24,8
0,5.0,48,hvp_pairs_atp_main,atp,0.9863708286826718,1.0,0.0002893659837194651,0.014395551677719887,2,0.9978859184381242,0,49,0,36,12
0,5.0,48,hvp_pairs_finite_main,finite_main_oracle,0.8977880165895538,1.0,0.0002893659837194651,0.014395551677719887,2,0.9978859184381242,0,49,0,36,12
0,5.0,48,hvp_pairs_only,none,0.36112451021676206,1.0,0.0002893659837194651,0.014395551677719887,2,0.9978859184381242,0,48,0,36,12
0,8.0,48,hvp_pairs_atp_main,atp,0.9711674122398971,1.0,0.00028797398020339855,0.016312627802305357,2,0.9991989790560004,0,49,0,36,12
0,8.0,48,hvp_pairs_finite_main,finite_main_oracle,0.9143859734916994,1.0,0.00028797398020339855,0.016312627802305357,2,0.9991989790560004,0,49,0,36,12
0,8.0,48,hvp_pairs_only,none,0.6068301922791364,1.0,0.00028797398020339855,0.016312627802305357,2,0.9991989790560004,0,48,0,36,12
1,5.0,48,hvp_pairs_atp_main,atp,0.9856034693522867,1.0,0.0008056114382572773,0.04952833845798156,3,0.9981576671981057,1,49,0,36,12
1,5.0,48,hvp_pairs_finite_main,finite_main_oracle,0.8777148052630814,1.0,0.0008056114382572773,0.04952833845798156,3,0.9981576671981057,1,49,0,36,12
1,5.0,48,hvp_pairs_only,none,0.27363775692450676,1.0,0.0008056114382572773,0.04952833845798156,3,0.9981576671981057,1,48,0,36,12
1,8.0,48,hvp_pairs_atp_main,atp,0.971112036121281,1.0,0.00019272831158169561,0.009973436759821652,2,0.9986266603197224,0,49,0,36,12
1,8.0,48,hvp_pairs_finite_main,finite_main_oracle,0.9165030147759836,1.0,0.00019272831158169561,0.009973436759821652,2,0.9986266603197224,0,49,0,36,12
1,8.0,48,hvp_pairs_only,none,0.6240844551262988,1.0,0.00019272831158169561,0.009973436759821652,2,0.9986266603197224,0,48,0,36,12
2,5.0,48,hvp_pairs_atp_main,atp,0.9877198314735008,1.0,0.00013848019382302584,0.008618726293335044,2,0.9974424832700315,0,49,0,36,12
2,5.0,48,hvp_pairs_finite_main,finite_main_oracle,0.9035288972811993,1.0,0.00013848019382302584,0.008618726293335044,2,0.9974424832700315,0,49,0,36,12
2,5.0,48,hvp_pairs_only,none,0.3740510681441528,1.0,0.00013848019382302584,0.008618726293335044,2,0.9974424832700315,0,48,0,36,12
2,8.0,48,hvp_pairs_atp_main,atp,0.9675541785892801,1.0,0.000685248451336245,0.03303797803652615,3,0.9989606653927833,1,49,0,36,12
2,8.0,48,hvp_pairs_finite_main,finite_main_oracle,0.9014855600533174,1.0,0.000685248451336245,0.03303797803652615,3,0.9989606653927833,1,49,0,36,12
2,8.0,48,hvp_pairs_only,none,0.5567311373144193,1.0,0.000685248451336245,0.03303797803652615,3,0.9989606653927833,1,48,0,36,12
0,5.0,64,hvp_pairs_atp_main,atp,0.9850330904765179,1.0,0.00023995368213330053,0.015200428735413496,2,0.9975418851770362,0,65,0,48,16
0,5.0,64,hvp_pairs_finite_main,finite_main_oracle,0.8796295331102453,1.0,0.00023995368213330053,0.015200428735413496,2,0.9975418851770362,0,65,0,48,16
0,5.0,64,hvp_pairs_only,none,0.28562381080124755,1.0,0.00023995368213330053,0.015200428735413496,2,0.9975418851770362,0,64,0,48,16
0,8.0,64,hvp_pairs_atp_main,atp,0.9735317385718324,1.0,0.00010539536181196292,0.00655420623683689,2,0.9985892331621382,0,65,0,48,16
0,8.0,64,hvp_pairs_finite_main,finite_main_oracle,0.9168827266740021,1.0,0.00010539536181196292,0.00655420623683689,2,0.9985892331621382,0,65,0,48,16
0,8.0,64,hvp_pairs_only,none,0.6155393443167478,1.0,0.00010539536181196292,0.00655420623683689,2,0.9985892331621382,0,64,0,48,16
1,5.0,64,hvp_pairs_atp_main,atp,0.9866950884872697,1.0,0.0006151329704807624,0.04083173907659245,3,0.997143477693251,1,65,0,48,16
1,5.0,64,hvp_pairs_finite_main,finite_main_oracle,0.8900768473703803,1.0,0.0006151329704807624,0.04083173907659245,3,0.997143477693251,1,65,0,48,16
1,5.0,64,hvp_pairs_only,none,0.30080590710520183,1.0,0.0006151329704807624,0.04083173907659245,3,0.997143477693251,1,64,0,48,16
1,8.0,64,hvp_pairs_atp_main,atp,0.9648759458754038,1.0,0.0006137675607226407,0.034208447525689384,3,0.9988178619869562,1,65,0,48,16
1,8.0,64,hvp_pairs_finite_main,finite_main_oracle,0.8970206432588571,1.0,0.0006137675607226407,0.034208447525689384,3,0.9988178619869562,1,65,0,48,16
1,8.0,64,hvp_pairs_only,none,0.5362443669881168,1.0,0.0006137675607226407,0.034208447525689384,3,0.9988178619869562,1,64,0,48,16
2,5.0,64,hvp_pairs_atp_main,atp,0.9861974282447739,1.0,1.8442939448826688e-05,0.0008821265745320161,2,0.9980918042726812,0,65,0,48,16
2,5.0,64,hvp_pairs_finite_main,finite_main_oracle,0.8819238322498886,1.0,1.8442939448826688e-05,0.0008821265745320161,2,0.9980918042726812,0,65,0,48,16
2,5.0,64,hvp_pairs_only,none,0.2669892954133727,1.0,1.8442939448826688e-05,0.0008821265745320161,2,0.9980918042726812,0,64,0,48,16
2,8.0,64,hvp_pairs_atp_main,atp,0.9643429804478765,1.0,0.0006010979350009877,0.03567170815942394,3,0.9989239192929968,1,65,0,48,16
2,8.0,64,hvp_pairs_finite_main,finite_main_oracle,0.9128027896225718,1.0,0.0006010979350009877,0.03567170815942394,3,0.9989239192929968,1,65,0,48,16
2,8.0,64,hvp_pairs_only,none,0.6011924127365865,1.0,0.0006010979350009877,0.03567170815942394,3,0.9989239192929968,1,64,0,48,16
